N	2gram	Tiupa_Disk_2	Marksizm
1	точки зрения	4	34
2	может быть	16	26
3	и не	15	26
4	не может	9	24
5	с точки	2	20
6	и в	16	19
7	и его	3	19
8	таким образом	1	17
9	в этом	16	16
10	как бы	4	15
11	в процессе	1	14
12	языка и	1	13
13	прежде всего	7	13
14	как и	16	12
15	так и	9	11
16	и для	2	11
17	самом деле	1	10
18	в нем	7	10
19	ни было	1	10
20	и т.п	12	10
21	в самом	1	10
22	внутренней речи	3	9
23	лишь в	1	9
24	только в	3	9
25	для него	5	9
26	в результате	2	9
27	на материале	1	8
28	бы то	1	8
29	как система	1	8
30	все же	6	8
31	не только	10	8
32	при этом	17	8
33	то ни	1	8
34	друг друга	1	8
35	но и	11	8
36	в контексте	3	8
37	то что	5	8
38	во всех	1	7
39	в ее	1	7
40	точка зрения	1	7
41	но в	11	7
42	все эти	3	7
43	то же	6	7
44	бытия в	1	7
45	а не	14	7
46	отнюдь не	6	6
47	так сказать	1	6
48	мы не	1	6
49	и того	3	6
50	ничего не	1	6
51	в пределах	4	6
52	и здесь	1	6
53	в его	3	6
54	на почве	2	6
55	в том	8	6
56	является не	2	6
57	другой стороны	2	6
58	того же	2	6
59	отличие от	12	5
60	по преимуществу	2	5
61	входит в	2	5
62	одного и	3	5
63	в отличие	12	5
64	не в	3	5
65	необходимо чтобы	1	5
66	общения и	2	5
67	и все	3	5
68	вовсе не	1	5
69	с другой	5	5
70	за пределы	1	5
71	именно в	2	5
72	настоящего времени	1	5
73	до конца	1	5
74	к этому	4	5
75	во всяком	1	5
76	переход от	1	4
77	вопрос о	1	4
78	и на	5	4
79	как в	8	4
80	к одному	1	4
81	не столько	3	4
82	не менее	7	4
83	самого начала	1	4
84	не является	4	4
85	в ней	2	4
86	с самого	1	4
87	в языке	2	4
88	еще не	6	4
89	только на	1	4
90	далеко не	2	4
91	и между	1	4
92	в данном	7	4
93	что же	2	4
94	в условиях	1	4
95	а в	2	4
96	жизни в	3	4
97	между ними	1	4
98	сказать что	1	4
99	что в	5	4
100	формы и	1	3
101	и есть	1	3
102	не имеют	1	3
103	в сущности	1	3
104	общения в	1	3
105	в большинстве	2	3
106	по отношению	4	3
107	в истории	1	3
108	и как	3	3
109	в первом	1	3
110	в которой	1	3
111	к другому	1	3
112	но все	1	3
113	различие между	1	3
114	его в	3	3
115	но именно	1	3
116	он не	3	3
117	том что	10	3
118	в своей	6	3
119	и ее	3	3
120	в котором	3	3
121	более того	1	3
122	место в	2	3
123	речи в	2	3
124	в то	5	3
125	к этим	1	3
126	на язык	1	3
127	же время	5	3
128	этом отношении	4	3
129	в области	2	3
130	не могут	1	3
131	на границе	1	3
132	не есть	1	3
133	и это	2	3
134	сводится к	2	3
135	т.п в	1	3
136	одного из	4	3
137	можно сказать	3	3
138	здесь в	3	3
139	и следовательно	1	3
140	того что	1	3
141	быть и	1	3
142	одной из	1	3
143	в какой	1	3
144	между тем	2	3
145	не дает	1	3
146	большинстве случаев	1	3
147	из них	3	3
148	момент в	2	3
149	или иной	3	3
150	не было	3	3
151	на этот	1	3
152	все это	2	3
153	социальная ситуация	1	3
154	xix века	1	3
155	для первого	1	3
156	слова и	1	3
157	этом случае	2	3
158	и от	1	3
159	речевого общения	1	3
160	и внешним	1	3
161	слово в	1	3
162	речи и	1	3
163	это и	1	3
164	одним из	1	2
165	же как	2	2
166	той же	2	2
167	совпадает с	2	2
168	но при	2	2
169	в чем	1	2
170	во внешнем	1	2
171	между внутренним	1	2
172	не просто	1	2
173	из важнейших	2	2
174	в одной	1	2
175	к данному	1	2
176	в своем	5	2
177	однако не	1	2
178	может получить	1	2
179	то в	1	2
180	в нашем	1	2
181	из этих	3	2
182	в себе	19	2
183	на стадии	1	2
184	тем не	1	2
185	должна быть	2	2
186	пределах одного	1	2
187	не как	1	2
188	из виду	3	2
189	одной и	1	2
190	человека в	4	2
191	в другом	3	2
192	и с	2	2
193	и иных	1	2
194	ни в	7	2
195	жизни но	3	2
196	движется в	1	2
197	должно быть	2	2
198	на первый	2	2
199	имеет место	1	2
200	и той	1	2
201	для данного	3	2
202	другом и	1	2
203	между индивидуальными	1	2
204	и более	1	2
205	в русской	3	2
206	мысли в	1	2
207	в основе	4	2
208	в социальный	1	2
209	одна из	1	2
210	эта ситуация	1	2
211	иными словами	1	2
212	как она	1	2
213	точке зрения	1	2
214	от их	1	2
215	ни о	1	2
216	могут быть	3	2
217	числе и	1	2
218	к тому	1	2
219	она не	1	2
220	с ее	2	2
221	речевых жанров	3	2
222	как с	1	2
223	никогда не	2	2
224	по аналогии	1	2
225	и даже	1	2
226	ситуации и	2	2
227	и т.д	1	2
228	о том	4	2
229	и во	1	2
230	во втором	1	2
231	что и	2	2
232	и взаимодействия	1	2
233	и только	1	2
234	ни к	5	2
235	там и	1	2
236	что он	2	2
237	в качестве	16	2
238	и др	1	2
239	и их	1	2
240	всяком случае	1	2
241	речевой акт	1	2
242	тем что	1	2
243	на формы	1	2
244	и прежде	2	2
245	нового времени	5	2
246	там где	1	2
247	и вне	1	2
248	и всякое	2	2
249	в частности	12	2
250	из которых	1	2
251	к своему	2	2
252	для всех	1	2
253	их взаимодействия	1	2
254	с этой	1	2
255	но для	1	2
256	говорящего и	1	2
257	слова но	1	2
258	мира и	4	2
259	но если	1	2
260	в романе	1	2
261	не знает	3	2
262	к его	4	2
263	отношению к	4	2
264	из этого	1	2
265	значение не	2	2
266	же и	1	2
267	жизни и	3	2
268	в своих	6	2
269	том числе	1	2
270	а между	1	1
271	обращено к	1	1
272	вырастает из	1	1
273	также и	3	1
274	например в	3	1
275	должен быть	1	1
276	и то	4	1
277	отметим что	1	1
278	отношения между	2	1
279	принципиальное различие	1	1
280	и до	1	1
281	слово же	1	1
282	в предыдущей	1	1
283	его не	1	1
284	первобытных людей	1	1
285	речевой деятельности	1	1
286	и само	1	1
287	субъективное переживание	1	1
288	высказывания в	1	1
289	в каждый	1	1
290	говорить о	2	1
291	принадлежит к	3	1
292	жизни как	2	1
293	они были	1	1
294	становится объектом	1	1
295	в целом	2	1
296	и ни	1	1
297	жизни это	1	1
298	т.п но	1	1
299	он сам	1	1
300	речевыми актами	1	1
301	здесь не	2	1
302	столь же	3	1
303	с его	6	1
304	иного рода	1	1
305	стали говорить	1	1
306	отказ от	1	1
307	ответ на	1	1
308	отношение к	2	1
309	как со	1	1
310	стремясь к	2	1
311	для русской	1	1
312	ней в	1	1
313	первого лица	1	1
314	просто как	1	1
315	хотя и	1	1
316	дает себя	1	1
317	оказывается в	1	1
318	и наконец	3	1
319	бы стать	1	1
320	со своей	1	1
321	еще на	1	1
322	лежит на	2	1
323	ни один	1	1
324	к самому	1	1
325	в этой	4	1
326	с их	2	1
327	сознания с	1	1
328	вследствие этого	2	1
329	не следует	3	1
330	их в	2	1
331	нашего времени	1	1
332	у пушкина	2	1
333	подобно тому	2	1
334	субъективность и	1	1
335	в образе	1	1
336	но всегда	1	1
337	человек с	1	1
338	именно это	1	1
339	значительной степени	1	1
340	подход к	3	1
341	мы его	1	1
342	это не	3	1
343	не совпадает	1	1
344	лишь на	1	1
345	идеологии из	1	1
346	своей основе	1	1
347	но уже	2	1
348	и во-вторых	1	1
349	она и	1	1
350	для реализации	1	1
351	еще в	3	1
352	он от	1	1
353	в других	1	1
354	на иной	1	1
355	на каждом	1	1
356	от физиологических	1	1
357	сведена к	1	1
358	втором случае	1	1
359	синтаксиса и	1	1
360	же может	1	1
361	пролить свет	1	1
362	сознании в	1	1
363	в меру	1	1
364	тем самым	6	1
365	виду что	1	1
366	с теми	1	1
367	мышления и	1	1
368	того как	1	1
369	на него	1	1
370	они же	1	1
371	всей их	1	1
372	и имеет	1	1
373	чтобы стать	1	1
374	о них	1	1
375	наше понимание	1	1
376	его от	1	1
377	и всегда	1	1
378	на отношения	1	1
379	в разных	1	1
380	своих индивидуальных	1	1
381	первая часть	1	1
382	к ней	1	1
383	по своей	6	1
384	такая же	1	1
385	потому что	4	1
386	свет и	1	1
387	перед ним	1	1
388	бытия как	1	1
389	стороны и	2	1
390	места для	1	1
391	включается в	1	1
392	и другой	1	1
393	отличается от	1	1
394	всего в	1	1
395	той или	3	1
396	предыдущей главе	1	1
397	людей в	1	1
398	этом даже	1	1
399	в применении	1	1
400	от друга	1	1
401	и служит	1	1
402	характер и	1	1
403	в особенности	1	1
404	только то	1	1
405	действия и	1	1
406	чужой речи	1	1
407	приводит к	3	1
408	диаметрально противоположной	1	1
409	природе своей	2	1
410	из двух	3	1
411	времени и	2	1
412	по природе	2	1
413	можно только	1	1
414	строго говоря	1	1
415	для этого	1	1
416	как выражение	1	1
417	с человеком	1	1
418	о нем	1	1
419	является по	1	1
420	и должно	1	1
421	совершенно иной	1	1
422	и что	1	1
423	всех подобных	1	1
424	идет о	2	1
425	основе своей	2	1
426	аналогии с	1	1
427	в значительной	1	1
428	до известной	1	1
429	должно было	1	1
430	речевого акта	1	1
431	в форме	1	1
432	ее содержание	1	1
433	быть ничего	1	1
434	века и	1	1
435	и мир	1	1
436	свое наиболее	1	1
437	следует ли	1	1
438	целое в	1	1
439	и желания	1	1
440	именно о	1	1
