N	3gram	Medvedev_F_3	Myshleni
1	в том что	3	19
2	по отношению к	3	10
3	с точки зрения	14	10
4	для того чтобы	4	8
5	с самого начала	1	7
6	к тому что	2	7
7	так же как	1	6
8	от того что	1	6
9	можно сказать что	1	6
10	то же самое	3	6
11	в зависимости от	5	5
12	можно было бы	1	5
13	друг с другом	1	5
14	и того же	1	4
15	потому что он	3	4
16	на то что	1	4
17	одного и того	1	4
18	как мы видели	2	4
19	и той же	1	3
20	до сих пор	1	3
21	в этом отношении	3	3
22	из того что	1	3
23	мы видели что	2	3
24	одной и той	1	3
25	в этом смысле	2	2
26	в том же	1	2
27	в этом случае	1	2
28	и не может	4	2
29	между ними возможны	1	2
30	до известной степени	2	2
31	каждой из этих	1	2
32	только то что	2	2
33	с тем что	1	2
34	именно в этом	1	2
35	вместе с тем	3	2
36	в последнее время	1	2
37	оно не может	1	2
38	с другой стороны	5	2
39	не только не	2	2
40	в этом заключается	1	2
41	именно потому что	2	2
42	с тем и	1	2
43	совершенно очевидно что	1	2
44	в связи с	4	2
45	так и по	1	2
46	не может быть	14	2
47	но с точки	1	1
48	один и тот	1	1
49	а потому что	1	1
50	невозможно было бы	1	1
51	было бы невозможно	1	1
52	нет и не	2	1
53	она никогда не	1	1
54	в школьном обучении	1	1
55	у них совершенно	1	1
56	чего требует от	1	1
57	что именно потому	1	1
58	но так как	1	1
59	на самом деле	12	1
60	выйти за пределы	1	1
61	в том числе	1	1
62	о том как	2	1
63	таким образом оказывается	1	1
64	обстоит дело с	3	1
65	на первый план	1	1
66	как и все	2	1
67	сами по себе	2	1
68	совершается с помощью	1	1
69	в отличие от	2	1
70	лишь тогда когда	2	1
71	иначе обстоит дело	3	1
72	и составляет содержание	1	1
73	в собственном смысле	1	1
74	том числе и	1	1
75	школьном обучении и	1	1
76	в направлении к	4	1
77	вместе с этим	1	1
78	с этой точки	1	1
79	во всех областях	2	1
80	может быть понято	4	1
81	ясно что при	1	1
82	и тогда когда	1	1
83	как мы знаем	4	1
84	понятно с самого	1	1
85	в том или	1	1
86	сам по себе	1	1
87	пределах одного и	1	1
88	не совпадает с	1	1
89	в данном случае	4	1
90	но только на	1	1
91	не потому что	1	1
92	не только в	1	1
93	как по отношению	1	1
94	с одной стороны	1	1
95	и тот же	1	1
96	тот факт что	1	1
97	зависимости от того	1	1
98	и не могут	3	1
99	те или другие	1	1
100	и по отношению	1	1
101	связаны между собой	1	1
102	а не как	1	1
103	ней таким образом	1	1
104	собственном смысле слова	1	1
105	это не значит	1	1
106	потому что они	1	1
107	точки зрения своей	1	1
108	что при этом	1	1
109	этой точки зрения	1	1
110	потому что и	1	1
111	и все же	1	1
112	отчета в том	1	1
113	только в связи	1	1
114	по тем же	1	1
115	раз и навсегда	3	1
116	в лучшем случае	1	1
117	в процессе их	2	1
118	мы не можем	2	1
119	а и в	2	1
120	как и в	1	1
121	которые сами по	1	1
122	к этим вопросам	1	1
123	но отнюдь не	1	1
124	так как эта	1	1
125	в самом деле	4	1
126	той или иной	1	1
127	у нас в	1	1
128	сводится только к	1	1
129	смысле этого слова	2	1
130	которые могут быть	1	1
131	действительности но если	1	1
132	таким образом самая	1	1
133	действительного положения вещей	1	1
134	тех или иных	1	1
135	тем не менее	2	1
136	ведь то что	1	1
137	будет так же	1	1
138	в отдельности и	1	1
139	подобно тому как	4	1
140	в конце концов	2	1
141	в настоящее время	1	1
142	не может стать	2	1
143	в пределах одного	2	1
