N	2gram	Tiupa_Narr_1	Myslijsy
1	то есть	9	34
2	потому что	5	33
3	то что	9	29
4	может быть	15	26
5	таким образом	1	24
6	в этом	12	23
7	в том	8	23
8	и в	11	23
9	в слове	3	22
10	и не	23	18
11	что в	3	17
12	при этом	19	15
13	только в	12	15
14	то же	8	14
15	в себе	6	14
16	как и	13	14
17	того что	4	14
18	так как	1	14
19	для нас	1	14
20	если бы	7	13
21	не было	3	12
22	а не	13	12
23	том что	7	12
24	что я	1	11
25	не в	6	11
26	по себе	4	11
27	но и	27	11
28	не может	8	11
29	что слово	1	10
30	по отношению	3	10
31	не только	31	10
32	мы можем	2	10
33	тем что	1	10
34	что мы	2	10
35	и потому	1	10
36	между тем	3	9
37	мы не	3	8
38	в своем	3	8
39	но в	7	8
40	заключает в	2	8
41	стало быть	3	8
42	о том	4	8
43	сказать что	2	8
44	отношению к	3	8
45	и т	1	7
46	как в	4	7
47	с этим	1	7
48	что это	1	7
49	на то	2	7
50	в нем	4	7
51	в силу	1	7
52	это не	3	7
53	по мере	2	7
54	что и	1	7
55	с тем	1	7
56	могут быть	1	7
57	и к	1	6
58	в которой	1	6
59	того как	1	6
60	так и	5	6
61	что не	2	6
62	для того	3	6
63	вместе с	2	6
64	и то	3	5
65	не то	1	5
66	один и	2	5
67	хотя и	4	5
68	как бы	6	5
69	так сказать	2	5
70	и мы	1	5
71	по крайней	1	5
72	не менее	3	5
73	с ним	2	5
74	не имеет	2	5
75	внимание на	4	5
76	к нему	4	5
77	крайней мере	1	5
78	не можем	1	5
79	уже в	1	5
80	в его	6	5
81	для него	4	5
82	само по	1	5
83	не из	1	5
84	слова и	1	5
85	все это	1	5
86	тем более	1	5
87	а в	13	5
88	одно слово	1	5
89	во всяком	2	5
90	если б	1	4
91	сам по	1	4
92	только потому	1	4
93	и о	3	4
94	и с	3	4
95	его в	1	4
96	с другими	1	4
97	и тем	4	4
98	мы имеем	3	4
99	точки зрения	5	4
100	в котором	1	4
101	сих пор	2	4
102	тем не	3	4
103	в то	4	4
104	того чтобы	4	4
105	в сознании	4	4
106	же самое	2	4
107	мере того	1	4
108	если же	1	4
109	и та	1	4
110	можно сказать	5	4
111	что он	3	4
112	хотя бы	2	4
113	то и	1	4
114	в одном	4	4
115	тогда как	10	4
116	только на	2	4
117	до сих	2	4
118	а именно	1	4
119	на основании	1	4
120	так же	1	4
121	в данном	11	4
122	в той	2	4
123	да и	2	4
124	слов в	2	4
125	и все	3	4
126	между ними	2	4
127	по поводу	1	4
128	тем самым	5	4
129	в таком	2	4
130	например в	1	3
131	самом деле	3	3
132	на самом	1	3
133	переход от	2	3
134	и есть	1	3
135	в первом	4	3
136	и до	1	3
137	слова в	4	3
138	мы уже	1	3
139	той же	1	3
140	что между	1	3
141	из сказанного	1	3
142	еще не	4	3
143	и на	5	3
144	к слову	1	3
145	там где	1	3
146	в действительности	1	3
147	в самом	6	3
148	бы не	1	3
149	так в	4	3
150	и тот	1	3
151	лица и	2	3
152	т д	1	3
153	к одному	1	3
154	и по	1	3
155	в нее	1	3
156	на нее	1	3
157	не будет	2	3
158	том случае	1	3
159	лишь в	3	3
160	но уже	1	3
161	все равно	2	3
162	не всегда	3	3
163	ведет к	1	3
164	с точки	1	3
165	но это	1	3
166	в которых	1	3
167	их в	3	3
168	никогда не	4	3
169	же время	4	3
170	связи с	2	3
171	же самым	1	3
172	только от	2	3
173	к тому	6	3
174	слова с	1	3
175	что у	4	3
176	из одного	1	3
177	в виду	1	3
178	и только	2	3
179	с ними	2	3
180	то в	4	3
181	уже не	8	3
182	всяком случае	2	3
183	со стороны	8	3
184	именно в	3	3
185	до этого	1	3
186	в речи	4	3
187	возможность в	1	3
188	со словом	1	3
189	о человеке	1	3
190	известной степени	1	3
191	в этих	2	3
192	только что	2	3
193	и состоит	4	3
194	в искусстве	1	3
195	словами в	1	2
196	как мы	2	2
197	что иное	1	2
198	не вполне	2	2
199	но даже	1	2
200	мы и	1	2
201	в ней	4	2
202	и сами	1	2
203	иное как	1	2
204	столь же	5	2
205	в различных	1	2
206	этих случаях	1	2
207	тем как	1	2
208	без которого	1	2
209	значение и	1	2
210	к ним	2	2
211	и я	1	2
212	следует сказать	1	2
213	в нашем	3	2
214	из этих	4	2
215	он думает	1	2
216	во многих	1	2
217	с языком	2	2
218	что она	1	2
219	он не	3	2
220	состоит в	10	2
221	не как	1	2
222	подобно тому	3	2
223	человека в	2	2
224	значительной степени	1	2
225	в мире	4	2
226	об этом	6	2
227	это было	2	2
228	например с	1	2
229	человек не	1	2
230	одна и	1	2
231	представить себе	1	2
232	в первый	1	2
233	оно живет	1	2
234	от его	1	2
235	исчезает и	1	2
236	сами по	2	2
237	теми же	1	2
238	и вообще	1	2
239	даже в	1	2
240	тому что	1	2
241	она не	2	2
242	что происходит	1	2
243	до известной	1	2
244	даже не	1	2
245	в сущности	2	2
246	и сама	2	2
247	дело не	2	2
248	имеем дело	2	2
249	и притом	2	2
250	глядя на	2	2
251	к ней	1	2
252	как она	2	2
253	и мысли	1	2
254	и его	10	2
255	мы бы	1	2
256	в более	1	2
257	что на	4	2
258	в области	2	2
259	течением времени	1	2
260	у нас	3	2
261	с и	1	2
262	указывает на	1	2
263	оно не	2	2
264	не существует	3	2
265	в ее	1	2
266	данном случае	8	2
267	в глазах	3	2
268	на том	1	2
269	и когда	1	2
270	судя по	1	2
271	что может	2	2
272	в образе	1	2
273	не с	1	2
274	и здесь	1	2
275	нас в	2	2
276	которые мы	1	2
277	природы и	1	2
278	еще более	1	2
279	отдельного слова	1	2
280	быть и	2	2
281	один из	6	2
282	в двух	1	2
283	тот же	1	2
284	что даже	1	2
285	они могут	2	2
286	бы ни	1	2
287	место из	1	2
288	и у	1	2
289	и они	1	2
290	этом в	1	2
291	отношение к	1	2
292	друг друга	2	2
293	и даже	2	2
294	свою историю	1	2
295	с другой	2	2
296	на этот	1	2
297	и нельзя	1	2
298	есть от	1	2
299	в свою	2	2
300	было и	2	2
301	стремится к	1	2
302	которые не	1	2
303	к его	2	2
304	из которых	1	2
305	по своему	2	2
306	тому как	3	2
307	быть не	3	2
308	кто говорит	2	2
309	художественное произведение	1	2
310	и для	2	2
311	не знаем	1	2
312	говорящего и	1	2
313	и как	3	2
314	во время	1	2
315	я в	2	2
316	сводятся к	2	2
317	от ее	1	2
318	только о	1	2
319	во сне	2	2
320	в голову	1	2
321	точно так	1	2
322	все что	2	2
323	речь идет	3	1
324	одним из	1	1
325	не видим	1	1
326	того же	1	1
327	а из	1	1
328	к своей	1	1
329	идет о	3	1
330	в приведенном	1	1
331	тем же	2	1
332	выражается в	1	1
333	в их	1	1
334	чего в	1	1
335	в сфере	2	1
336	полагает что	1	1
337	смысле можно	1	1
338	происходит это	2	1
339	и другая	1	1
340	ему в	2	1
341	в некотором	1	1
342	зависимости от	2	1
343	о роли	1	1
344	слово не	1	1
345	это время	1	1
346	себе этого	1	1
347	свою очередь	2	1
348	меньшей степени	2	1
349	думая о	1	1
350	столько же	2	1
351	он сам	3	1
352	как один	1	1
353	быть в	1	1
354	в последних	1	1
355	в чем	2	1
356	во всех	1	1
357	действующее лицо	2	1
358	сказать и	1	1
359	различия между	1	1
360	словами как	1	1
361	но не	4	1
362	могло быть	1	1
363	но как	3	1
364	достаточно для	1	1
365	не все	1	1
366	отличие от	2	1
367	друг от	1	1
368	же мало	1	1
369	в известном	2	1
370	умеет выразить	1	1
371	субъекта и	1	1
372	его на	1	1
373	перед нами	5	1
374	мы тем	1	1
375	как непосредственное	1	1
376	в последовательность	1	1
377	в образовании	1	1
378	следующим образом	1	1
379	это их	1	1
380	та же	2	1
381	и через	2	1
382	то я	1	1
383	в этой	6	1
384	к двум	2	1
385	не годится	1	1
386	слово это	2	1
387	но на	1	1
388	лишится своего	1	1
389	например как	1	1
390	означает нечто	1	1
391	слова а	1	1
392	с естественным	1	1
393	скоро и	1	1
394	и еще	2	1
395	и совершенно	1	1
396	и сам	1	1
397	что одно	2	1
398	какой бы	1	1
399	состояния следует	1	1
400	и наоборот	1	1
401	но все	1	1
402	что этот	1	1
403	связью между	1	1
404	главным образом	1	1
405	значение в	1	1
406	фактов не	1	1
407	и чтобы	1	1
408	них не	1	1
409	а по	2	1
410	а его	2	1
411	второй половины	1	1
412	входит в	2	1
413	не умеет	1	1
414	своей точки	1	1
415	предполагаем в	1	1
416	деле в	1	1
417	он есть	1	1
418	именно что	1	1
419	лучше чем	1	1
420	только одно	1	1
421	случае мы	1	1
422	далеко не	1	1
423	может состоять	1	1
424	на столе	1	1
425	жизни то	1	1
426	мы видели	1	1
427	нее было	1	1
428	и было	1	1
429	и тогда	2	1
430	и того	2	1
431	не мог	6	1
432	одного и	1	1
433	слово а	1	1
434	в своей	5	1
435	этой связи	1	1
436	в следующем	1	1
437	и животным	1	1
438	не представляется	1	1
439	своего рода	10	1
440	нее то	1	1
441	его мы	1	1
442	для нее	1	1
443	возникает в	1	1
444	но они	3	1
445	что эта	1	1
446	но для	3	1
447	дело в	2	1
448	не по	4	1
449	иное дело	1	1
450	а для	3	1
451	казалось бы	2	1
452	приведенном выше	1	1
453	ничего не	2	1
454	степени это	1	1
455	целая цепь	1	1
456	невозможно но	1	1
457	такова что	2	1
458	этих двух	2	1
459	с нами	1	1
460	или когда	1	1
461	во всем	1	1
462	не принадлежит	1	1
463	из истории	1	1
464	только с	1	1
465	как будто	3	1
466	этом отношении	3	1
467	если только	1	1
468	со множеством	1	1
469	начиная с	3	1
470	истории не	3	1
471	одновременно все	1	1
472	указание на	1	1
473	для развития	1	1
474	числе и	1	1
475	той или	5	1
476	они и	2	1
477	на предмет	1	1
478	для образования	1	1
479	его признаков	1	1
480	значение это	1	1
481	первое впечатление	1	1
482	при таком	1	1
483	значения и	2	1
484	от друга	1	1
485	как не	1	1
486	но при	3	1
487	называемой в	1	1
488	представляется возможным	1	1
489	в произведении	2	1
490	ясно что	1	1
491	всей своей	1	1
492	в пределах	2	1
493	роль в	2	1
494	как с	1	1
495	по этой	1	1
496	в другом	1	1
497	времени и	9	1
498	себя что	1	1
499	есть время	1	1
500	на которую	1	1
501	переход к	1	1
502	сознания и	1	1
503	во второй	1	1
504	том как	1	1
505	является в	1	1
506	как у	2	1
507	состоящий в	1	1
508	теперь и	1	1
509	о ней	3	1
510	о нем	3	1
511	зависеть от	1	1
512	это то	1	1
513	это происходит	1	1
514	слово то	2	1
515	что каждый	1	1
516	а также	6	1
517	времени в	2	1
518	о пользе	1	1
519	во втором	6	1
520	но несомненно	1	1
521	а потому	1	1
522	на одном	1	1
523	в форме	2	1
524	чем и	1	1
525	не более	1	1
526	вслед за	1	1
527	оно и	1	1
528	к различным	1	1
529	одной из	1	1
530	дело с	2	1
531	например так	1	1
532	бы из	1	1
533	на чем	1	1
534	к нашему	1	1
535	в разные	1	1
536	видел как	1	1
537	по мнению	1	1
538	сложности и	1	1
539	их не	1	1
540	с одной	1	1
541	целого на	1	1
542	в качестве	14	1
543	его личную	1	1
544	на всем	1	1
545	так можно	1	1
546	разные времена	1	1
547	языка как	1	1
548	различия в	1	1
549	свидетельствует о	1	1
550	в душе	1	1
551	но совершенно	1	1
552	из них	4	1
553	участие в	1	1
554	и понимание	1	1
555	могло бы	3	1
556	в пространстве	3	1
557	для другого	1	1
558	от сознания	2	1
559	при всей	3	1
560	бытия и	1	1
561	у него	7	1
562	которые могут	1	1
563	не говорит	3	1
564	образом не	1	1
565	а слово	1	1
566	из двух	1	1
567	о влиянии	1	1
568	значения в	1	1
569	этого значения	1	1
570	с той	1	1
