N	2gram	Potebnia_M_3	Dialekti
1	не есть	17	40
2	и не	15	30
3	и есть	3	19
4	а не	15	18
5	и т	5	17
6	ничего не	1	17
7	может быть	28	17
8	то что	18	16
9	т д	3	15
10	стало быть	1	15
11	и в	30	15
12	как бы	3	14
13	точки зрения	2	14
14	не имеет	6	14
15	так как	13	14
16	что это	4	13
17	по себе	16	13
18	того что	18	13
19	это не	1	12
20	в этом	10	11
21	и вот	1	11
22	говорить о	3	11
23	ясно что	1	11
24	в том	32	11
25	прежде всего	3	11
26	не может	6	11
27	и все	3	11
28	том что	18	10
29	потому что	46	10
30	она есть	1	10
31	это и	2	9
32	то же	23	9
33	мы не	9	9
34	было бы	9	9
35	с точки	1	9
36	в виду	1	9
37	и что	10	9
38	есть ни	4	9
39	уже не	6	9
40	значит что	1	9
41	все это	4	9
42	в чем	3	8
43	не в	15	8
44	в себе	16	8
45	не только	21	8
46	ни в	2	8
47	и это	4	8
48	и о	2	8
49	и ее	1	8
50	это значит	1	8
51	должна быть	1	7
52	что именно	4	7
53	и мы	2	7
54	как и	10	7
55	по крайней	5	7
56	и вообще	3	7
57	и его	4	7
58	что оно	11	7
59	только в	21	7
60	крайней мере	5	7
61	что мы	8	7
62	или в	3	7
63	что он	6	7
64	что в	17	7
65	перед нами	2	6
66	хотя и	1	6
67	и тем	5	6
68	если бы	12	6
69	в то	10	6
70	же время	5	6
71	что и	13	6
72	так что	7	6
73	вовсе не	7	6
74	и даже	2	6
75	в результате	1	6
76	тем более	4	6
77	сказать что	5	6
78	в сфере	1	5
79	той же	2	5
80	в сущности	1	5
81	и на	3	5
82	быть в	1	5
83	с его	1	5
84	только тогда	9	5
85	сама по	2	5
86	в своем	5	5
87	то в	1	5
88	на то	2	5
89	что она	3	5
90	в нем	9	5
91	есть не	7	5
92	в жизни	1	5
93	что такое	2	5
94	что я	5	5
95	в ней	8	5
96	на себе	1	5
97	но что	2	5
98	но только	2	5
99	того чтобы	3	5
100	тогда когда	9	5
101	в каком	5	5
102	таким образом	14	5
103	о том	2	5
104	так и	11	5
105	личности на	1	5
106	другими словами	1	5
107	можно сказать	3	5
108	именно в	3	5
109	если мы	1	5
110	и чисто	1	5
111	не говорит	1	5
112	для того	4	5
113	в смысле	4	5
114	но если	1	5
115	есть то	2	5
116	или по	1	4
117	оно есть	3	4
118	что они	2	4
119	в этой	2	4
120	и как	5	4
121	бы только	1	4
122	и стало	1	4
123	идеи и	2	4
124	не как	2	4
125	в силу	3	4
126	подобно тому	2	4
127	и с	2	4
128	с тем	7	4
129	она не	2	4
130	уже о	1	4
131	ничего общего	2	4
132	что все	3	4
133	еще не	5	4
134	в его	4	4
135	мы должны	4	4
136	мы видим	2	4
137	с ними	1	4
138	есть в	3	4
139	ни с	1	4
140	в одном	2	4
141	само по	3	4
142	и отношение	1	4
143	так же	3	4
144	тому как	5	4
145	но это	6	4
146	один из	4	4
147	бы в	2	4
148	или не	1	4
149	жизни и	2	4
150	но и	19	4
151	отношения к	1	3
152	и то	8	3
153	только потому	3	3
154	чего не	1	3
155	едва ли	1	3
156	что если	1	3
157	же что	6	3
158	может осуществиться	1	3
159	со стороны	3	3
160	в истории	1	3
161	общего с	1	3
162	как в	10	3
163	с этим	6	3
164	своей и	1	3
165	когда он	1	3
166	и наконец	2	3
167	но в	1	3
168	от этого	2	3
169	идея и	1	3
170	та же	2	3
171	все эти	1	3
172	и если	2	3
173	же именно	1	3
174	одной и	4	3
175	от нее	2	3
176	об этом	2	3
177	мы уже	2	3
178	не всегда	2	3
179	в данном	1	3
180	в один	4	3
181	можно только	2	3
182	в своей	2	3
183	в их	2	3
184	и той	2	3
185	возможно только	3	3
186	только для	1	3
187	и притом	2	3
188	мы можем	3	3
189	нет ни	2	3
190	есть только	5	3
191	могут быть	3	3
192	говоря уже	1	3
193	в собственном	2	3
194	то или	2	3
195	слово есть	9	3
196	сознания и	1	3
197	в словах	3	3
198	и та	2	3
199	и следовательно	3	3
200	от всего	3	3
201	в виде	2	3
202	при помощи	1	3
203	это будет	1	3
204	в области	2	3
205	за пределы	2	3
206	в природе	2	3
207	себя и	4	3
208	что не	8	3
209	ни о	3	3
210	и потому	4	3
211	что здесь	1	3
212	от него	2	3
213	или нет	1	3
214	с ним	6	3
215	в свою	3	3
216	не говоря	3	3
217	есть и	1	3
218	будет ли	2	3
219	только не	2	3
220	тем самым	7	3
221	к этому	3	3
222	можно назвать	1	3
223	не думает	1	2
224	человека и	5	2
