N	2gram	Tiupa_Anal_1	Komedia
1	и в	18	26
2	едва ли	2	14
3	и не	21	14
4	и его	5	12
5	к тому	7	12
6	так и	4	12
7	тому же	4	11
8	может быть	29	11
9	в том	27	11
10	в этом	13	10
11	но и	17	10
12	столь же	4	9
13	том что	12	9
14	молодого человека	1	9
15	если бы	3	9
16	вместе с	4	9
17	что в	5	9
18	было бы	2	8
19	и на	5	7
20	не только	15	7
21	на себя	2	7
22	что и	3	7
23	из них	2	7
24	еще не	3	6
25	о том	5	6
26	в нем	3	6
27	таким образом	3	6
28	в то	9	6
29	того чтобы	3	6
30	потому что	2	6
31	в двух	2	6
32	во время	1	6
33	то что	6	6
34	в которой	2	5
35	с его	3	5
36	что он	3	5
37	так что	1	5
38	независимо от	1	5
39	для того	4	5
40	а затем	1	5
41	ни в	4	5
42	с тем	1	5
43	себя внимание	1	5
44	последние десятилетия	1	5
45	и с	2	5
46	в н	1	5
47	один из	2	5
48	действующих лиц	1	5
49	в качестве	31	5
50	обращает на	1	5
51	в наиболее	3	4
52	более чем	4	4
53	хотя и	1	4
54	в самом	6	4
55	что это	1	4
56	в целом	5	4
57	из этих	2	4
58	в них	1	4
59	как и	13	4
60	в этих	1	4
61	место в	3	4
62	тому что	1	4
63	не менее	1	4
64	как будто	3	4
65	как мы	2	4
66	в в	1	4
67	еще в	2	4
68	его в	1	4
69	восходит к	1	4
70	между тем	5	4
71	в его	13	4
72	только в	6	4
73	же в	1	4
74	в начале	2	4
75	так как	2	4
76	у него	1	4
77	в последние	1	4
78	что для	1	4
79	прежде всего	6	4
80	мира в	2	4
81	в частности	19	4
82	как это	1	4
83	о его	1	4
84	все же	4	4
85	и для	1	4
86	и от	1	4
87	точки зрения	6	4
88	речь идет	1	3
89	например в	1	3
90	тех же	1	3
91	в котором	3	3
92	то же	9	3
93	в их	5	3
94	той же	2	3
95	вопрос о	2	3
96	того же	4	3
97	в ней	1	3
98	во всех	1	3
99	как правило	4	3
100	но не	10	3
101	по отношению	6	3
102	как в	1	3
103	что касается	1	3
104	но в	8	3
105	со своей	1	3
106	в этой	5	3
107	как он	3	3
108	но все	1	3
109	могла бы	3	3
110	при всем	1	3
111	показательно что	1	3
112	в обоих	1	3
113	в самой	1	3
114	же время	6	3
115	к концу	1	3
116	связи с	1	3
117	и сам	2	3
118	к нему	3	3
119	тех пор	1	3
120	дело с	4	3
121	себя в	6	3
122	для всех	1	3
123	никто не	3	3
124	друг друга	1	3
125	даже не	1	3
126	или иначе	1	3
127	здесь в	1	3
128	не было	1	3
129	о чем	1	3
130	в связи	1	3
