N	2gram	Tiupa_Narr_1	Tragedij
1	и в	11	18
2	в романе	2	10
3	в году	2	9
4	в этом	12	9
5	не только	31	8
6	он сам	3	7
7	и с	3	7
8	и на	5	7
9	может быть	15	7
10	как бы	6	7
11	и не	23	7
12	но в	7	6
13	и его	10	6
14	в образе	1	6
15	же время	4	6
16	что он	3	6
17	у него	7	6
18	то же	8	5
19	все же	4	5
20	что это	1	5
21	это не	3	5
22	как и	13	5
23	в то	4	5
24	так и	5	5
25	не может	8	5
26	к жизни	2	5
27	еще не	4	4
28	в себе	6	4
29	в целом	3	4
30	в этой	6	4
31	в нем	4	4
32	об этом	6	4
33	том что	7	4
34	что я	1	4
35	но и	27	4
36	и даже	2	4
37	прежде всего	4	4
38	так же	1	4
39	но это	1	4
40	все это	1	4
41	что в	3	4
42	и все	3	4
43	то что	9	4
44	но главное	1	3
45	в мире	4	3
46	и он	6	3
47	своего рода	10	3
48	отнюдь не	2	3
49	как в	4	3
50	в своем	3	3
51	и как	3	3
52	при этом	19	3
53	то есть	9	3
54	тем самым	5	3
55	о чем	4	3
56	в поле	3	3
57	с ее	2	3
58	и сам	1	3
59	мог бы	1	3
60	с ним	2	3
61	на страницах	1	3
62	к нему	4	3
63	в его	6	3
64	один из	6	3
65	уже в	1	3
66	для него	4	3
67	в конце	2	3
68	как будто	3	3
69	как это	3	3
70	что за	1	3
71	если б	1	2
72	в первом	4	2
73	и до	1	2
74	никогда не	4	2
75	и то	3	2
76	он был	1	2
77	столь же	5	2
78	с его	4	2
79	отношение к	1	2
80	отличие от	2	2
81	тут же	1	2
82	не просто	1	2
83	и я	1	2
84	о жизни	1	2
85	перед нами	5	2
86	впечатление что	1	2
87	в самом	6	2
88	то и	1	2
89	он не	3	2
90	что она	1	2
91	но все	1	2
92	его в	1	2
93	в глазах	3	2
94	с тем	1	2
95	не мог	6	2
96	любви и	1	2
97	в ходе	3	2
98	в отличие	2	2
99	не в	6	2
100	что этот	1	2
101	раз и	1	2
102	но они	3	2
103	одна из	4	2
104	не имеет	2	2
105	он и	2	2
106	к тому	6	2
107	но при	3	2
108	в ее	1	2
109	данном случае	8	2
110	не за	1	2
111	еще в	3	2
112	как у	2	2
113	ничего не	2	2
114	и здесь	1	2
115	о том	4	2
116	в глаза	1	2
117	теперь и	1	2
118	времени в	2	2
119	что и	1	2
120	бросается в	1	2
121	в том	8	2
122	даже если	1	2
123	который в	2	2
124	по мнению	1	2
125	между этими	1	2
126	и ее	3	2
127	на всем	1	2
128	уже не	8	2
129	в душе	1	2
130	в одном	4	2
131	друг друга	2	2
132	не случайно	1	2
133	тем что	1	2
134	чем он	2	2
135	говорит о	1	2
136	до конца	2	2
137	в рассказе	8	2
138	в данном	11	2
139	о его	2	2
140	еще раз	3	2
141	это уже	3	2
142	потому что	5	2
143	в частности	14	2
144	только о	1	2
145	этим объясняется	1	2
146	по поводу	1	2
147	во сне	2	2
148	русской литературы	1	2
149	в таком	2	2
150	точно так	1	2
151	и т	1	1
152	одним из	1	1
153	например в	1	1
