N	3gram	Vygotskiy__3	Analitik
1	в том что	11	7
2	с другой стороны	5	5
3	о том что	3	5
4	в свою очередь	2	4
5	в данном случае	2	3
6	не только не	1	3
7	к тому же	1	3
8	в этом отношении	1	3
9	в русской поэзии	2	2
10	подобно тому как	1	2
11	с точки зрения	9	2
12	одной и той	1	2
13	в отличие от	1	2
14	с одной стороны	5	2
15	не в самом	1	2
16	во всяком случае	2	2
17	что несмотря на	1	2
18	а в том	1	2
19	можно сказать что	1	2
20	совершенно очевидно что	1	2
21	и той же	1	2
22	должны были бы	2	1
23	и в сущности	1	1
24	и может быть	1	1
25	а между тем	1	1
26	не могла не	1	1
27	мы будем иметь	1	1
28	в первой части	1	1
29	как все другие	1	1
30	на самом деле	2	1
31	в самом деле	18	1
32	как если бы	3	1
33	между тем в	2	1
34	до сих пор	5	1
35	в нее в	1	1
36	в зависимости от	1	1
37	что он не	1	1
38	но они не	1	1
39	в сущности говоря	7	1
40	несмотря на свою	1	1
41	со всеми остальными	1	1
42	со всей серьезностью	1	1
43	и здесь мы	1	1
44	в основе своей	1	1
45	как раз в	1	1
46	в том чтобы	1	1
47	к этому что	1	1
48	здесь мы имеем	1	1
49	в противоречие с	1	1
50	тот факт что	1	1
51	в применении к	1	1
52	которые могли бы	1	1
53	а с другой	1	1
54	и как бы	2	1
55	в одном слове	1	1
56	не в том	2	1
57	и не могла	1	1
58	с теми же	1	1
59	как бы в	1	1
60	для того чтобы	8	1
61	не только как	1	1
62	один и тот	1	1
63	в тех случаях	1	1
64	того или иного	1	1
65	и все же	1	1
66	прибавим к этому	1	1
67	не может быть	1	1
68	можно с уверенностью	1	1
69	как нельзя лучше	1	1
70	свое отражение в	1	1
71	нам не только	1	1
72	в себя и	1	1
73	речь идет о	3	1
74	и вступает в	1	1
75	заключается в том	6	1
76	дело не в	1	1
77	однако и он	1	1
78	искусства как и	1	1
79	здесь не только	1	1
80	обратить внимание на	1	1
81	и тот же	1	1
