N	3gram	Vinokur_Vv_1	FransuaR
1	в средние века	1	8
2	в то же	5	6
3	то же время	5	6
4	с точки зрения	2	5
5	не только в	4	5
6	но и в	1	4
7	до сих пор	5	4
8	не может быть	8	4
9	в этом отношении	3	3
10	в известной мере	2	3
11	все же в	1	3
12	но в то	3	3
13	с одной стороны	4	3
14	в большей или	1	3
15	или меньшей степени	1	3
16	в свое время	2	3
17	о том что	12	3
18	большей или меньшей	2	3
19	нужно сказать что	1	3
20	с другой стороны	5	3
21	как мы уже	1	3
22	можно сказать что	3	2
23	в эпоху возрождения	1	2
24	в другом месте	2	2
25	имеем в виду	1	2
26	только то что	1	2
27	в собственном смысле	2	2
28	до наших дней	1	2
29	в значительной степени	1	2
30	по сравнению с	3	2
31	во всяком случае	3	2
32	но все же	3	2
33	как мы видели	2	2
34	подобно тому как	1	2
35	можно охарактеризовать так	1	1
36	ясно что из	1	1
37	только потому что	1	1
38	потому что в	1	1
39	прежде всего в	1	1
40	дело в том	2	1
41	по отношению к	4	1
42	одной из этих	1	1
43	это в сущности	1	1
44	в настоящее время	1	1
45	также и в	2	1
46	свое выражение в	1	1
47	в том же	1	1
48	одной стороны и	3	1
49	как если бы	1	1
50	целом ряде других	1	1
51	здесь не место	1	1
52	до нас дошел	1	1
53	же время в	1	1
54	так как если	1	1
55	что в нем	2	1
56	значение в истории	1	1
57	на соответствующие явления	1	1
58	в значительной мере	1	1
59	и той же	2	1
60	в самом процессе	1	1
61	именно в этом	3	1
62	она была создана	1	1
63	и без того	1	1
64	он есть и	1	1
65	ближе всего к	1	1
66	второй половине xix	1	1
67	в том чтобы	5	1
68	и в особенности	4	1
69	в конце концов	2	1
70	один из наиболее	1	1
71	все это и	1	1
72	и в целом	1	1
73	в предисловии к	1	1
74	в чем же	3	1
75	в самом его	1	1
76	большую или меньшую	1	1
77	не только как	3	1
78	в строгом смысле	3	1
79	по другим источникам	1	1
80	не могут быть	2	1
81	в них и	1	1
82	может быть названо	4	1
83	в целом ряде	2	1
84	уже после смерти	1	1
85	дошедшие до нас	1	1
86	в нем есть	1	1
87	и до наших	1	1
88	того или иного	1	1
89	в них в	1	1
90	вовсе не в	2	1
91	но также и	9	1
92	в этом случае	6	1
93	на самом деле	1	1
94	не только с	1	1
95	и прежде всего	1	1
96	же в них	1	1
97	находит свое выражение	1	1
98	как своего рода	1	1
99	мы имеем в	1	1
100	как мы видим	1	1
101	во второй половине	2	1
102	после того как	2	1
103	одной и той	2	1
104	этого целого и	1	1
105	формах и в	1	1
106	особое отношение к	1	1
107	для того чтобы	21	1
108	во всех его	1	1
109	в том что	12	1
110	только тогда когда	1	1
