N	2gram	Vygotskiy__7	OGranits
1	и в	26	13
2	и его	12	12
3	прежде всего	7	9
4	может быть	7	8
5	не может	11	8
6	и не	18	8
7	в его	4	7
8	и их	5	7
9	точки зрения	28	7
10	только в	8	6
11	как бы	6	6
12	не только	24	6
13	то что	24	6
14	мы должны	6	6
15	таким образом	23	6
16	языка и	1	5
17	и т.д	1	5
18	все же	6	5
19	и наконец	4	5
20	но ведь	1	5
21	с точки	21	5
22	в процессе	5	5
23	мы не	7	4
24	но мы	3	4
25	слов и	2	4
26	тех пор	1	4
27	но в	4	4
28	до тех	1	4
29	вопроса о	2	4
30	мы можем	3	4
31	то же	8	4
32	лишь в	2	4
33	в сознании	6	4
34	в своей	3	4
35	было бы	6	4
36	все это	3	4
37	в выборе	1	4
38	только и	3	4
39	в двух	1	4
40	не является	3	4
41	связана с	3	3
42	и то	7	3
43	в ее	6	3
44	самом деле	6	3
45	так и	3	3
46	при анализе	1	3
47	понятно что	1	3
48	говорить о	1	3
49	в их	2	3
50	пор пока	1	3
51	по отношению	6	3
52	за пределы	1	3
53	с этим	2	3
54	в которой	11	3
55	в себе	9	3
56	языка как	1	3
57	не как	1	3
58	в одном	1	3
59	так как	14	3
60	одно и	3	3
61	но и	11	3
62	как и	15	3
63	и уже	1	3
64	точку зрения	2	3
65	что же	2	3
66	не в	4	3
67	есть прежде	1	3
68	но для	2	3
69	и для	5	3
70	никогда не	4	3
71	и все	1	3
72	отношению к	5	3
73	что в	12	3
74	поставить вопрос	1	3
75	и наиболее	2	2
76	для себя	24	2
77	ни одно	1	2
78	данном случае	5	2
79	представим себе	1	2
80	зависимости от	1	2
81	и может	1	2
82	и этот	1	2
83	мы уже	3	2
84	есть не	3	2
85	к анализу	1	2
86	мог бы	3	2
87	представлений и	1	2
88	и дифференциации	1	2
89	если бы	5	2
90	что иное	1	2
91	иное как	1	2
92	не что	1	2
93	с самого	7	2
94	и должно	1	2
95	себе что	1	2
96	грамматики и	1	2
97	в ней	3	2
98	ее в	8	2
99	речи не	5	2
100	в чем	3	2
101	между тем	1	2
102	нуждается в	3	2
103	во всей	2	2
104	что они	10	2
105	наконец в	2	2
106	и следовательно	5	2
107	случае и	1	2
108	как в	4	2
109	в данном	5	2
110	в этом	29	2
111	в лингвистике	1	2
112	но так	1	2
113	в том	18	2
114	мы видим	3	2
115	в действительности	2	2
116	от этого	1	2
117	в этот	3	2
118	которое мы	2	2
119	в целом	5	2
120	и тем	6	2
121	же слово	1	2
122	все эти	6	2
123	с одной	5	2
124	учение о	3	2
125	думать что	1	2
126	уже в	2	2
127	может заставить	1	2
128	иным как	2	2
129	в нем	2	2
130	при этом	1	2
131	языка но	1	2
132	для него	3	2
133	в другом	1	2
134	отношений между	3	2
135	вовсе не	2	2
136	в зависимости	1	2
137	тем что	9	2
138	в них	1	2
139	и внутренняя	1	2
140	в области	4	2
141	с другой	4	2
142	всей своей	1	2
143	а как	1	2
144	в самом	9	2
145	входит в	2	2
146	может стать	1	2
147	она является	2	2
148	не чем	2	2
149	одной стороны	5	2
150	соответствии с	1	2
151	а не	6	2
152	другой стороны	1	2
153	там где	1	2
154	не мог	2	2
155	несмотря на	2	2
156	в связи	1	2
157	том что	17	2
158	с помощью	13	2
159	и при	2	2
160	разрыв между	2	2
161	и ее	2	2
162	так же	14	2
163	в отношении	2	2
164	который мы	2	2
165	с этой	5	2
166	слова и	10	2
167	не менее	4	2
168	что эта	6	2
