N	3gram	Propp_Isto_4	Myslijsy
1	смысле этого слова	2	7
2	только тогда когда	1	7
3	и то же	1	5
4	одно и то	1	5
5	не в том	1	5
6	вместе с тем	1	4
7	с другой стороны	4	4
8	но и в	1	4
9	в то время	1	4
10	не только в	2	4
11	потому что он	1	3
12	не только по	1	3
13	по мере того	1	3
14	до сих пор	5	3
15	что он не	1	3
16	может быть только	1	3
17	в том как	1	3
18	мере того как	1	3
19	и т д	24	3
20	тем не менее	2	3
21	не может быть	4	3
22	что и в	1	3
23	и может быть	1	2
24	подобно тому как	1	2
25	но и по	1	2
26	не могут быть	1	2
27	но вместе с	1	2
28	потому что мы	1	2
29	нельзя сказать что	1	2
30	мы не можем	1	2
31	так и в	2	2
32	как и в	1	2
33	с этой стороны	2	2
34	можно сказать что	1	2
35	к тому что	1	2
36	в котором нет	1	1
37	в сказке о	3	1
38	а не за	1	1
39	дает нам право	2	1
40	которые не могут	1	1
41	отсюда видно что	1	1
42	то же самое	2	1
43	потому что я	1	1
44	это дает нам	1	1
45	есть та же	1	1
46	что как бы	1	1
47	и относится к	1	1
48	и в других	1	1
49	нужно прибавить что	1	1
50	представить себе что	1	1
51	шаг на пути	1	1
52	и если бы	1	1
53	дело вовсе не	1	1
54	за то что	1	1
55	только при помощи	1	1
56	с ними в	1	1
57	и тем что	1	1
58	и то что	5	1
59	в целом и	1	1
60	то время как	1	1
61	его связь с	1	1
62	в таких случаях	2	1
63	если бы при	1	1
64	в общих чертах	1	1
65	в данном случае	3	1
66	право предположить что	1	1
67	мы заключаем что	1	1
68	мы можем предположить	1	1
69	мы видели выше	2	1
70	видеть не только	1	1
71	только после того	1	1
72	мы должны бы	1	1
73	он уже не	1	1
74	с нашей точки	1	1
75	этого не было	1	1
76	что мы видим	1	1
77	в других случаях	1	1
78	указывает на это	1	1
79	в этом рассказе	1	1
80	нам право предположить	1	1
81	что вовсе не	1	1
82	вовсе не в	1	1
83	и тем самым	1	1
84	о том что	2	1
85	ничего общего с	1	1
86	если бы мы	1	1
87	в связь с	1	1
88	на то что	3	1
89	тем более что	1	1
90	после того как	2	1
91	там где нет	1	1
92	таким образом и	1	1
93	из них не	1	1
94	не в силу	2	1
95	легко представить себе	1	1
96	как мы видели	3	1
