N	3gram	Losev_Vlad_1	Marksizm
1	не может быть	3	10
2	то же время	4	8
3	в то же	4	8
4	в связи с	1	7
5	для того чтобы	2	6
6	в том что	7	6
7	в самом деле	1	5
8	но в то	1	5
9	в свою очередь	1	5
10	смысле этого слова	1	4
11	бы то ни	1	4
12	то ни было	1	4
13	самом же деле	1	3
14	и не может	1	3
15	на самом же	1	3
16	одно и то	1	3
17	с одной стороны	1	3
18	и то же	1	3
19	о том что	7	3
20	как мы уже	3	3
21	к тому что	1	3
22	более или менее	3	2
23	том что он	2	2
24	а не к	1	2
25	во всяком случае	2	2
26	мы уже знаем	1	2
27	до настоящего времени	1	2
28	на то что	4	2
29	выходят за пределы	1	2
30	к тому же	2	2
31	это же самое	1	1
32	но и все	1	1
33	что иное как	1	1
34	но как раз	1	1
35	а следовательно и	1	1
36	из всего этого	1	1
37	дело в том	4	1
38	мы уже сказали	2	1
39	не говоря уже	1	1
40	говоря уже о	1	1
41	как мы увидим	2	1
42	в этом отношении	1	1
43	но он не	1	1
44	ко всякого рода	1	1
45	так или иначе	1	1
46	все то же	1	1
47	уже о том	1	1
48	или как мы	1	1
49	не только в	2	1
50	он относится к	1	1
51	свою связь с	1	1
52	в обычном смысле	1	1
53	в одной плоскости	1	1
54	тем не менее	2	1
55	а с другой	1	1
56	у него с	1	1
57	что он как	1	1
58	заключать в себе	1	1
59	с другой стороны	3	1
60	и в том	1	1
61	так и в	1	1
62	даже и в	1	1
63	в себе не	1	1
64	с тем что	1	1
65	но отнюдь не	1	1
66	не что иное	1	1
67	и в особенности	1	1
68	то что его	1	1
69	можно сказать что	2	1
70	этому нужно прибавить	2	1
71	искусства и религии	1	1
72	к этому нужно	2	1
73	чувствует себя в	1	1
74	поэтому не приходится	1	1
75	лицом к лицу	1	1
76	свидетельствует о том	1	1
77	не могло существовать	1	1
78	же деле это	1	1
79	в жизни и	1	1
80	только с помощью	1	1
81	нам кажется что	1	1
