N	4gram	Bakhtin_Pr_1	Problemy
1	в то же время	7	5
2	но в то же	2	3
3	голосов в пределах одного	1	2
4	в то время как	1	2
5	по себе еще не	2	2
6	сами по себе еще	2	1
7	то же время оно	1	1
8	бы то ни было	2	1
9	как точка зрения как	1	1
10	отношению к себе самому	1	1
11	по отношению к нему	1	1
12	о себе самом и	3	1
13	как мы уже говорили	1	1
14	в этом смысле глубоко	1	1
15	достоевского в этом смысле	1	1
16	в письме к брату	1	1
17	принципом видения и понимания	1	1
18	ни в одном из	1	1
19	с самим собою но	1	1
20	с полным правом может	1	1
21	в том что он	4	1
22	дело в том что	1	1
23	мы остановимся лишь на	1	1
24	приходит в столкновение с	1	1
25	полноценных сознаний с их	1	1
26	оставаясь содержательно теми же	1	1
27	человека по отношению к	1	1
28	в одной плоскости с	1	1
29	видения и понимания мира	2	1
30	дело идет о сочетании	1	1
31	сознаний с их мирами	4	1
32	в первых произведениях достоевского	1	1
33	человека из подполья и	1	1
34	можно было бы привести	1	1
35	то же время не	2	1
36	по отношению к себе	1	1
