N	3gram	Trubetskoy_1	EvropaiC
1	в том что	3	16
2	до сих пор	5	12
3	по отношению к	1	10
4	друг с другом	5	9
5	с точки зрения	6	8
6	а между тем	1	7
7	более или менее	5	7
8	на то что	2	7
9	по своей культуре	1	6
10	что касается до	1	6
11	для того чтобы	5	6
12	в самом деле	1	5
13	по сравнению с	2	5
14	то ясно что	2	4
15	сих пор не	1	4
16	совершенно так же	1	4
17	может быть и	2	4
18	запас культурных ценностей	1	4
19	в этой области	1	4
20	к тому же	4	4
21	с другой стороны	1	4
22	не может быть	1	4
23	о том что	4	4
24	тот факт что	1	4
25	тем не менее	3	4
26	с течением времени	3	4
27	в конце концов	3	4
28	и того же	1	3
29	не может не	1	3
30	запаса культурных ценностей	1	3
31	в настоящее время	1	3
32	одного и того	1	3
33	так же как	3	3
34	в данном случае	1	3
35	так или иначе	3	3
36	в связи с	3	3
37	таким образом в	2	3
38	в том виде	2	2
39	сообразно с этим	1	2
40	ничем не выше	1	2
41	наше отношение к	1	2
42	в каковом случае	1	2
43	только то что	1	2
44	бы то ни	2	2
45	заключает в себе	2	2
46	то же время	2	2
47	вместе с тем	8	2
48	именно потому что	1	2
49	то ни было	2	2
50	с одной стороны	7	2
51	что значительная часть	1	2
52	первое время после	2	2
53	а с другой	5	2
54	как бы то	2	2
55	друг к другу	1	2
56	во всяком случае	6	2
57	между этими двумя	2	2
58	в свою очередь	1	2
59	ничего общего с	2	2
60	но все же	4	2
61	не более как	1	2
62	том что все	1	2
63	в то же	2	2
64	в своем целом	1	2
65	носят на себе	1	2
66	духе и в	1	1
67	общего запаса культурных	1	1
68	а следовательно и	1	1
69	есть не более	1	1
70	и к культуре	1	1
71	мы уже говорили	1	1
72	благодаря антропологическому смешению	1	1
73	совершенно не похожим	1	1
74	могут рассматриваться как	1	1
75	и заставить их	1	1
76	между тем этот	1	1
77	лишь то что	1	1
78	психологической точки зрения	1	1
79	есть как бы	2	1
80	иметь в виду	1	1
81	в нашей культуре	1	1
82	в этом последнем	1	1
83	но при этом	1	1
84	культурных ценностей и	1	1
85	не осталось и	1	1
86	то же самое	2	1
87	сих пор еще	2	1
88	очень много но	1	1
89	культуры и для	1	1
90	в котором они	1	1
91	то что эти	1	1
92	ввиду того что	1	1
93	друг на друга	2	1
94	у него в	1	1
95	что все эти	1	1
96	но для этого	1	1
97	совершенно ясно что	1	1
98	том числе и	4	1
99	в то что	1	1
100	на каждом шагу	1	1
101	том или ином	1	1
102	точно так же	3	1
103	на пути к	2	1
104	по крайней мере	5	1
105	и состоит из	1	1
106	но все они	1	1
107	их отношение к	1	1
108	ясно что и	1	1
109	в том или	1	1
110	между тем с	1	1
111	они сейчас же	1	1
112	свидетельствует о том	1	1
113	все эти черты	1	1
114	виде в котором	1	1
115	на задний план	1	1
116	в разные стороны	1	1
117	с психологической точки	1	1
118	состоит в том	1	1
119	одно культурное целое	1	1
120	в общих чертах	1	1
121	ясно представить себе	1	1
122	мы видели выше	1	1
123	более широкую группу	1	1
124	но по существу	1	1
125	в одно культурное	1	1
126	что в таком	1	1
127	хотя бы с	1	1
128	не в том	1	1
129	т.д таким образом	1	1
130	каковом случае между	1	1
131	и т.д таким	1	1
132	так и от	2	1
133	лишь отдельных единиц	1	1
134	все что мы	1	1
135	том что они	1	1
136	но вместе с	2	1
137	такое положение дела	2	1
138	есть ли это	1	1
139	сливаются в одно	1	1
140	в широком смысле	1	1
141	романцев и германцев	1	1
142	а так как	3	1
143	и таким образом	3	1
144	а в том	1	1
145	и все же	1	1
146	том виде в	2	1
147	тоже с точки	1	1
148	но с другой	1	1
149	и некоторые другие	1	1
150	культуры таким образом	2	1
151	в то время	1	1
152	все эти элементы	1	1
153	из которых каждый	1	1
154	смысле этого слова	1	1
155	с самого начала	2	1
156	не только не	1	1
157	народов земного шара	1	1
158	может показаться что	1	1
159	при этом не	1	1
160	что это есть	1	1
161	несмотря на все	1	1
162	и т.д в	1	1
163	из этих частей	1	1
164	мы видели что	1	1
165	который можно назвать	1	1
166	это есть продукт	1	1
167	за тем чтобы	1	1
168	в том числе	5	1
169	мы видим что	1	1
170	самом деле если	1	1
171	что мы можем	1	1
172	выйти из этого	1	1
173	в народных массах	1	1
174	надо иметь в	1	1
175	только тогда когда	1	1
176	эта культура на	1	1
