N	2gram	Tiupa_Lite_3	Analitik
1	в тексте	4	24
2	тогда как	17	19
3	в этом	14	18
4	художественного впечатления	1	17
5	не только	14	16
6	литературного произведения	1	16
7	и в	16	16
8	в частности	11	16
9	так и	9	15
10	как и	5	14
11	своего рода	10	12
12	но и	14	12
13	и не	22	12
14	том что	8	12
15	в том	12	12
16	в качестве	5	11
17	при этом	15	10
18	а не	12	10
19	как бы	8	10
20	в этой	8	9
21	лишь в	5	9
22	и даже	2	9
23	на уровне	1	9
24	то есть	5	9
25	всего лишь	5	8
26	в целом	5	8
27	представляет собой	2	8
28	состоит в	6	8
29	в данном	4	8
30	не случайно	3	8
31	и т.п	6	8
32	отнюдь не	3	8
33	уединенного сознания	14	8
34	сочетании с	1	7
35	к тому	6	7
36	в сочетании	1	7
37	а также	4	7
38	о том	6	7
39	в себе	6	7
40	художественного целого	1	7
41	то что	12	7
42	в самом	3	6
43	факторов художественного	1	6
44	и на	2	6
45	но в	3	6
46	в мире	16	6
47	говорить о	1	6
48	может быть	12	6
49	с другой	6	6
50	как это	3	6
51	текста в	1	6
52	на себя	2	5
53	как система	1	5
54	в сторону	3	5
55	и к	3	5
56	произведения в	3	5
57	данном случае	4	5
58	с одной	4	5
59	в контексте	1	5
60	лирического героя	7	5
61	того же	2	4
62	между двумя	1	4
63	по преимуществу	1	4
64	совпадает с	1	4
65	столь же	1	4
66	как правило	1	4
67	но не	4	4
68	по отношению	4	4
69	за пределы	1	4
70	как в	5	4
71	в своем	1	4
72	хотя и	4	4
73	он в	2	4
74	тому же	5	4
75	читателя в	1	4
76	то же	9	4
77	не с	2	4
78	и тем	3	4
79	тем самым	7	4
80	для него	2	4
81	точки зрения	7	4
82	в ходе	1	4
83	не в	10	4
84	в конце	2	4
85	коммуникативного события	5	4
86	только не	1	4
87	и является	1	4
88	не менее	2	4
89	во второй	2	4
90	можно сказать	2	4
91	времени в	1	4
92	во всех	2	4
93	только в	7	4
94	и его	6	4
95	уже не	3	4
96	у него	1	4
97	как раз	2	4
98	одной стороны	4	4
99	не может	8	4
100	все это	1	4
101	отношению к	4	4
102	я и	10	3
103	и то	1	3
104	в ситуации	2	3
105	едва ли	3	3
106	в их	1	3
107	в конечном	1	3
108	проявляется в	1	3
109	в центре	1	3
110	что касается	1	3
111	самом начале	1	3
112	в нашем	1	3
113	на его	3	3
114	ключ к	1	3
115	и если	4	3
116	и сам	2	3
117	содержит в	1	3
118	подобно тому	2	3
119	удивительно что	2	3
120	лирическая героиня	2	3
121	несмотря на	2	3
122	автора и	2	3
123	место в	4	3
124	не столько	1	3
125	на фоне	1	3
126	не удивительно	2	3
127	тем не	1	3
128	как о	2	3
129	авторитарного сознания	2	3
130	жизненной позиции	1	3
131	никогда не	4	3
132	тем что	2	3
133	как будто	4	3
134	этом отношении	5	3
135	эстетического объекта	6	3
136	той или	2	3
137	как мы	2	3
138	если бы	2	3
139	в словах	3	3
140	и т.д	1	3
141	одного из	2	3
142	борьба с	1	3
143	что и	2	3
144	и все	1	3
145	одной из	1	3
146	с ними	2	3
147	являет собой	1	3
148	так что	1	3
149	есть в	1	3
150	я в	7	3
151	из них	4	3
152	при всей	1	3
153	только на	1	3
154	со стороны	7	3
155	или иной	2	3
156	именно в	5	3
157	было бы	2	3
158	в рамках	4	3
159	из трех	1	3
160	и за	1	3
161	эстетического дискурса	1	3
162	тому как	3	3
163	в первой	2	3
164	и одновременно	2	3
165	бы в	1	3
166	прежде всего	3	3
167	а в	5	3
168	на смену	3	3
169	не знает	2	3
170	в действительности	1	3
171	отношения к	3	2
172	размышляет о	5	2
173	художественного произведения	2	2
174	перед лицом	4	2
175	и до	1	2
176	из его	1	2
177	той же	3	2
178	я как	4	2
179	из своих	1	2
180	целого в	1	2
181	и он	1	2
182	субъекта объекта	1	2
183	еще не	6	2
184	он был	1	2
185	конечном счете	1	2
186	в общем	1	2
187	отличие от	5	2
188	складываются в	1	2
189	и я	1	2
190	оказывается не	2	2
191	в значительной	1	2
192	встречи с	1	2
193	этом контексте	1	2
194	в противоположность	2	2
195	художественного мира	1	2
196	на то	2	2
197	в случае	2	2
198	вследствие этого	2	2
199	жизнью и	1	2
200	вообще не	1	2
201	он не	1	2
202	художественного высказывания	1	2
203	значительной степени	1	2
204	а затем	3	2
205	на этой	1	2
206	на протяжении	1	2
207	по себе	2	2
208	соответствии с	5	2
209	он и	2	2
210	жизни но	1	2
211	еще в	3	2
212	эстетическим субъектом	2	2
213	в этих	1	2
214	в своей	7	2
215	в котором	1	2
216	с точки	3	2
217	с позиции	1	2
218	к предмету	2	2
219	в отличие	5	2
220	своего другого	4	2
221	миф и	1	2
222	и наоборот	2	2
223	в устах	1	2
224	личность в	1	2
225	даже в	4	2
226	в таких	1	2
227	она не	1	2
228	в то	9	2
229	не имеет	1	2
230	текста и	2	2
231	же время	7	2
232	особого рода	5	2
233	ли не	1	2
234	в нас	2	2
235	с ее	3	2
236	языка и	1	2
237	обращаясь к	1	2
238	природе своей	1	2
239	в борьбе	1	2
240	ключевая роль	1	2
241	нас к	2	2
242	что в	2	2
243	его в	2	2
244	собственно говоря	1	2
245	между тем	3	2
246	аналогичным образом	1	2
247	в его	6	2
248	чем и	1	2
249	не знаю	2	2
250	того что	9	2
251	один из	2	2
252	художественного восприятия	1	2
253	себя в	7	2
254	этой системе	1	2
255	от автора	1	2
256	для всех	1	2
257	за руки	1	2
258	в поэзии	5	2
259	не есть	1	2
260	свидетельствует о	1	2
261	а то	1	2
262	как писал	2	2
263	по выражению	1	2
264	ни с	2	2
265	одно из	4	2
266	и их	1	2
267	или даже	1	2
268	в одном	4	2
269	вовсе не	1	2
270	уже и	1	2
271	присутствия в	6	2
272	с действительностью	1	2
273	субъекта уединенного	1	2
274	если говорить	1	2
275	очевидным образом	1	2
276	вслед за	3	2
277	своего собственного	1	2
278	в соответствии	3	2
279	превращается в	1	2
280	на этот	1	2
281	перекликается с	1	2
282	была бы	1	2
283	о чем	3	2
284	вместе с	5	2
285	так же	2	2
286	к его	1	2
287	в начальных	1	2
288	к своему	1	2
289	эстетического адресата	1	2
290	такого рода	10	2
291	по существу	4	2
292	высказывания и	1	2
293	о свободе	1	2
294	не случайным	1	2
295	и для	4	2
296	еще одна	1	2
297	объекта и	2	2
298	и другими	1	2
299	я всегда	1	2
300	в двух	1	2
301	внимание на	2	2
302	еще более	1	2
303	субъектом и	1	2
304	солидарности с	1	2
305	и мне	1	2
306	от своего	1	2
307	сказать что	1	2
308	другой стороны	2	2
309	и адресата	2	2
310	художественный концепт	1	2
311	к этому	2	2
312	в таком	1	2
313	и наиболее	1	1
314	как известно	1	1
315	ко всем	1	1
316	и т	1	1
317	до пределов	1	1
318	зависимость от	1	1
319	с жизнью	4	1
320	не сакрального	1	1
321	самом деле	3	1
322	идет о	1	1
323	в первом	2	1
324	свой другой	1	1
325	поведения после	1	1
326	жизни здесь	2	1
327	по его	1	1
328	мы уже	1	1
329	полагает что	1	1
330	есть не	1	1
331	бы уже	1	1
332	говорит сам	1	1
333	в каждый	1	1
334	отсылает нас	1	1
335	что иное	1	1
336	не вполне	2	1
337	я не	2	1
338	она составляет	1	1
339	из того	2	1
340	слова о	1	1
341	иное как	1	1
342	быть в	1	1
343	в последних	1	1
344	в чем	1	1
345	тем как	1	1
346	во внешнем	1	1
347	сказать и	2	1
348	этом аспекте	1	1
349	о смерти	1	1
350	в противовес	7	1
351	тех же	1	1
352	очевидно что	1	1
353	а и	2	1
354	сама по	1	1
355	субъекта и	5	1
356	ибо на	1	1
357	в акте	1	1
358	для русской	1	1
359	независимо от	1	1
360	данный момент	1	1
361	в художественном	1	1
362	фигуры в	1	1
363	в приведенном	1	1
364	однако не	3	1
365	в полном	2	1
366	когда он	2	1
367	эстетической деятельности	2	1
368	художественных текстов	1	1
369	и наконец	3	1
370	а со	2	1
371	создает эффект	1	1
372	более или	1	1
373	эстетический субъект	2	1
374	личности поэтому	1	1
375	искусство и	1	1
376	в концовке	1	1
377	с действительной	1	1
378	светом и	1	1
379	себе как	1	1
380	бы и	3	1
381	другого как	1	1
382	так или	2	1
383	жизни так	1	1
384	бы не	1	1
385	к собеседнику	1	1
386	не оставляет	1	1
387	но без	2	1
388	что автор	1	1
389	еще один	2	1
390	раз в	2	1
391	героя есть	1	1
392	как он	1	1
393	после чего	1	1
394	так сказать	1	1
395	пуант новеллы	1	1
396	быть только	2	1
397	наш взгляд	1	1
398	по словам	1	1
399	в нем	2	1
400	в лирике	1	1
401	оно в	1	1
402	в первую	1	1
403	в принципе	2	1
404	функционирует как	1	1
405	не к	1	1
406	не как	2	1
407	в силу	1	1
408	силу своей	1	1
409	на жизнь	2	1
410	чтобы в	1	1
411	в творческом	2	1
412	на наш	1	1
413	жизни людей	1	1
414	о таком	1	1
415	человека в	2	1
416	угадывается в	1	1
417	в каждом	1	1
418	этом втором	1	1
419	начинается словами	1	1
420	нам остается	1	1
421	внутренней форме	1	1
422	в глубине	2	1
423	самим собой	3	1
424	времени и	1	1
425	парадигмы художественности	2	1
426	входит в	4	1
427	первую очередь	1	1
428	в глазах	3	1
429	это не	5	1
430	и адресат	1	1
431	и героя	2	1
432	и объектом	1	1
433	например с	1	1
434	> и	2	1
435	в жизни	8	1
436	только одно	1	1
437	искусства слова	1	1
438	в них	1	1
439	к сотворчеству	1	1
440	все равно	1	1
441	далеко не	2	1
442	этого не	1	1
443	место и	1	1
444	со своими	2	1
445	говорится о	1	1
446	третьей части	1	1
447	ведет к	1	1
448	и себя	1	1
449	и нераздельности	1	1
450	нисколько не	1	1
451	со всей	2	1
452	в восприятии	1	1
453	эстетического отношения	2	1
454	данного стихотворения	1	1
455	автором и	2	1
456	в понимании	1	1
457	и при	2	1
458	этой связи	1	1
459	при участии	1	1
460	взгляд на	3	1
461	не становится	3	1
462	адресата и	1	1
463	имеется в	1	1
464	вспять к	1	1
465	жизнь и	1	1
466	от себя	2	1
467	что я	5	1
468	вплоть до	2	1
469	особое место	2	1
470	других как	2	1
471	присутствие я	1	1
472	и эти	1	1
473	диалог согласия	2	1
474	и более	1	1
475	однако в	4	1
476	действительной жизнью	1	1
477	ни одна	1	1
478	где каждый	1	1
479	эстетической природы	1	1
480	тому что	1	1
481	точно и	1	1
482	нас самих	2	1
483	взглянула на	1	1
484	личной воли	1	1
485	тогда когда	1	1
486	со светом	1	1
487	концепция личности	1	1
488	для всего	1	1
489	он с	1	1
490	жизни не	2	1
491	слова как	1	1
492	воспринимающим сознанием	1	1
493	такова что	1	1
494	впрочем в	1	1
495	лирическую героиню	1	1
496	по своей	3	1
497	под диктовку	1	1
498	людей не	1	1
499	потому что	3	1
500	связи с	2	1
501	тому кто	1	1
502	возвращает нас	1	1
503	у нас	2	1
504	и далее	1	1
505	личности в	3	1
506	художественном тексте	1	1
507	начиная с	1	1
508	т.п и	1	1
509	легко можно	1	1
510	этой причине	1	1
511	сама жизнь	1	1
512	и внутренней	1	1
513	его за	1	1
514	же самое	2	1
515	в своего	2	1
516	всё что	1	1
517	том уникальном	1	1
518	части романа	3	1
519	категории другого	1	1
520	объект и	2	1
521	знаменательна в	2	1
522	между автором	1	1
523	говоря словами	3	1
524	прямую противоположность	1	1
525	для себя	2	1
526	не одного	1	1
527	и о	1	1
528	и тогда	2	1
529	то она	2	1
530	в виду	1	1
531	свою очередь	1	1
532	но при	1	1
533	в ее	5	1
534	самим собою	1	1
535	знакового материала	1	1
536	ударных и	1	1
537	все прочие	1	1
538	в совершенно	2	1
539	возлагает на	2	1
540	это путь	2	1
541	по этой	2	1
542	который хотел	1	1
543	с собой	1	1
544	в отношении	1	1
545	участия в	1	1
546	она была	1	1
547	в диалог	1	1
