N	3gram	Vinokur_Vv_1	FransuaR
1	то же время	5	6
2	в то же	5	6
3	как мы уже	1	5
4	до сих пор	5	4
5	но в то	3	4
6	в связи с	2	4
7	большей или меньшей	2	3
8	на самом деле	1	3
9	в отличие от	3	3
10	а также и	2	3
11	и прежде всего	1	3
12	для того чтобы	21	3
13	по отношению к	4	2
14	до нас дошел	1	2
15	но и в	1	2
16	в этом отношении	3	2
17	можно было бы	3	2
18	как раз в	1	2
19	в значительной степени	1	2
20	одной и той	2	2
21	или меньшей степени	1	2
22	по сравнению с	3	2
23	в большей или	1	2
24	в одном месте	1	2
25	и той же	2	2
26	не может быть	8	2
27	все то что	1	2
28	до наших дней	1	2
29	в данном случае	4	2
30	его отношение к	1	2
31	и филологическое изучение	1	2
32	о том что	12	2
33	той или иной	1	2
34	можно сказать что	3	2
35	может быть в	2	2
36	в том же	1	2
37	как мы видели	2	2
38	смысле этого слова	2	1
39	в другом месте	2	1
40	на том что	2	1
41	что иное как	4	1
42	в области изучения	1	1
43	имея в виду	1	1
44	с полной ясностью	1	1
45	том что в	1	1
46	какой бы то	1	1
47	прежде всего в	1	1
48	дело в том	2	1
49	прямо заявляет что	1	1
50	имеем в виду	1	1
51	и в особенности	4	1
52	подобно тому как	1	1
53	в настоящее время	1	1
54	также и в	2	1
55	имеют дело с	1	1
56	в средние века	1	1
57	в этом случае	6	1
58	имеется в виду	1	1
59	с точки зрения	2	1
60	хотя бы и	2	1
61	в строгом смысле	3	1
62	бы то ни	1	1
63	в собственном смысле	2	1
64	что в нем	2	1
65	значит не только	1	1
66	все же в	1	1
67	в тех или	1	1
68	в значительной мере	1	1
69	может быть и	2	1
70	которые остаются за	1	1
71	это может быть	1	1
72	чтобы он мог	2	1
73	имеет дело не	1	1
74	в применении к	6	1
75	бы и не	1	1
76	в особенности в	1	1
77	не что иное	4	1
78	в том чтобы	5	1
79	в первом случае	2	1
80	то ни было	1	1
81	дело не с	1	1
82	и в этом	3	1
83	как будто бы	2	1
84	во всех отношениях	1	1
85	уже и в	1	1
86	во всяком случае	3	1
87	в точном смысле	1	1
88	и как они	1	1
89	с другой стороны	5	1
90	само по себе	3	1
91	может быть названа	1	1
92	и это особенно	1	1
93	в свое время	2	1
94	для научной работы	1	1
95	ее в сущности	1	1
96	только то что	1	1
97	есть не что	2	1
98	что может быть	3	1
99	заключается в том	3	1
100	ни к какому	1	1
101	в свою очередь	1	1
102	что в ней	1	1
103	связи с этим	1	1
104	с самого начала	1	1
105	и в самом	3	1
106	имен и названий	1	1
107	вовсе не в	2	1
108	но ведь это	1	1
109	самое существенное в	1	1
110	мы имеем в	1	1
111	как мы видим	1	1
112	еще не исчерпывается	1	1
113	она отразилась в	1	1
114	и др в	1	1
115	истории и в	1	1
116	именно для того	1	1
117	тех или иных	3	1
118	но все же	3	1
119	но также и	9	1
120	особое отношение к	1	1
121	быть и не	1	1
122	в них не	1	1
123	в том что	12	1
124	как она отразилась	1	1
125	также и с	1	1
126	на нее не	1	1
127	как мы знаем	1	1
128	и прямо заявляет	1	1
129	при известных условиях	1	1
