N	2gram	Vygotskiy__2	Problema
1	в его	2	43
2	и не	7	42
3	и в	15	38
4	не может	9	27
5	может быть	9	26
6	как бы	7	22
7	по отношению	6	21
8	отнюдь не	2	19
9	отношению к	5	19
10	и с	4	17
11	и его	4	16
12	в этом	19	15
13	в нем	1	15
14	только в	4	13
15	прежде всего	4	13
16	независимо от	4	13
17	но не	3	12
18	за пределы	2	12
19	во всех	2	11
20	в области	1	11
21	ни в	2	11
22	и для	2	11
23	не входит	1	10
24	таким образом	14	10
25	в их	2	10
26	к нему	1	10
27	не только	15	9
28	не имеет	4	9
29	его в	1	9
30	но и	10	9
31	и как	2	8
32	входит в	1	8
33	было бы	10	8
34	точки зрения	26	8
35	место в	1	8
36	в том	33	8
37	и др	5	8
38	то что	20	8
39	в самом	11	7
40	вообще не	1	7
41	как и	6	7
42	не в	8	7
43	как мы	6	7
44	с другой	6	7
45	между тем	1	7
46	слова в	1	7
47	с помощью	5	7
48	в своей	4	7
49	что в	14	7
50	самом деле	6	6
51	на основе	7	6
52	там где	6	6
53	и наконец	1	6
54	в пределах	1	6
55	не к	1	6
56	не всегда	1	6
57	с точки	18	6
58	не есть	1	6
59	ничего не	3	6
60	содержания и	1	6
61	мы можем	10	6
62	все же	4	6
63	а в	4	6
64	себя как	1	5
65	высшей степени	7	5
66	отличие от	3	5
67	в своем	9	5
68	все эти	3	5
69	при этом	3	5
70	то же	5	5
71	это не	5	5
72	в них	4	5
73	рядом с	1	5
74	в высшей	7	5
75	в отличие	3	5
76	так и	8	5
77	в основе	3	5
78	и о	1	5
79	никогда не	8	5
80	с ним	3	5
81	конечно не	1	5
82	а не	3	5
83	его чисто	1	5
84	могут быть	2	5
85	должно быть	2	5
86	на самом	3	4
87	в виду	6	4
88	в ней	1	4
89	конечном счете	4	4
90	как в	4	4
91	но в	6	4
92	в нашем	1	4
93	в себе	2	4
94	в данном	3	4
95	тем самым	3	4
96	представлять себе	1	4
97	должны быть	1	4
98	здесь не	1	4
99	в ее	1	4
100	данном случае	3	4
101	можно было	5	4
102	о том	9	4
103	направленной на	1	4
104	в конечном	4	4
105	познания не	1	4
106	в других	2	4
107	и только	3	4
108	к которому	6	4
109	что не	1	4
110	более того	1	4
111	только по	1	4
112	и потому	1	4
113	в более	2	4
114	хотя бы	4	4
115	между ними	1	4
116	сказать что	6	4
117	другой стороны	1	4
118	также и	2	3
119	едва ли	7	3
120	действительности и	3	3
121	которую мы	2	3
122	говорить о	2	3
123	бы то	1	3
124	мы будем	3	3
125	точка зрения	3	3
126	менее всего	1	3
127	нет и	2	3
128	значение для	4	3
129	и к	6	3
130	не будем	1	3
131	в целом	10	3
132	он не	7	3
133	то ни	1	3
134	с другими	3	3
135	и тем	2	3
136	несмотря на	4	3
137	том что	27	3
138	моментом в	1	3
139	есть его	1	3
140	на него	1	3
141	как его	1	3
142	или как	2	3
143	как только	2	3
144	в применении	2	3
145	и это	3	3
146	и от	1	3
147	приводит к	5	3
148	в дальнейшем	1	3
149	если бы	8	3
150	но здесь	1	3
151	и должно	1	3
152	к действительности	8	3
153	в исследованиях	1	3
154	этом смысле	2	3
155	но с	2	3
156	одной из	3	3
157	мы увидим	2	3
158	как нечто	2	3
159	с одной	7	3
160	вопроса о	1	3
161	с действительностью	2	3
162	и даже	5	3
163	оно не	1	3
164	одной стороны	7	3
165	связь с	2	3
166	только его	2	3
167	применении к	1	3
168	и на	1	3
169	в тех	1	3
170	здесь совершенно	1	3
171	да и	1	3
172	но это	1	3
173	все это	4	3
174	не больше	1	3
175	не является	9	3
176	от него	1	3
177	и все	3	3
178	ни было	1	3
179	не знает	1	3
180	все что	5	3
181	они не	3	3
182	смысле слова	5	2
183	относится и	1	2
184	для науки	1	2
185	и есть	2	2
186	в котором	2	2
187	есть не	1	2
188	и значение	1	2
189	мы имеем	3	2
190	не во	1	2
191	единство и	1	2
192	я не	1	2
193	и он	1	2
194	первый план	1	2
195	столь же	2	2
196	в чем	1	2
197	с его	4	2
198	и социальное	1	2
199	коем случае	1	2
200	но как	1	2
201	смысле мы	2	2
202	с совершенно	1	2
203	в истории	6	2
204	дело идет	1	2
205	показать что	5	2
206	я должен	1	2
207	себе не	1	2
208	к чему	2	2
209	что это	6	2
210	нами в	1	2
211	на то	6	2
212	а к	1	2
213	не имеют	1	2
214	не следует	2	2
215	момента в	1	2
216	он должен	2	2
217	на этом	1	2
218	всех своих	1	2
219	здесь мы	1	2
220	момент и	1	2
221	материала и	1	2
222	лишь в	3	2
223	и других	2	2
224	о которых	3	2
225	на первый	1	2
226	и при	1	2
227	но которые	1	2
228	и более	2	2
229	том же	2	2
230	и вообще	2	2
231	случае мы	1	2
232	и вся	1	2
233	от чисто	1	2
234	в таких	1	2
235	что эта	6	2
236	она не	1	2
237	дело в	1	2
238	одна из	1	2
239	того чтобы	12	2
240	в коем	1	2
241	действительности но	1	2
242	в самой	3	2
243	связь и	1	2
244	во всем	2	2
245	связи с	9	2
246	здесь же	1	2
247	следует что	2	2
248	этом отношении	3	2
249	у нас	1	2
250	к себе	2	2
251	не могут	2	2
252	отличается от	1	2
253	же самое	2	2
254	что оно	4	2
255	слова с	1	2
256	для того	10	2
257	должен быть	2	2
258	что все	4	2
259	отношения и	1	2
260	нами выше	1	2
261	в себя	2	2
262	особенно в	1	2
