N	2gram	Tiupa_Disk_2	Myshleni
1	в процессе	1	27
2	и в	16	25
3	мышления и	1	23
4	в том	8	23
5	том что	10	20
6	внутренней речи	3	19
7	таким образом	1	17
8	что в	5	17
9	в основе	4	16
10	как и	16	15
11	в его	3	15
12	то что	5	15
13	в этом	16	14
14	вместе с	2	14
15	может быть	16	13
16	в целом	2	13
17	в качестве	16	12
18	по своему	1	11
19	перед нами	3	10
20	и что	1	10
21	что и	2	10
22	того что	1	10
23	только в	3	10
24	как бы	4	10
25	и не	15	10
26	мы не	1	9
27	ни в	7	9
28	как в	8	9
29	тем что	1	8
30	не является	4	8
31	речи и	1	8
32	понятия в	1	7
33	столь же	3	7
34	по своей	6	7
35	все эти	3	7
36	в области	2	7
37	как это	1	7
38	же как	2	6
39	того же	2	6
40	совпадает с	2	6
41	и на	5	6
42	но не	7	6
43	потому что	4	6
44	как уже	2	6
45	представляет собой	11	6
46	не только	10	6
47	в силу	1	6
48	не может	9	6
49	точки зрения	4	6
50	в отличие	12	6
51	не в	3	6
52	не менее	7	6
53	самого начала	1	6
54	приходит к	1	6
55	в собственном	1	6
56	с самого	1	6
57	один из	1	6
58	что он	2	6
59	отличие от	12	6
60	с другой	5	6
61	слова и	1	6
62	все это	2	6
63	все же	6	6
64	одним из	1	5
65	с ее	2	5
66	и как	3	5
67	отношения между	2	5
68	при этом	17	5
69	к одному	1	5
70	уже сказано	1	5
71	тем не	1	5
72	но это	3	5
73	могут быть	3	5
74	и т.д	1	5
75	о том	4	5
76	так и	9	5
77	в этой	4	5
78	слов и	1	5
79	входит в	2	5
80	с одной	4	5
81	для него	5	5
82	именно в	2	5
83	из которых	1	5
84	одной стороны	4	5
85	мы имеем	2	4
86	еще не	6	4
87	отнюдь не	6	4
88	в своем	5	4
89	ни один	1	4
90	из этих	3	4
91	он не	3	4
92	как с	1	4
93	совпадают с	1	4
94	той же	2	4
95	и того	3	4
96	одного и	3	4
97	не столько	3	4
98	речи в	2	4
99	в то	5	4
100	никогда не	2	4
101	не могут	1	4
102	к тому	1	4
103	и это	2	4
104	приводит к	3	4
105	решающую роль	1	4
106	с ним	1	4
107	в какой	1	4
108	всяком случае	1	4
109	из них	3	4
110	могло бы	1	4
111	друг друга	1	4
112	но и	11	4
113	прежде всего	7	4
114	там где	1	4
115	речевого общения	1	4
116	с понятиями	1	4
117	и все	3	4
118	а в	2	4
119	сказать что	1	4
120	в частности	12	4
121	во всяком	1	4
122	которая не	1	4
123	переход от	1	3
124	на деле	1	3
125	то в	1	3
126	в котором	3	3
127	не иметь	1	3
128	если в	1	3
129	с которыми	1	3
130	по отношению	4	3
131	когда он	1	3
132	в самом	1	3
133	им в	1	3
134	но на	1	3
135	в случае	1	3
136	не как	1	3
137	и сам	1	3
138	на этом	1	3
139	его в	3	3
140	в жизни	1	3
141	в которых	1	3
142	состоит в	16	3
143	их в	2	3
144	того как	1	3
145	та или	1	3
146	недостаточно для	1	3
147	во всем	1	3
148	перед ним	1	3
149	отличается от	1	3
150	не есть	1	3
151	были бы	1	3
152	в себя	2	3
153	становится внутренней	1	3
154	или иная	1	3
155	как она	1	3
156	между тем	2	3
157	и их	1	3
158	этом отношении	4	3
159	или иной	3	3
160	связи и	1	3
161	а с	5	3
162	и слово	1	3
163	общения с	1	3
164	с этой	1	3
165	в результате	2	3
166	между ними	1	3
167	с ней	2	3
168	другой стороны	2	3
169	их с	1	3
170	имеет место	1	3
171	к этому	4	3
172	и то	4	2
173	к данному	1	2
174	к другому	1	2
175	то же	6	2
176	и могут	1	2
177	основе этого	1	2
178	в чем	1	2
179	с его	6	2
180	что как	2	2
181	хотя и	1	2
182	бы стать	1	2
183	но все	1	2
184	и отношения	1	2
185	с их	2	2
186	в себе	19	2
187	не приводит	1	2
188	к выводу	1	2
189	одной и	1	2
190	заключает в	2	2
191	именно это	1	2
192	что является	1	2
193	слова не	2	2
194	в нем	7	2
195	в мире	11	2
196	об этом	1	2
197	того или	1	2
198	лишь на	1	2
199	в них	3	2
200	со всей	1	2
201	на первый	2	2
202	в этих	3	2
203	в своей	6	2
204	место в	2	2
205	всякий раз	2	2
206	и другого	2	2
207	с данным	1	2
208	и той	1	2
209	но они	1	2
210	тем самым	6	2
211	одна из	1	2
212	в центр	1	2
213	имеем дело	1	2
214	возникает на	1	2
215	и его	3	2
216	из того	1	2
217	той или	3	2
218	указывает на	1	2
219	оно не	1	2
220	и может	3	2
221	того и	2	2
222	еще в	3	2
223	не стоит	1	2
224	мы в	1	2
225	поэтому в	1	2
226	для этого	1	2
227	и здесь	1	2
228	внимание на	1	2
229	говорит об	2	2
230	одного из	4	2
231	а также	8	2
232	самый процесс	1	2
233	и во	1	2
234	и только	1	2
235	другого в	2	2
236	исторического развития	1	2
237	ребенка мы	1	2
238	так что	1	2
239	уже не	3	2
240	ни было	1	2
241	является не	2	2
242	с теми	1	2
243	в одном	4	2
244	каждый из	1	2
245	к той	1	2
246	побуждает и	1	2
247	не появляется	1	2
248	с той	2	2
249	на этот	1	2
250	и том	1	2
251	речь не	1	2
252	этого момента	1	2
253	к жизни	3	2
254	для обозначения	1	2
255	такого рода	9	2
256	тому как	2	2
257	некоторое время	1	2
258	должно быть	2	2
259	иначе говоря	3	2
260	на пути	1	2
261	является для	1	2
262	этом и	1	2
263	и для	2	2
264	и от	1	2
265	включает в	1	2
266	и одновременно	2	2
267	же в	1	2
268	но всегда	1	2
269	в готовом	1	2
270	или иного	2	2
271	отношению к	4	2
272	к другим	1	2
273	в своих	6	2
274	как на	3	2
275	самых общих	1	1
276	также и	3	1
277	не знаем	1	1
278	должен быть	1	1
279	состоящий из	1	1
280	даже если	1	1
281	и до	1	1
282	на две	1	1
283	с таким	2	1
284	в предыдущей	1	1
285	всей ее	1	1
286	например в	3	1
287	есть не	1	1
288	речевой деятельности	1	1
289	повседневной жизни	1	1
290	себе как	1	1
291	с самых	1	1
292	вопрос о	1	1
293	в становлении	3	1
294	в детских	1	1
295	наличие в	1	1
296	от друга	1	1
297	они были	1	1
298	ему в	1	1
299	начала в	1	1
300	собой в	1	1
301	от физиологических	1	1
302	бы то	1	1
303	во всех	1	1
304	тем как	1	1
305	общих чертах	2	1
306	без которого	1	1
307	не требует	2	1
308	одном и	1	1
309	тех же	1	1
310	эта особенность	1	1
311	отношение к	2	1
312	не просто	1	1
313	друг от	1	1
314	речи именно	1	1
315	опирается на	1	1
316	однако не	1	1
317	совершается на	1	1
318	в этот	1	1
319	еще на	1	1
320	действия и	1	1
321	в которой	1	1
322	бы не	1	1
323	контакт между	1	1
324	ни одна	1	1
325	звенья этой	1	1
326	вследствие этого	2	1
327	своей внешней	1	1
328	жизнью и	2	1
329	основания предполагать	1	1
330	отказа от	1	1
331	чем у	1	1
332	до конца	1	1
333	с начальной	1	1
334	подобно тому	2	1
335	что ни	2	1
336	значительной степени	1	1
337	то ни	1	1
338	в состоянии	1	1
339	и с	2	1
340	см главу	1	1
341	приходит в	1	1
342	с последующим	1	1
343	несмотря на	1	1
344	столь различные	1	1
345	такой же	2	1
346	восприятия и	1	1
347	между различными	1	1
348	которую он	1	1
349	к вершинам	1	1
350	нас не	1	1
351	обобщений и	1	1
352	в такой	1	1
353	переходе от	2	1
354	бы мы	1	1
355	жизни с	1	1
356	собой как	1	1
357	как другие	1	1
358	в памяти	1	1
359	в опыте	1	1
360	для данного	3	1
361	теми же	1	1
362	и более	1	1
363	том же	1	1
364	даже в	1	1
365	не для	1	1
366	так называемого	1	1
367	содержание и	1	1
368	же самого	1	1
369	с точки	2	1
370	на три	1	1
371	на рубеже	3	1
372	все три	1	1
373	дело не	1	1
374	в сущности	1	1
375	к этим	1	1
376	на него	1	1
377	которого он	1	1
378	на некоторое	1	1
379	в самых	1	1
380	это еще	2	1
381	впоследствии к	1	1
382	жизни не	2	1
383	к ней	1	1
384	своей природе	1	1
385	предполагать что	1	1
386	не говорит	1	1
387	мире и	3	1
388	с достаточной	1	1
389	ему не	1	1
390	начиная с	1	1
391	места для	1	1
392	он для	1	1
393	включается в	1	1
394	и другой	1	1
395	числе и	1	1
396	важное обстоятельство	1	1
397	в переходе	1	1
398	т.е в	1	1
399	не живет	1	1
400	в применении	1	1
401	для себя	2	1
402	опираясь на	1	1
403	но при	2	1
404	в ней	2	1
405	в ее	1	1
406	данном случае	6	1
407	из главных	1	1
408	характер и	1	1
409	каждая вещь	1	1
410	и внутреннее	1	1
411	в пределах	4	1
412	роль в	4	1
413	различие между	1	1
414	всего следует	1	1
415	этот период	1	1
416	в другом	3	1
417	по аналогии	1	1
418	здесь как	1	1
419	чужой речи	1	1
420	она была	1	1
421	в эпоху	1	1
422	соотнесения с	1	1
423	которого можно	1	1
424	сводится к	2	1
425	о нем	1	1
426	является по	1	1
427	другом месте	1	1
428	все необходимые	1	1
429	этом заключается	1	1
430	может не	1	1
431	в значительной	1	1
432	в конечном	1	1
433	возникающих на	1	1
434	восприятии и	1	1
435	складывается из	1	1
436	на одном	1	1
437	существенную роль	1	1
438	в форме	1	1
439	не сводится	4	1
440	также не	1	1
441	является результатом	1	1
442	в это	1	1
443	не идет	1	1
444	может оказаться	1	1
445	человека с	1	1
446	для всех	1	1
447	есть в	2	1
448	а напротив	1	1
449	в расчет	1	1
450	по выражению	1	1
451	например к	1	1
452	одно из	4	1
453	содержания и	1	1
454	вовсе не	1	1
455	о которой	1	1
456	не о	2	1
457	не случайно	1	1
458	различные формы	1	1
459	случае не	1	1
460	в новый	1	1
461	общения и	2	1
462	не обладает	1	1
463	друга на	1	1
464	в исторической	3	1
465	и даже	1	1
466	точек зрения	1	1
467	за пределы	1	1
468	здесь в	3	1
469	и между	1	1
470	в большинстве	2	1
471	превращается в	1	1
472	не на	2	1
473	а не	14	1
474	и принимает	1	1
475	подобного рода	1	1
476	не проявляется	1	1
477	в данном	7	1
478	собой такое	1	1
479	этого типа	1	1
480	в той	2	1
481	перехода от	1	1
482	ведет к	3	1
483	применении к	1	1
484	что же	2	1
485	и там	1	1
486	им с	1	1
487	которые по	1	1
488	в мир	1	1
489	да и	1	1
490	не совпадает	1	1
491	значений слова	1	1
492	поднимается на	1	1
493	здесь также	1	1
494	этом случае	2	1
495	аналогии с	1	1
496	ряде других	1	1
497	в условиях	1	1
498	в ряду	2	1
499	и действия	1	1
500	в одних	1	1
501	двух точек	1	1
502	и развития	1	1
503	возникает в	1	1
504	своего исследования	1	1
505	но для	1	1
506	или по	2	1
507	известной степени	1	1
