N	2gram	Medvedev_F_2	Problemy
1	и не	20	31
2	и в	38	29
3	в его	10	24
4	может быть	23	24
5	в этом	27	22
6	а не	6	22
7	т е	26	21
8	в нем	13	19
9	точки зрения	8	19
10	как бы	4	19
11	для него	7	18
12	не только	9	15
13	то что	6	15
14	то же	6	14
15	не как	4	14
16	и его	21	14
17	рядом с	1	14
18	но и	13	14
19	в пределах	12	13
20	с точки	7	13
21	уже не	7	13
22	точка зрения	1	12
23	таким образом	20	12
24	как и	9	12
25	не может	14	12
26	в самом	16	10
27	этом смысле	2	10
28	в то	5	10
29	только в	6	10
30	там где	4	10
31	все эти	6	9
32	с его	11	9
33	все же	8	9
34	это не	2	9
35	если бы	5	9
36	же время	5	9
37	о нем	1	9
38	но не	2	9
39	что в	7	8
40	по себе	7	8
41	в каждом	1	8
42	как не	1	8
43	в том	11	8
44	что он	5	8
45	потому что	2	8
46	до конца	2	8
47	в своем	1	8
48	в своей	7	8
49	а как	3	7
50	и на	3	7
51	за пределы	1	7
52	и как	3	7
53	но в	4	7
54	в себе	1	7
55	входит в	4	7
56	с другими	10	7
57	том что	2	7
58	не в	15	7
59	вовсе не	11	7
60	она не	2	7
61	так и	8	7
62	лишь как	4	7
63	в форме	1	7
64	прежде всего	15	7
65	а в	6	7
66	одним из	1	6
67	самом деле	8	6
68	изображения и	1	6
69	так же	1	6
70	менее всего	3	6
71	в одной	2	6
72	как в	4	6
73	в целом	3	6
74	выражение в	1	6
75	его в	3	6
76	несмотря на	1	6
77	его целом	1	6
78	могут быть	6	6
79	к нему	3	6
80	говорит он	5	6
81	в единстве	2	6
82	был бы	1	6
83	в конце	2	6
84	так как	4	6
85	как раз	6	6
86	не могут	7	6
87	все это	3	6
88	на самом	3	5
89	это и	5	5
90	должна быть	5	5
91	в зависимости	3	5
92	той же	1	5
93	же что	1	5
94	зависимости от	3	5
95	обычного типа	1	5
96	с их	1	5
97	перед нами	2	5
98	он не	6	5
99	в плане	2	5
100	но все	3	5
101	было бы	6	5
102	он и	3	5
103	автора и	1	5
104	построения романа	1	5
105	одной плоскости	1	5
106	в сущности	4	5
107	и это	2	5
108	и о	2	5
109	с ним	2	5
110	ничего не	4	5
111	между тем	2	5
112	именно в	5	5
113	и др	3	5
114	более того	5	5
115	дело идет	4	5
116	конце концов	2	5
117	во всяком	5	5
118	и т	14	4
119	идет о	2	4
120	поэтому и	1	4
121	так чтобы	1	4
122	романа не	1	4
123	и наконец	4	4
124	является лишь	1	4
125	в этой	6	4
126	так сказать	3	4
127	должно быть	2	4
128	их в	2	4
129	даже в	2	4
130	раз и	4	4
131	как мы	7	4
132	в процессе	9	4
133	в основе	5	4
134	основной особенности	1	4
135	в произведении	1	4
136	в плоскости	1	4
137	и с	9	4
138	и следовательно	1	4
139	как объект	1	4
140	в литературе	1	4
141	он есть	1	4
142	тем что	8	4
143	что и	8	4
144	как же	1	4
145	превращается в	2	4
146	не было	6	4
147	не на	1	4
148	его как	2	4
149	должна была	2	4
150	что же	5	4
151	другого человека	1	4
152	как предмет	2	4
153	но это	2	4
154	и для	5	4
155	в результате	6	4
156	героя в	1	4
157	они не	4	4
158	например в	3	3
159	на материале	1	3
160	он в	2	3
161	от характера	2	3
162	не входит	3	3
163	то чем	1	3
164	в художественном	2	3
165	и пр	21	3
166	кроме того	2	3
167	уже в	2	3
168	и до	3	3
169	ее как	2	3
170	но именно	3	3
171	на почве	9	3
172	далеко не	1	3
173	вячеслав иванов	1	3
174	в их	6	3
175	тому что	2	3
176	на котором	2	3
177	на него	1	3
178	никогда не	2	3
179	как будто	1	3
180	этом отношении	7	3
181	точке зрения	2	3
182	отличается от	1	3
183	для его	1	3
184	оно не	4	3
185	если же	2	3
186	и этим	2	3
187	только то	1	3
188	приводит к	2	3
189	и здесь	3	3
190	с другой	3	3
191	все в	1	3
192	в них	1	3
193	литературе о	1	3
194	каждый элемент	4	3
195	мы должны	1	3
196	существенно и	1	3
197	б м	3	3
198	но как	2	3
199	здесь с	2	3
200	героя с	1	3
201	не из	1	3
202	всяком случае	5	3
203	ни в	2	3
204	как их	2	3
205	сами по	2	3
206	т п	9	3
207	точек зрения	1	3
208	этот принцип	1	3
209	по существу	7	3
210	как к	3	3
211	бы в	5	3
212	не дает	1	3
213	сказать что	2	3
214	другой стороны	4	3
215	была бы	3	3
216	материал и	3	3
217	время не	1	3
218	в своих	1	3
219	художественного задания	1	3
220	как на	1	3
221	все остальное	4	2
222	и есть	1	2
223	нам кажется	1	2
224	в чисто	1	2
225	к другому	2	2
226	по преимуществу	5	2
227	из его	1	2
228	п все	1	2
229	все те	1	2
230	в которой	2	2
231	вопрос о	1	2
232	совпадает с	2	2
233	конечно и	1	2
234	и со	1	2
235	в ней	6	2
236	бы то	1	2
237	определяет все	1	2
238	то он	1	2
239	отношение к	2	2
240	во что	1	2
241	так что	1	2
242	в истории	6	2
243	в той	2	2
244	с этим	5	2
245	для создания	2	2
246	и нет	1	2
247	однако не	3	2
248	его к	1	2
249	и к	4	2
250	тяготеет к	1	2
251	всей его	1	2
252	замыкается в	1	2
253	структуре произведения	1	2
254	всех этих	3	2
255	в россии	1	2
256	то ни	2	2
257	мы его	1	2
258	же не	1	2
259	при этом	9	2
260	подходит к	1	2
261	между отдельными	1	2
262	кажется что	1	2
263	ни одной	1	2
264	чем в	1	2
265	как таковой	3	2
266	опоры для	1	2
267	именно и	1	2
268	в котором	2	2
269	но он	1	2
270	друг другу	1	2
271	произведения в	2	2
272	но они	1	2
273	идеологического творчества	1	2
274	самого начала	2	2
275	к этим	1	2
276	какой бы	1	2
277	в структуре	1	2
278	правда в	2	2
279	чем является	1	2
280	а лишь	3	2
281	связи с	13	2
282	во все	1	2
283	и вполне	1	2
284	что оно	4	2
285	для себя	1	2
286	и входит	1	2
287	данном случае	1	2
288	самим собою	1	2
289	идет не	1	2
290	в рамки	2	2
291	и сам	1	2
292	те же	1	2
293	романов и	1	2
294	находится в	2	2
295	становящемуся ряду	1	2
296	и во	1	2
297	от них	1	2
298	во всей	2	2
299	в художественной	1	2
300	по своим	1	2
301	как например	2	2
302	один из	2	2
303	тот же	1	2
304	хотя бы	6	2
305	эти определения	2	2
306	или же	2	2
307	и ее	6	2
308	именно на	3	2
309	же и	2	2
310	конечно не	1	2
311	в большинстве	4	2
312	то и	3	2
313	является не	2	2
314	большинстве случаев	3	2
315	или даже	2	2
316	него нет	1	2
317	ведь это	1	2
318	произведения и	3	2
319	не о	4	2
320	его произведениях	1	2
321	лишь один	1	2
322	имеет значение	2	2
323	и даже	4	2
324	до сих	1	2
325	все время	6	2
326	социальной жизни	1	2
327	действие романа	1	2
328	на этот	1	2
329	что из	1	2
330	не об	1	2
331	представляется нам	1	2
332	совершенно иное	1	2
333	из возможных	1	2
334	только как	1	2
335	в данном	1	2
336	со всею	2	2
337	в первой	1	2
338	для понимания	6	2
339	не способны	1	2
340	в контексте	1	2
341	является для	2	2
342	в условиях	1	2
343	сих пор	1	2
344	в смысле	1	2
345	можно было	1	2
346	из тех	1	2
347	и от	2	2
348	этой действительности	1	2
349	же в	1	2
350	не есть	3	2
351	е в	1	2
352	слово в	2	2
353	этот вопрос	2	2
354	между ними	2	2
355	жизни а	1	2
356	у толстого	2	2
357	жизни и	3	2
358	но эти	1	2
359	то оно	1	2
360	и наиболее	1	1
361	тона в	1	1
362	художественном произведении	1	1
363	от этой	1	1
364	же как	3	1
365	до него	1	1
366	совершенно справедливо	1	1
367	относится и	2	1
368	самостоятельность и	1	1
369	художественного произведения	6	1
370	функции в	2	1
371	ими как	1	1
372	все новые	1	1
373	шинель и	1	1
374	становится в	2	1
375	художественных произведений	1	1
376	органическое единство	1	1
377	нового не	1	1
378	тем же	3	1
379	всякое иное	1	1
380	в первом	7	1
381	характерное для	1	1
382	исходит из	1	1
383	противном случае	1	1
384	и больше	1	1
385	едва ли	2	1
386	духа в	1	1
387	и должен	1	1
388	его не	2	1
389	их и	1	1
390	идеей и	1	1
391	к предмету	3	1
392	мы не	3	1
393	теперь мы	1	1
394	в первый	5	1
395	этом не	1	1
396	этой статье	2	1
397	на эти	1	1
398	не была	2	1
399	укладывающиеся в	1	1
400	и принципы	1	1
401	социальной действительности	1	1
402	но даже	1	1
403	становится объектом	1	1
404	а путем	1	1
405	степени как	1	1
406	функция в	2	1
407	следовательно в	1	1
408	меньшей степени	1	1
409	себе а	2	1
410	и видеть	1	1
411	которые он	1	1
412	самым основным	1	1
413	первый план	2	1
414	на их	1	1
415	художественные особенности	1	1
416	во всех	5	1
417	не довлеет	1	1
418	но конечно	1	1
419	а только	2	1
420	в противоречии	1	1
421	в качестве	2	1
422	вступают в	1	1
423	ни стало	2	1
424	и достоевский	1	1
425	своих последних	1	1
426	что они	4	1
427	сама по	1	1
428	к сожалению	2	1
429	правда только	1	1
430	материал на	1	1
431	отвлечемся от	1	1
432	независимо от	4	1
433	что именно	2	1
434	вот как	4	1
435	из романов	1	1
436	не изображает	1	1
437	как особая	1	1
438	в противном	1	1
439	глубже чем	1	1
440	хотя и	3	1
441	слова он	1	1
442	более или	1	1
443	в действительности	1	1
444	глава вторая	1	1
445	от этого	3	1
446	и отчасти	3	1
447	за собой	1	1
448	со своей	2	1
449	не приходится	3	1
450	та же	2	1
451	в литературном	1	1
452	что это	3	1
453	бы сказать	1	1
454	в нашем	1	1
455	из этих	3	1
456	вопрос в	1	1
457	ни одна	2	1
458	взаимоотношение между	2	1
459	элементов в	2	1
460	всего необходимо	1	1
461	может лежать	2	1
462	потому она	1	1
463	имеем в	1	1
464	как он	1	1
465	но на	1	1
466	нейтральны к	1	1
467	а вовсе	1	1
468	глава посвящена	1	1
469	не следует	4	1
470	больше всего	1	1
471	быть поняты	1	1
472	в первых	1	1
473	в статье	4	1
474	нельзя истолковывать	1	1
475	вера в	1	1
476	время и	3	1
477	до крайней	1	1
478	высшей степени	4	1
479	моментов ее	1	1
480	и еще	1	1
481	и совершенно	2	1
482	он должен	1	1
483	же это	2	1
484	к одному	1	1
485	мы полагаем	1	1
486	не теряя	1	1
487	процессе этого	2	1
488	быть самим	1	1
489	или вовсе	2	1
490	и по	2	1
491	дистанции между	1	1
492	входящих в	1	1
493	в основу	2	1
494	от нее	4	1
495	могла бы	1	1
496	взаимодействие с	1	1
497	не будет	2	1
498	и тончайшей	1	1
499	он просто	1	1
500	пусть и	2	1
501	же касается	1	1
502	из них	4	1
503	особенности в	2	1
504	уже сам	1	1
505	лишь в	7	1
506	же прием	2	1
507	с самим	1	1
508	действительности в	1	1
509	и мы	1	1
510	не совпадает	1	1
511	роль в	3	1
512	глава первая	1	1
513	ведь в	1	1
514	той средою	1	1
515	для них	3	1
516	он является	1	1
517	является их	1	1
518	в высшей	4	1
519	восприятие в	1	1
520	при том	1	1
521	все равно	1	1
522	он действительно	1	1
523	мы имеем	1	1
524	т д	5	1
525	статьи в	1	1
526	и вне	1	1
527	становится и	2	1
528	его слово	1	1
529	литературных произведений	2	1
530	сочетаются здесь	1	1
531	литературе как	1	1
532	ведет к	1	1
533	остается в	1	1
534	смысл и	2	1
535	на первый	2	1
536	или менее	1	1
537	места в	1	1
538	ему как	1	1
539	сказать так	1	1
540	своего приема	1	1
541	к истории	1	1
542	что о	2	1
543	могла быть	1	1
544	место в	3	1
545	не столько	4	1
546	является поэтому	1	1
547	логика и	1	1
548	что говорит	1	1
549	его идеологического	1	1
550	не путем	1	1
551	должны были	2	1
552	строго говоря	1	1
553	является только	1	1
554	и новые	1	1
555	есть его	1	1
556	по крайней	1	1
557	не тем	1	1
558	создано так	1	1
559	так называемого	1	1
560	определенные художественные	1	1
561	быть лишь	1	1
562	если и	1	1
563	идеологической жизни	1	1
564	между людьми	1	1
565	до известной	3	1
566	отчетливо и	1	1
567	и функции	2	1
568	есть а	1	1
569	и другое	2	1
570	например не	1	1
571	не имеет	2	1
572	наличного материала	1	1
573	который был	1	1
574	дело в	1	1
575	она ни	3	1
576	только из	1	1
577	и притом	1	1
578	ее с	2	1
579	плане художественного	1	1
580	художественных заданий	1	1
581	материала в	1	1
582	и именно	1	1
583	и имеет	1	1
584	иметь в	1	1
585	того чтобы	3	1
586	не могло	1	1
587	не то	3	1
588	из него	2	1
589	важна лишь	1	1
590	и образ	1	1
591	соответствия между	1	1
592	и лишь	2	1
593	всего на	1	1
594	это из	1	1
595	на этом	2	1
596	период своего	2	1
597	на те	1	1
598	наоборот он	2	1
599	объясняется не	1	1
600	ибо все	1	1
601	истории как	1	1
602	здесь же	1	1
603	слова его	1	1
604	так то	1	1
605	то это	3	1
606	в области	3	1
607	в каком	1	1
608	события но	1	1
609	у нас	1	1
610	настоящего времени	1	1
611	стиль и	1	1
612	и определений	1	1
613	и полной	1	1
614	сравнительно с	1	1
615	чтобы сделать	2	1
616	лежит в	1	1
617	должны быть	1	1
618	всего в	2	1
619	к тому	4	1
620	самом предмете	2	1
621	они и	1	1
622	не укладывающиеся	1	1
623	плоскости в	1	1
624	него как	1	1
625	не могли	2	1
626	должен быть	1	1
627	иной чем	1	1
628	конструкции и	4	1
629	е все	1	1
630	не существует	1	1
631	свою очередь	1	1
632	но при	1	1
633	и сами	1	1
634	как один	1	1
635	здесь не	4	1
636	в ее	2	1
637	только при	1	1
638	характер и	1	1
639	восприятия и	4	1
640	вот какие	1	1
641	материал до	1	1
642	с самого	2	1
643	элементов произведения	1	1
644	в другом	1	1
645	времени и	2	1
646	входящий в	1	1
647	во многом	1	1
648	структуры как	1	1
649	самого понятия	1	1
650	художественной структуры	1	1
651	идеологическими воззрениями	1	1
652	она была	1	1
653	подойти к	2	1
654	именно этот	1	1
655	является в	2	1
656	была сделана	1	1
657	был не	1	1
658	для этого	2	1
659	в настоящее	1	1
660	со стороны	2	1
661	форме в	1	1
662	даже не	2	1
663	образом в	1	1
664	в виду	2	1
665	это объясняется	1	1
666	только и	3	1
667	на другого	1	1
668	о том	1	1
669	то во	1	1
670	мы убедимся	1	1
671	и та	1	1
672	настоящее время	1	1
673	исконным традициям	1	1
674	что каждый	1	1
675	можно сказать	1	1
676	важна здесь	1	1
677	он основной	1	1
678	и мыслей	1	1
679	конструктивные особенности	1	1
680	от несущественного	1	1
681	или более	2	1
682	стилем и	2	1
683	творчества так	1	1
684	как предмета	1	1
685	произведения все	1	1
686	во втором	7	1
687	как его	2	1
688	существенного от	1	1
689	отметить что	2	1
690	именно тем	1	1
691	и только	5	1
692	крайней мере	1	1
693	реальность в	1	1
694	как художественные	1	1
695	является по	1	1
696	и всякое	2	1
697	если это	2	1
698	вопросов и	1	1
699	но вовсе	1	1
700	того что	3	1
701	основные темы	1	1
702	к которому	1	1
703	большей или	1	1
704	быть и	3	1
705	или меньшей	1	1
706	тяжести в	1	1
707	художественного восприятия	1	1
708	конкретному материалу	2	1
709	крайней степени	1	1
710	согласиться с	1	1
711	одной из	1	1
712	мы увидим	1	1
713	что даже	1	1
714	в какой	3	1
715	то в	2	1
716	и действительно	1	1
717	как значащую	1	1
718	и так	1	1
719	резче и	1	1
720	проблема его	1	1
721	по этому	2	1
722	вся эта	1	1
723	вот почему	1	1
724	с нею	2	1
725	основное определение	1	1
726	в неразрывной	1	1
727	миров и	1	1
728	только слово	1	1
729	установлено на	1	1
730	почти полностью	1	1
731	и других	2	1
732	произведения не	3	1
733	всех сферах	1	1
734	неразрывной связи	1	1
735	следует что	3	1
736	не так	2	1
737	делаются попытки	1	1
738	себе в	1	1
739	и их	3	1
740	и художественно	1	1
