N	3gram	Vygotskiy__1	EvropaiE
1	с точки зрения	18	16
2	в то же	2	15
3	то же время	2	14
4	и в то	1	8
5	с одной стороны	8	8
6	одной стороны и	1	6
7	в том что	15	6
8	с этой точки	1	5
9	так же как	5	5
10	этой точки зрения	1	5
11	для того чтобы	15	5
12	не только в	1	4
13	и в этом	1	4
14	само по себе	1	4
15	той или иной	1	4
16	в этом смысле	1	3
17	же как и	4	3
18	в этом отношении	4	3
19	можно было бы	3	3
20	ту или иную	1	3
21	в известном смысле	2	3
22	друг с другом	4	3
23	во всяком случае	3	3
24	в некотором смысле	1	3
25	между тем в	1	3
26	можно сказать что	4	3
27	заключает в себе	1	3
28	того что в	1	2
29	прежде всего в	2	2
30	и со стороны	1	2
31	то что в	1	2
32	из того что	5	2
33	и в частности	2	2
34	в данном случае	2	2
35	заключается в том	6	2
36	по сравнению с	5	2
37	с другой стороны	9	2
38	не может быть	5	2
39	и все другие	1	2
40	в свою очередь	3	2
41	в одном из	2	2
42	хотя бы в	1	2
43	есть не только	1	2
44	на то что	3	2
45	друг от друга	3	2
46	приводит нас к	1	2
47	хотя и не	1	1
48	мы хотели бы	2	1
49	другой стороны в	1	1
50	дело в том	1	1
51	большей или меньшей	1	1
52	в тех случаях	1	1
53	и та и	1	1
54	в соответствии с	1	1
55	в том же	1	1
56	но если так	1	1
57	некотором смысле она	1	1
58	того что мы	1	1
59	в отличие от	1	1
60	но и в	1	1
61	котором мы говорили	1	1
62	тех случаях когда	1	1
63	не быть в	1	1
64	и для всех	1	1
65	что мы знаем	1	1
66	том числе и	1	1
67	кроме того что	1	1
68	в самом определении	1	1
69	на этот вопрос	2	1
70	именно потому и	1	1
71	в силу этого	3	1
72	почти на всем	1	1
73	точки зрения развития	1	1
74	но тем самым	1	1
75	то что может	1	1
76	к сожалению не	1	1
77	если оставить в	1	1
78	и с точки	1	1
79	в качестве примера	1	1
80	лежащих в основе	1	1
81	смысле этого слова	3	1
82	в значительной степени	2	1
83	и в отношении	3	1
84	то время как	4	1
85	хотя бы с	1	1
86	так как мы	1	1
87	не зависящего от	1	1
88	но в каком	1	1
89	друг к другу	1	1
90	же время не	1	1
91	по признанию самого	1	1
92	интересующего нас вопроса	1	1
93	о котором мы	1	1
94	мы не станем	4	1
95	о которых мы	1	1
96	вместо того чтобы	2	1
97	в качестве общего	1	1
98	мы видели что	1	1
99	это потому что	1	1
100	мы бы сказали	1	1
101	мы не можем	1	1
102	в то время	5	1
103	говорить о том	1	1
104	не только ее	1	1
105	в огромной мере	1	1
106	и тем самым	3	1
107	это значит что	1	1
108	и тем более	1	1
109	в каком они	1	1
110	речь идет о	2	1
111	во всем его	1	1
112	в их развитии	1	1
113	нас к установлению	1	1
114	оставить в стороне	2	1
115	та и другая	1	1
116	нас к выводу	1	1
117	в том числе	1	1
118	к тому что	3	1
119	в приспособлении к	1	1
120	в ту или	1	1
121	а именно в	1	1
122	независимо от того	2	1
123	только тогда когда	2	1
124	и не быть	1	1
125	так обстояло дело	1	1
126	и т д	1	1
