N	3gram	Propp_Isto_4	Psycholo
1	о том что	2	10
2	то же самое	2	6
3	на то что	3	6
4	к тому что	1	5
5	и только после	1	5
6	и может быть	1	4
7	что он не	1	4
8	совершенно ясно что	1	3
9	точно так же	5	3
10	одна из них	1	3
11	здесь мы видим	1	3
12	так же как	12	3
13	смысле этого слова	2	3
14	то что он	2	3
15	это и есть	1	3
16	до сих пор	5	3
17	за то что	1	3
18	потому что он	1	2
19	внимание на то	1	2
20	о том как	1	2
21	во всех этих	1	2
22	в приложении к	1	2
23	вместе с тем	1	2
24	то время как	1	2
25	если бы мы	1	2
26	же самое что	1	2
27	он говорит что	1	2
28	с другой стороны	4	2
29	в этом рассказе	1	2
30	в то время	1	2
31	мы видим что	1	2
32	мы уже знаем	1	2
33	и т д	24	2
34	мы знаем что	7	1
35	что иное как	3	1
36	большей частью это	1	1
37	то что им	1	1
38	что в этом	1	1
39	средние века в	1	1
40	его чтобы он	1	1
41	в виду не	1	1
42	и он всегда	1	1
43	на поле битвы	1	1
44	ответить на этот	1	1
45	подобно тому как	1	1
46	он может быть	1	1
47	этой стороны может	1	1
48	и целый ряд	1	1
49	же как и	4	1
50	мы не можем	1	1
51	знает что он	1	1
52	он все же	1	1
53	тому что в	1	1
54	но он же	1	1
55	мы должны признать	1	1
56	стороны может быть	1	1
57	но он не	1	1
58	и не может	1	1
59	на этот вопрос	2	1
60	образом и здесь	1	1
61	своего отца он	1	1
62	так как он	2	1
63	можно найти в	1	1
64	останавливаться на этом	1	1
65	он наконец достиг	1	1
66	был бы убит	1	1
67	то что она	1	1
68	во второй раз	1	1
69	другой стороны она	1	1
70	когда он говорит	1	1
71	чтобы ответить на	1	1
72	в том как	1	1
73	его силы и	1	1
74	как это легко	1	1
75	только одна она	1	1
76	из них не	1	1
77	том что они	1	1
78	это только одна	1	1
79	а не только	1	1
80	указывают на то	1	1
81	что мы видим	1	1
82	не может быть	4	1
83	к такого рода	1	1
84	вовсе не в	1	1
85	не что иное	3	1
86	так же нельзя	1	1
87	и в русской	1	1
88	и вместе с	1	1
89	и не хотел	1	1
90	она и не	1	1
91	надо понимать как	1	1
92	ничего общего с	1	1
93	и если бы	1	1
94	как раз наоборот	1	1
95	по ходу действия	1	1
96	до того как	1	1
97	не только в	2	1
98	с этой стороны	2	1
99	можно сказать что	1	1
100	что он имел	1	1
101	жизни и на	1	1
102	иначе чем это	1	1
103	о том чтобы	1	1
104	только что была	1	1
105	в средние века	2	1
106	целый ряд других	1	1
107	что и в	1	1
108	мы увидим что	2	1
109	можно найти много	1	1
