N	3gram	Medvedev_F_2	FransuaR
1	то же время	5	10
2	в то же	5	10
3	до сих пор	1	8
4	в большинстве случаев	3	6
5	в том что	2	6
6	и в то	3	5
7	как и в	1	4
8	большей или меньшей	1	3
9	в настоящее время	1	3
10	в той же	1	3
11	в большей или	1	3
12	или меньшей степени	1	3
13	в связи с	10	3
14	до настоящего времени	1	3
15	более или менее	1	2
16	и до сих	1	2
17	и в особенности	1	2
18	с точки зрения	7	2
19	бы то ни	1	2
20	как мы видели	4	2
21	в узком смысле	1	2
22	в данном случае	1	2
23	но в то	1	2
24	с одной стороны	1	2
25	в некоторых отношениях	1	2
26	с другой стороны	3	2
27	для того чтобы	3	2
28	не может быть	10	2
29	и до настоящего	1	2
30	как к своему	1	1
31	можем судить о	1	1
32	лишь один из	1	1
33	и глубже чем	1	1
34	в их конкретной	1	1
35	прежде всего в	2	1
36	как один из	1	1
37	и исторической жизни	1	1
38	на самом деле	3	1
39	в самом деле	5	1
40	не похож на	1	1
41	и там где	1	1
42	к диалектам и	1	1
43	и для понимания	1	1
44	до известной степени	3	1
45	же время в	1	1
46	вместе с тем	4	1
47	в отличие от	2	1
48	во всей его	1	1
49	но и в	3	1
50	же время не	1	1
51	они вступают в	1	1
52	в этом отношении	7	1
53	но он не	1	1
54	том или ином	1	1
55	может быть и	3	1
56	а отчасти и	1	1
57	ни о какой	2	1
58	и в других	1	1
59	и некоторые другие	1	1
60	если же мы	1	1
61	мы полагаем что	1	1
62	в книге о	1	1
63	так и в	3	1
64	но при этом	1	1
65	быть и речи	3	1
66	все без исключения	2	1
67	и в этом	5	1
68	в систему языка	1	1
69	не в том	3	1
70	в том или	1	1
71	все же не	1	1
72	один из моментов	1	1
73	во всех сферах	1	1
74	все эти формы	1	1
75	это лишь один	1	1
76	в его существенных	1	1
77	во всех этих	1	1
78	только то что	1	1
79	между этими двумя	2	1
80	таким образом в	1	1
81	мы не можем	1	1
82	той или другой	1	1
83	именно и была	1	1
84	он был бы	1	1
85	с самого начала	2	1
86	к своему пределу	1	1
87	и прежде всего	2	1
88	он был в	1	1
89	ни о каком	3	1
90	в этом смысле	2	1
91	в предисловии к	2	1
92	в процессе перехода	1	1
93	это было в	1	1
94	как мы знаем	2	1
