N	2gram	Propp_Isto_1	Narrotol
1	не только	12	31
2	но и	10	27
3	и не	9	23
4	при этом	3	19
5	может быть	25	15
6	в качестве	5	14
7	в частности	2	14
8	как и	4	13
9	в тексте	1	13
10	а не	15	13
11	а в	7	13
12	в этом	8	12
13	только в	11	12
14	и в	28	11
15	своего рода	1	10
16	и его	3	10
17	такого рода	1	10
18	времени и	1	9
19	то что	9	9
20	то же	12	8
21	представляет собой	4	8
22	не может	15	8
23	в том	9	8
24	уже не	3	8
25	со стороны	2	8
26	но в	8	7
27	том что	7	7
28	если бы	8	7
29	у него	1	7
30	и он	3	6
31	не в	9	6
32	в этой	6	6
33	в себе	2	6
34	тому же	1	6
35	об этом	4	6
36	не мог	1	6
37	к тому	6	6
38	в его	5	6
39	как бы	2	6
40	один из	4	6
41	как раз	2	6
42	или в	5	6
43	а также	1	6
44	и на	4	5
45	как правило	4	5
46	перед нами	3	5
47	так и	9	5
48	в своей	1	5
49	потому что	4	5
50	точка зрения	2	5
51	в соответствии	1	5
52	столь же	2	5
53	то в	1	4
54	в первом	1	4
55	на себя	1	4
56	еще не	7	4
57	но не	5	4
58	как в	2	4
59	все же	10	4
60	хотя и	1	4
61	из этих	1	4
62	в нем	2	4
63	из них	3	4
64	по себе	3	4
65	и тем	2	4
66	соответствии с	1	4
67	в одном	5	4
68	вплоть до	1	4
69	в то	3	4
70	одна из	2	4
71	не по	2	4
72	того чтобы	1	4
73	никогда не	14	4
74	в ней	7	4
75	так в	4	4
76	что у	1	4
77	о том	9	4
78	внимание на	1	4
79	того что	4	4
80	для него	2	4
81	слова в	1	4
82	у нее	1	4
83	прежде всего	10	4
84	или не	1	4
85	речь идет	1	3
86	также и	3	3
87	и то	1	3
88	едва ли	1	3
89	мы имеем	13	3
90	мы не	10	3
91	а для	2	3
92	но как	1	3
93	в своем	5	3
94	и как	2	3
95	к чему	3	3
96	в целом	2	3
97	в нашем	1	3
98	он не	2	3
99	для того	1	3
100	подобно тому	1	3
101	и с	4	3
102	при которой	1	3
103	это не	7	3
104	в жизни	1	3
105	не всегда	8	3
106	в современной	3	3
107	и конец	2	3
108	и ее	1	3
109	тем не	6	3
110	их в	5	3
111	однако в	2	3
112	не менее	6	3
113	но они	2	3
114	в русской	2	3
115	о них	1	3
116	как будто	4	3
117	этом отношении	1	3
118	у нас	1	3
119	истории не	1	3
120	еще в	2	3
121	о ней	1	3
122	сводится к	1	3
123	о нем	2	3
124	в конечном	2	3
125	между тем	2	3
126	что он	10	3
127	по отношению	3	3
128	представляют собой	6	3
129	именно в	3	3
130	не было	1	3
131	как это	3	3
132	тому как	1	3
133	быть не	1	3
134	в начале	3	3
135	не существует	2	3
136	и все	1	3
137	в поле	1	3
138	жизни а	1	3
139	первом случае	1	3
140	отношению к	3	3
141	героя в	5	3
142	что в	12	3
143	тем же	1	2
144	в зависимости	2	2
145	иным как	1	2
146	героя но	1	2
147	и для	4	2
148	не вполне	2	2
149	ему в	3	2
150	зависимости от	2	2
151	меньшей степени	1	2
152	между собой	4	2
