N	2gram	Losev_Dial_2	Istorich
1	и в	19	28
2	и т	17	25
3	может быть	20	25
4	т д	15	22
5	а не	16	15
6	не может	9	15
7	никогда не	9	14
8	мы имеем	3	13
9	мы должны	2	13
10	то же	12	12
11	не только	19	12
12	что в	7	12
13	мы видим	2	11
14	только в	5	11
15	мы не	1	10
16	все же	4	10
17	и что	5	10
18	что он	6	10
19	но и	12	10
20	прежде всего	8	10
21	т е	30	10
22	не в	8	9
23	так и	10	9
24	о том	5	9
25	то что	14	9
26	в том	14	9
27	и не	30	9
28	в этом	8	8
29	но в	2	8
30	что это	10	8
31	таким образом	4	8
32	не всегда	1	8
33	в царство	2	7
34	в ней	2	7
35	это не	10	7
36	еще не	4	7
37	и здесь	1	7
38	и др	1	7
39	что мы	2	7
40	так же	2	7
41	том что	10	7
42	было бы	3	7
43	в этих	3	7
44	а в	4	7
45	в этой	3	6
46	его в	3	6
47	тем не	2	6
48	не менее	3	6
49	к тому	2	6
50	что и	5	6
51	так как	14	6
52	с другой	5	6
53	вместе с	2	6
54	когда он	1	6
55	видно что	1	6
56	например в	2	5
57	должна быть	5	5
58	вопрос о	3	5
59	мы будем	1	5
60	что они	6	5
61	в своем	4	5
62	более или	2	5
63	что она	14	5
64	в силу	5	5
65	по существу	1	5
66	их в	2	5
67	или менее	2	5
68	не будем	1	5
69	дело не	2	5
70	в дальнейшем	1	5
71	в его	1	5
72	что здесь	2	5
73	но не	6	5
74	в одном	4	5
75	до сих	2	5
76	к которому	1	5
77	попадает в	1	5
78	сих пор	2	5
79	или в	2	5
80	не должен	1	5
81	ты не	1	5
82	не знает	1	5
83	сказать что	10	5
84	другой стороны	4	5
85	ее в	2	5
86	и даже	14	4
87	и на	1	4
88	не то	5	4
89	не все	1	4
90	с этим	3	4
91	все эти	2	4
92	на то	1	4
93	но все	2	4
94	об этом	3	4
95	и с	5	4
96	с тем	2	4
97	как и	10	4
98	даже в	3	4
99	на него	2	4
100	в основе	1	4
101	связи с	4	4
102	должны быть	3	4
103	здесь не	1	4
104	того что	6	4
105	с одной	2	4
106	потому что	14	4
107	так что	7	4
108	мы знаем	1	4
109	к ним	1	4
110	а именно	5	4
111	и пр	5	4
112	превращается в	1	4
113	одной стороны	1	4
114	могут быть	4	4
115	там где	1	4
116	друг с	1	4
117	как будто	7	4
118	все это	4	4
119	в связи	4	4
120	хотя бы	4	4
121	но это	7	4
122	они не	3	4
123	также и	2	3
124	чтобы не	6	3
125	время как	7	3
126	я не	6	3
127	ему в	1	3
128	то это	2	3
129	и он	1	3
130	не просто	12	3
131	перед нами	2	3
132	к чему	1	3
133	очень много	1	3
134	при этом	4	3
135	этого вопроса	1	3
136	не как	2	3
137	д все	1	3
138	и по	4	3
139	на этом	2	3
140	это конечно	4	3
141	же не	3	3
142	в другом	4	3
