N	2gram	Bakhtin_Pr_4	Dialekti
1	не есть	1	47
2	и не	27	30
3	может быть	23	20
4	не только	14	19
5	и в	46	19
6	по себе	7	18
7	а не	11	16
8	в себе	7	15
9	что она	1	14
10	потому что	4	14
11	то что	4	14
12	в том	9	14
13	так как	5	14
14	и даже	3	14
15	как бы	19	14
16	вовсе не	9	13
17	то же	6	12
18	точки зрения	11	12
19	но и	12	12
20	и все	9	12
21	и как	2	10
22	что это	1	10
23	в нем	17	10
24	ни в	6	10
25	как и	12	10
26	том что	4	10
27	сказать что	2	10
28	так и	4	10
29	это не	5	10
30	никогда не	6	9
31	времени и	2	9
32	же и	4	9
33	не может	19	9
34	мы уже	3	8
35	в этом	16	8
36	в своей	3	8
37	с точки	9	8
38	не в	10	8
39	она не	3	8
40	прежде всего	9	8
41	это есть	1	8
42	и то	1	7
43	сама по	2	7
44	так что	2	7
45	и к	9	7
46	должно быть	4	7
47	как это	1	7
48	и притом	1	7
49	в поэзии	2	7
50	как будто	1	7
51	совершенно не	4	7
52	пространства и	1	7
53	но это	6	7
54	что в	4	7
55	чтобы не	1	6
56	но не	4	6
57	тогда когда	1	6
58	в то	5	6
59	и вообще	1	6
60	что он	6	6
61	конечно не	8	6
62	что не	1	6
63	да и	4	6
64	личности и	1	6
65	есть и	2	6
66	жизни и	5	6
67	и потому	1	5
68	и это	3	5
69	должна быть	2	5
70	в силу	1	5
71	в одну	1	5
72	все равно	2	5
73	жизнь и	3	5
74	же время	5	5
75	и его	6	5
76	и с	7	5
77	в виду	4	5
78	сознания и	2	5
79	о том	5	5
80	и что	3	5
81	можно сказать	4	5
82	но как	1	5
83	что и	3	5
84	с другой	3	5
85	не обязательно	1	5
86	а именно	1	5
87	и пр	2	5
88	и следовательно	2	5
89	в одно	2	5
90	как раз	7	5
91	и времени	2	5
92	в самом	9	5
93	только в	6	5
94	и есть	1	4
95	еще не	7	4
96	самом деле	4	4
97	за пределы	5	4
98	в одной	2	4
99	в своем	3	4
100	все же	4	4
101	та же	1	4
102	как он	3	4
103	и если	1	4
104	при этом	5	4
105	он не	4	4
106	и вот	1	4
107	и по	2	4
108	одно и	1	4
109	таким образом	4	4
110	нисколько не	1	4
111	в одном	11	4
112	но он	3	4
113	все это	6	4
114	с ним	2	4
115	и время	4	4
116	по своей	3	4
117	связи с	1	4
118	в таком	1	4
119	не могут	3	4
120	это конечно	1	4
121	той или	2	4
122	без всякого	2	4
123	в ее	1	4
124	говорят что	1	4
125	в другом	2	4
126	может не	1	4
127	к нему	5	4
128	и только	3	4
129	уже в	4	4
130	нельзя сказать	1	4
131	в связи	1	4
132	могут быть	2	4
133	быть и	1	4
134	хотя бы	2	4
135	а в	2	4
136	другой стороны	3	4
137	по одному	1	4
138	же как	2	3
139	сам по	3	3
140	как мы	12	3
141	что если	1	3
142	и тут	1	3
143	вопрос о	2	3
144	это время	1	3
145	а только	1	3
146	себе и	3	3
147	в этой	3	3
148	с этим	2	3
149	кроме того	4	3
150	от этого	2	3
151	себе как	2	3
152	эти вопросы	1	3
153	же не	1	3
154	об этом	2	3
155	его в	1	3
156	и мы	1	3
157	было бы	3	3
158	в один	1	3
159	мы имеем	3	3
160	и уже	1	3
161	между собою	1	3
162	и тогда	1	3
163	в этих	4	3
164	или точнее	1	3
165	что такое	2	3
166	от поэтического	1	3
167	сами по	2	3
168	даже в	1	3
169	не менее	2	3
170	ничего не	2	3
171	должны быть	1	3
172	но только	1	3
173	это только	1	3
174	все его	1	3
175	уже не	4	3
176	все время	2	3
177	может иметь	1	3
178	он есть	2	3
179	даны в	3	3
180	с нею	2	3
181	у меня	3	3
182	ведь это	3	3
183	мы находим	5	3
184	о котором	2	3
185	и их	3	3
186	не было	2	3
187	себе не	1	3
188	мы говорим	1	3
189	в данном	2	3
190	в той	3	3
191	когда мы	1	3
192	в это	1	3
193	его с	1	3
194	и слова	2	3
195	была бы	1	3
196	они не	2	3
197	я и	1	2
198	также и	3	2
199	в сфере	1	2
200	человека и	3	2
201	на самом	1	2
202	он может	1	2
203	этого последнего	1	2
204	тем же	3	2
205	например в	4	2
206	не во	1	2
207	от своих	1	2
208	так чтобы	3	2
209	бы ни	2	2
210	то это	3	2
211	как не	1	2
212	в ней	1	2
213	и говорить	2	2
214	в широком	1	2
215	во всех	5	2
216	что я	6	2
217	различия между	1	2
218	в голове	1	2
219	если в	2	2
220	в общем	2	2
221	ведь мы	2	2
222	к сожалению	1	2
223	как в	4	2
224	и нет	4	2
225	перед нами	12	2
226	более или	3	2
227	но в	6	2
228	бы и	2	2
229	так или	1	2
230	все эти	4	2
231	иначе и	1	2
232	и пространства	1	2
233	раз в	2	2
234	но ведь	2	2
235	на его	1	2
236	уже сама	1	2
237	время и	2	2
238	наконец мы	1	2
239	в узком	2	2
240	не как	3	2
241	оно должно	2	2
242	широком смысле	2	2
243	на этом	3	2
244	но все	2	2
245	в каждом	6	2
246	на всю	1	2
247	в мире	3	2
248	об этой	1	2
249	влиять на	1	2
250	на все	2	2
251	в жизни	5	2
252	реальности и	1	2
253	она и	1	2
254	несмотря на	1	2
255	или менее	3	2
256	во время	1	2
257	и при	3	2
258	в их	4	2
259	живут в	1	2
260	их в	3	2
261	тому что	1	2
262	такие образы	1	2
263	виду что	1	2
264	самого начала	1	2
265	дело не	1	2
266	того как	2	2
267	в сущности	7	2
268	и остается	1	2
269	на него	3	2
270	у пушкина	2	2
271	иметь в	1	2
272	того и	2	2
273	только и	2	2
274	своей природе	2	2
275	что на	1	2
276	в области	1	2
277	я сам	1	2
278	к тому	2	2
279	когда они	1	2
280	вы не	1	2
281	как таковым	1	2
282	в конце	3	2
283	с ее	3	2
284	данном случае	1	2
285	с самого	1	2
286	и совершенно	2	2
287	это вовсе	2	2
288	что у	1	2
289	же эти	1	2
290	можно только	1	2
291	мы в	1	2
292	совершенно невозможно	1	2
293	это я	1	2
294	то уже	1	2
295	или на	1	2
296	он берет	1	2
297	все в	2	2
298	смысле не	1	2
299	между тем	2	2
300	или иначе	1	2
301	его личности	1	2
302	эти два	1	2
303	всяком случае	1	2
304	и она	1	2
305	в каких	1	2
306	мы видим	1	2
307	в какой	1	2
308	этой линии	1	2
309	с одной	1	2
310	себя в	3	2
311	есть в	6	2
312	если мы	5	2
313	и они	2	2
314	или в	8	2
315	и показать	2	2
316	тем что	3	2
317	смысла и	1	2
318	в очень	1	2
319	где есть	1	2
320	будем говорить	1	2
321	мы это	1	2
322	до сих	8	2
323	именно в	1	2
324	надо уметь	1	2
325	только к	2	2
326	в некоторых	1	2
327	человека но	1	2
328	в любой	1	2
329	не на	1	2
330	жизнь в	3	2
331	как ни	1	2
332	что мы	2	2
333	в частности	1	2
334	нами как	1	2
335	ни на	1	2
336	вместе с	2	2
337	так же	3	2
338	ибо оно	1	2
339	что же	3	2
340	в тех	1	2
341	сих пор	8	2
342	же есть	1	2
343	и всякая	1	2
344	в результате	2	2
345	в другое	1	2
346	я же	1	2
347	есть уже	2	2
348	это все	1	2
349	в системе	2	2
350	и жизнь	2	2
351	и идеи	3	2
352	а я	1	2
353	в своих	1	2
354	с чужой	1	2
355	во всяком	2	2
356	смысле слова	2	1
357	на предмет	6	1
358	слова которые	1	1
359	даны здесь	1	1
360	должно стать	1	1
361	того же	3	1
362	этом пункте	1	1
363	самый предмет	2	1
364	перед лицом	1	1
365	далее и	1	1
366	между двумя	3	1
367	они вовсе	1	1
368	обычного хода	1	1
369	достоевского в	8	1
370	по преимуществу	1	1
371	и до	3	1
372	уже указывали	1	1
373	ведь и	5	1
374	оно было	1	1
375	в какой-то	1	1
376	чтобы эта	1	1
377	тут в	3	1
378	обойтись без	1	1
379	сравнению с	1	1
380	о способах	1	1
381	взаимоотношение этих	1	1
382	по голове	1	1
383	уже более	1	1
384	развитой форме	1	1
385	как туман	1	1
386	не была	2	1
387	время здесь	1	1
388	но она	2	1
389	на тему	1	1
390	в некотором	1	1
391	мы и	3	1
392	и самой	1	1
393	свой предмет	7	1
394	пространство и	1	1
395	и он	6	1
396	в обычной	1	1
397	литературы и	1	1
398	их жизнь	1	1
399	он сам	2	1
400	окружающих нас	1	1
401	в различных	3	1
402	и понимает	3	1
403	мы будем	2	1
404	последнего слова	1	1
405	точка зрения	1	1
406	себе он	1	1
407	со всеми	1	1
408	в новом	1	1
409	нужно быть	2	1
410	отличие от	3	1
411	время на	1	1
412	нет и	2	1
413	форме и	1	1
414	оно дано	1	1
415	резко отличается	1	1
416	стороны и	2	1
417	она как	1	1
418	однако не	1	1
419	когда он	2	1
420	слово всегда	1	1
421	духа и	1	1
422	ведь я	1	1
423	только один	1	1
424	из жизни	1	1
425	этот смех	2	1
426	мы сразу	1	1
427	в целом	1	1
428	сказать о	1	1
429	образом и	3	1
430	из этих	3	1
431	и устремления	1	1
432	на некоторых	2	1
433	с их	1	1
434	если есть	1	1
435	тому же	1	1
436	во многих	1	1
437	в братьях	2	1
438	но на	2	1
439	направлено на	3	1
440	так сказать	5	1
441	на свой	6	1
442	она еще	1	1
443	что же?	1	1
444	одному из	1	1
445	и еще	1	1
446	явления так	1	1
447	станет ясным	1	1
448	не к	3	1
449	вы в	1	1
450	в степени	1	1
451	свое время	2	1
452	слились в	1	1
453	иногда же	2	1
454	чтобы их	1	1
455	даже прямо	1	1
456	но дело	2	1
457	но самое	1	1
458	не бывает	1	1
459	от нее	1	1
460	что все	1	1
461	хочет чтобы	1	1
462	значение в	2	1
463	тогда совсем	1	1
464	форма есть	1	1
465	но чисто	1	1
466	знает что	1	1
467	может стать	2	1
468	которая как	1	1
469	на почве	2	1
470	известно что	1	1
471	этом смысле	2	1
472	может до	1	1
473	лишь на	1	1
474	и тем	2	1
475	делает его	1	1
476	уж не	1	1
477	он все	1	1
478	дана такая	1	1
479	во многом	1	1
480	бы совершенно	1	1
481	в них	1	1
482	на которую	1	1
483	ни одной	1	1
484	далеко не	3	1
485	но лишь	1	1
486	равно и	2	1
487	не всегда	1	1
488	всегда и	1	1
489	и страшно	1	1
490	ведь вы	1	1
491	только указывает	1	1
492	чем в	1	1
493	бы на	1	1
494	но если	3	1
495	свою собственную	1	1
496	смотрит на	1	1
497	начинается в	1	1
498	именно и	1	1
499	почти не	2	1
500	есть свой	2	1
501	в котором	5	1
502	характер это	1	1
503	быть еще	1	1
504	от времени	1	1
505	оно живет	1	1
506	себе а	2	1
507	и другого	2	1
508	смех в	3	1
509	но эта	1	1
510	не будем	1	1
511	друг другу	1	1
512	же тут	1	1
513	силу и	1	1
514	превратиться в	1	1
515	уже сказали	2	1
516	зрения и	2	1
517	и очень	1	1
518	если понимать	1	1
519	вернемся к	2	1
520	начиная от	1	1
521	деле это	1	1
522	отчетливо и	1	1
523	есть прежде	1	1
524	с теми	1	1
525	что ему	1	1
526	бытия и	3	1
527	в самых	1	1
528	его есть	1	1
529	во всякой	1	1
530	нем в	1	1
531	значение этого	1	1
532	человека по	1	1
533	или еще	1	1
