N	2gram	Ircho_Kome_2	Dialekti
1	т е	1	48
2	и не	14	27
3	а не	1	26
4	точки зрения	4	25
5	и т	2	24
6	и в	26	24
7	не только	7	23
8	по себе	1	20
9	не может	3	19
10	не просто	1	18
11	ничего не	1	17
12	и есть	2	16
13	и что	2	15
14	с точки	1	14
15	то что	6	14
16	таким образом	6	13
17	что он	5	13
18	вовсе не	2	13
19	может быть	11	13
20	и даже	1	13
21	что это	4	12
22	не менее	4	11
23	не имеет	3	11
24	что же	1	11
25	в сущности	1	10
26	отнюдь не	2	10
27	тем не	1	10
28	то это	2	9
29	что она	2	9
30	ни в	5	9
31	стало быть	1	9
32	но и	10	9
33	нет ничего	1	9
34	в этом	10	8
35	и как	1	8
36	отличается от	1	8
37	так что	5	8
38	прежде всего	4	8
39	том что	9	8
40	в самом	4	7
41	как и	4	7
42	никогда не	1	7
43	как раз	1	7
44	потому что	6	7
45	ясно что	8	7
46	в виду	2	7
47	только на	1	7
48	и нет	1	7
49	что в	9	7
50	самом деле	1	6
51	то же	3	6
52	об этом	2	6
53	и с	5	6
54	вещей и	1	6
55	если бы	9	6
56	что и	7	6
57	о том	6	6
58	так как	4	6
59	даже не	3	6
60	не на	1	6
61	и все	2	6
62	все это	3	6
63	но если	3	6
64	вопрос о	3	5
65	что его	3	5
66	хотя и	4	5
67	и к	2	5
68	само по	1	5
69	он не	2	5
70	так и	12	5
71	было бы	8	5
72	от отца	1	5
73	в них	4	5
74	мы не	2	5
75	и тогда	1	5
76	в том	11	5
77	в то	6	5
78	и его	12	5
79	только в	4	5
80	одно из	2	5
81	явно что	1	5
82	что не	1	5
83	что для	4	5
84	как это	4	5
85	ничего нет	1	5
86	с этой	3	5
87	только как	1	5
88	жизни и	3	5
89	как на	1	5
90	время как	2	4
91	говорить о	2	4
92	первый план	1	4
93	в чем	1	4
94	и мира	1	4
95	нет и	2	4
96	в истории	5	4
97	конечно не	1	4
98	это не	2	4
99	на первый	1	4
100	тому что	4	4
101	как о	1	4
102	от того	2	4
103	и это	2	4
104	то время	3	4
105	жизнь и	1	4
106	к тому	12	4
107	с другой	2	4
108	для него	1	4
109	или иной	1	4
110	говорит о	1	4
111	у нас	1	4
112	так же	1	4
113	при всем	3	4
114	хотя бы	2	4
115	сказать что	1	4
116	была бы	1	3
117	из самых	2	3
118	той же	3	3
119	но даже	1	3
120	и на	7	3
121	же она	1	3
122	и я	2	3
123	мере в	1	3
124	в одной	2	3
125	что именно	2	3
126	с этим	5	3
127	в своем	6	3
128	все же	4	3
129	все эти	1	3
130	тем более	1	3
131	в нем	6	3
132	в силу	2	3
133	того или	1	3
134	он и	1	3
135	не больше	1	3
136	и без	1	3
137	имеется в	1	3
138	не в	2	3
139	из которых	3	3
140	тем самым	1	3
141	одна из	2	3
142	в основе	1	3
143	на себя	7	3
144	же время	3	3
145	из двух	1	3
146	эти факты	1	3
147	это было	4	3
148	к нему	3	3
149	все время	2	3
150	и ее	2	3
151	с одной	2	3
152	то и	1	3
153	из них	7	3
154	мы знаем	3	3
155	мир в	1	3
156	друг друга	3	3
157	тем что	3	3
158	для того	5	3
159	в каком	1	3
160	не было	3	3
161	ни о	1	3
162	одной стороны	2	3
163	в сферу	1	3
164	как бы	2	3
165	если не	2	3
166	и от	4	3
167	и ни	1	3
168	не знает	1	3
169	при его	1	3
