N	2gram	Bakhtin_Fr_3	Tragedij
1	и в	40	18
2	в романе	15	10
3	в году	5	9
4	в этом	15	9
5	не только	13	8
6	и с	8	7
7	и на	8	7
8	может быть	9	7
9	как бы	3	7
10	и не	13	7
11	но в	8	6
12	и его	17	6
13	в образе	1	6
14	же время	6	6
15	что он	2	6
16	у него	8	6
17	то же	7	5
18	все же	2	5
19	что это	1	5
20	это не	2	5
21	как и	11	5
22	несмотря на	1	5
23	в то	6	5
24	в дальнейшем	2	5
25	так и	3	5
26	это очень	1	5
27	не может	3	5
28	к жизни	2	5
29	еще не	3	4
30	в себе	3	4
31	в целом	2	4
32	в этой	3	4
33	в нем	5	4
34	об этом	3	4
35	том что	4	4
36	и что	1	4
37	но и	11	4
38	и даже	4	4
39	прежде всего	16	4
40	так же	1	4
41	но это	3	4
42	все это	4	4
43	этот образ	7	4
44	что в	12	4
45	и все	9	4
46	то что	5	4
47	к людям	1	3
48	что образ	1	3
49	в мире	4	3
50	и он	1	3
51	своего рода	2	3
52	эпизод с	2	3
53	отнюдь не	1	3
54	как в	3	3
55	в своем	7	3
56	и как	3	3
57	все эти	8	3
58	при этом	3	3
59	то есть	18	3
60	должно быть	1	3
61	тем самым	1	3
62	о чем	2	3
63	и сам	2	3
64	жизнь и	1	3
65	с ним	1	3
66	к нему	2	3
67	в его	13	3
68	один из	4	3
69	уже в	2	3
70	для него	5	3
71	смысл жизни	1	3
72	в конце	3	3
73	как будто	1	3
74	как это	1	3
75	в основном	4	3
76	этого романа	1	2
77	вряд ли	1	2
78	в первом	1	2
79	из самых	2	2
80	и до	8	2
81	а как	1	2
82	никогда не	1	2
83	он был	3	2
84	не был	2	2
85	но этого	1	2
86	с его	3	2
87	отношение к	8	2
88	отличие от	3	2
89	тут же	2	2
90	так что	1	2
91	и я	1	2
92	перед нами	1	2
93	говорит что	1	2
94	имеет в	2	2
95	в самом	6	2
96	бы и	1	2
97	зла в	1	2
98	жизнью и	4	2
99	по словам	1	2
100	он не	9	2
101	ее жизни	1	2
102	но все	3	2
103	его в	1	2
104	в это	1	2
105	ни в	4	2
106	с тем	1	2
107	в отличие	3	2
108	одном из	2	2
109	на образе	1	2
110	но эта	1	2
111	права на	1	2
112	не в	1	2
113	что этот	1	2
114	раз и	1	2
115	но они	1	2
116	этими двумя	1	2
117	одна из	3	2
118	не имеет	1	2
119	xix веке	1	2
120	не могут	1	2
121	он и	7	2
122	и это	2	2
123	в ее	3	2
124	данном случае	2	2
125	еще в	3	2
126	ничего не	1	2
127	и здесь	4	2
128	о том	4	2
129	что и	3	2
130	в том	8	2
131	который в	2	2
132	между этими	1	2
133	и ее	2	2
134	в виде	1	2
135	не так	3	2
136	в одном	7	2
137	тем что	3	2
138	чем он	2	2
139	как же	1	2
140	только к	1	2
141	говорит о	1	2
142	до конца	6	2
143	ничем не	1	2
144	под влиянием	1	2
145	было в	1	2
146	но особенно	1	2
147	в данном	4	2
148	и вас	1	2
149	это уже	1	2
150	потому что	2	2
151	в частности	3	2
152	в таком	1	2
153	только он	1	1
154	ли мы	1	1
155	и т	1	1
156	одним из	2	1
157	например в	2	1
158	рассказ об	1	1
159	он считает	2	1
160	с жизнью	1	1
161	цинизма и	1	1
162	и др	7	1
163	самом деле	3	1
164	это и	2	1
165	и есть	3	1
166	последней главе	1	1
167	от самого	1	1
168	поэтому он	3	1
169	исходит из	1	1
170	высшей степени	1	1
171	объясняется и	1	1
172	века в	2	1
173	не думает	1	1
174	той же	8	1
175	xvii века	3	1
176	он заявляет	1	1
177	что уже	1	1
178	и новые	1	1
179	литературы от	1	1
180	вместо того	1	1
181	в виду	7	1
182	начала в	1	1
183	за два	1	1
184	подчеркнуть что	1	1
185	в ней	4	1
186	в xix	1	1
187	литературы и	1	1
188	и высокое	1	1
189	представляет собой	1	1
190	между собой	1	1
191	быть в	2	1
192	во всех	6	1
193	не исчерпываются	1	1
194	но не	2	1
195	но как	2	1
196	свою жизнь	1	1
197	в комментариях	1	1
198	его романа	2	1
199	самого рассказчика	1	1
200	даже некоторые	1	1
201	это самое	2	1
202	в истории	4	1
203	вот я	2	1
204	вот как	2	1
205	и наконец	3	1
206	но несмотря	1	1
207	них он	1	1
