N	3gram	Medvedev_F_3	Marksizm
1	с точки зрения	14	20
2	не может быть	14	13
3	в самом деле	4	9
4	и не может	4	9
5	до сих пор	1	8
6	бы то ни	4	8
7	то ни было	4	8
8	в связи с	4	7
9	в настоящее время	1	6
10	язык как система	1	6
11	и того же	1	5
12	одного и того	1	5
13	в отличие от	2	5
14	как мы знаем	4	5
15	в направлении к	4	5
16	одни и те	3	5
17	науки об идеологиях	1	5
18	до настоящего времени	1	5
19	с другой стороны	5	5
20	и те же	3	5
21	всех без исключения	1	4
22	с самого начала	1	4
23	в отношении к	1	4
24	в этом случае	1	3
25	то же самое	3	3
26	в этом отношении	3	3
27	и пр в	1	3
28	в высшей степени	2	3
29	в конце концов	2	3
30	и тот же	1	3
31	каких бы то	1	3
32	все без исключения	3	3
33	социального общения и	2	3
34	один и тот	1	3
35	в смысле совокупности	1	3
36	языка и его	1	3
37	то же время	7	3
38	в ее целом	1	3
39	но все же	1	3
40	можно сказать что	1	3
41	в большинстве случаев	4	3
42	в то же	7	3
43	для того чтобы	4	3
44	в том что	3	3
45	нет и не	2	2
46	пр и пр	1	2
47	сводится к тому	1	2
48	и той же	1	2
49	но при этом	1	2
50	же самое справедливо	1	2
51	в том числе	1	2
52	с установкой на	2	2
53	на первый план	1	2
54	таким образом между	1	2
55	как и все	2	2
56	в таком случае	1	2
57	в неразрывной связи	2	2
58	мы окажемся перед	1	2
59	сама по себе	1	2
60	на самом же	2	2
61	что же является	1	2
62	том числе и	1	2
63	можно было бы	1	2
64	мы отвлечемся от	2	2
65	со всех сторон	1	2
66	и пр и	1	2
67	и его значением	1	2
68	во всех областях	2	2
69	слова и его	2	2
70	данной социальной ситуации	1	2
71	только в процессе	2	2
72	так же как	1	2
73	может быть понято	4	2
74	во всяком случае	6	2
75	смысле этого слова	2	2
76	отсюда следует что	1	2
77	в пределах индивидуального	1	2
78	если мы отвлечемся	2	2
79	при этом условии	1	2
80	в условиях данной	1	2
81	мы не найдем	1	2
82	является в корне	1	2
83	упускается из виду	2	2
84	одной и той	1	2
85	по отношению к	3	2
86	оно ни было	1	2
87	совершенно независимо от	1	2
88	а не наоборот	1	2
89	от того что	1	2
90	друг друга в	2	2
91	только на почве	1	2
92	в нем нет	1	2
93	самом же деле	2	2
94	в этом смысле	2	2
95	какого бы то	1	2
96	самом деле ведь	1	2
97	в корне ложным	1	2
98	тем не менее	2	2
99	самое справедливо и	1	2
100	свое выражение в	1	2
101	в пределах одного	2	2
102	все более и	1	1
103	может войти в	3	1
104	в работе в	1	1
105	а следовательно и	1	1
106	неразрывной связи со	1	1
107	между ними как	1	1
108	в других областях	1	1
109	же касается до	1	1
110	не могла быть	1	1
111	между первой и	1	1
112	сознания и психики	1	1
113	же обстоит дело	1	1
114	не значит конечно	1	1
115	в действительности и	1	1
116	не следует что	2	1
117	условия для того	1	1
118	значит конечно что	1	1
119	то мы окажемся	1	1
120	одним и тем	2	1
121	ни к каким	1	1
122	равно как и	2	1
123	это так же	1	1
124	для данного момента	1	1
125	подобно тому как	4	1
126	во-первых с точки	1	1
127	от конкретных форм	1	1
128	как бы ни	2	1
129	что же касается	1	1
130	и во всяком	2	1
131	в одной из	1	1
132	бы ни была	1	1
133	тот или иной	1	1
134	социальной жизни в	1	1
135	хотя бы и	1	1
136	до известной степени	2	1
137	сами по себе	2	1
138	существенными социально-экономическими предпосылками	1	1
139	чем же является	1	1
140	за пределами его	1	1
141	нужно прибавить что	1	1
142	в процессе идеологического	1	1
143	точки зрения ее	1	1
144	возможно лишь в	1	1
145	внутреннего единства и	1	1
146	потому в нем	1	1
147	и потому в	1	1
148	но уже в	2	1
149	так и с	1	1
150	пределах индивидуального организма	1	1
151	может быть только	2	1
152	с этой точки	1	1
153	быть не могло	1	1
154	так сказать в	1	1
155	ту или иную	1	1
156	в предыдущей главе	1	1
157	в процессе своего	1	1
158	так или иначе	1	1
159	для данного высказывания	2	1
160	в значительной степени	1	1
161	мы полагаем что	1	1
162	неразрывной связи с	1	1
163	было бы например	1	1
164	быть понято и	1	1
165	становится в процессе	2	1
166	а не только	1	1
167	и тем же	2	1
168	из виду что	1	1
169	лежит в основе	1	1
170	с одной стороны	1	1
171	лишь для данного	2	1
172	субъективного сознания говорящих	1	1
173	иначе и быть	1	1
174	все это и	1	1
175	таким образом как	1	1
176	субъективного сознания и	2	1
177	и не было	1	1
178	связаны между собой	1	1
179	друга во времени	1	1
180	в последнее время	1	1
181	для индивидуального сознания	1	1
182	какой бы то	1	1
183	может быть понята	1	1
184	это не значит	1	1
185	так и от	2	1
186	в следующей главе	2	1
187	отнюдь не следует	1	1
188	совершается в неразрывной	2	1
189	эпохи и данной	1	1
190	а не в	3	1
191	в его целом	1	1
192	в двух направлениях	1	1
193	данной социальной группы	2	1
194	и данной социальной	1	1
195	аналогичном положении находится	1	1
196	и все другие	1	1
197	мы уже знаем	2	1
198	первой и второй	1	1
199	так же обстоит	1	1
200	вовсе не в	2	1
201	в процессе их	2	1
202	в данной социальной	2	1
203	так и в	2	1
204	вовсе не как	1	1
205	данной эпохи и	1	1
206	этой точки зрения	1	1
207	с тем что	1	1
208	точки зрения самого	2	1
209	другой стороны и	1	1
210	они конечно не	1	1
211	и в самом	1	1
212	обстоит дело и	1	1
213	не только не	2	1
214	не могло в	1	1
215	друг друга во	1	1
216	более и более	1	1
217	не только в	1	1
218	выходит за пределы	1	1
219	не может стать	2	1
220	не выходит за	1	1
221	идеологического творчества и	1	1
222	язык в его	1	1
223	и его формы	1	1
224	в аналогичном положении	1	1
225	что в процессе	1	1
226	и быть не	1	1
227	лишь там где	1	1
228	кроме того в	1	1
229	в данном контексте	1	1
230	к тому что	2	1
231	в конкретном высказывании	1	1
232	на самом деле	12	1
233	как ее понимает	1	1
234	процессе их взаимодействия	1	1
235	и субъективной психики	1	1
236	друг с другом	1	1
237	и в нем	1	1
238	в ту или	1	1
239	дело и в	1	1
240	и между ними	2	1
241	на идеалистической почве	1	1
242	в последнем счете	2	1
243	в нем чем	1	1
244	его в контексте	1	1
245	как мы видели	2	1
246	той или иной	1	1
