N	2gram	Potebnia_M_4	FransuaR
1	и в	23	41
2	то есть	34	20
3	таким образом	24	19
4	в этом	23	15
5	как и	14	14
6	и все	4	14
7	то же	14	13
8	все эти	3	13
9	в этой	1	13
10	мы уже	3	12
11	в его	5	12
12	в себе	14	11
13	как мы	2	11
14	в том	23	11
15	прежде всего	1	11
16	так и	6	10
17	в то	4	10
18	никто не	2	10
19	все это	5	10
20	в своем	8	9
21	не в	11	9
22	же время	3	9
23	и его	2	9
24	в качестве	1	9
25	но и	11	9
26	что в	17	9
27	но в	8	8
28	то что	29	8
29	в нем	7	7
30	человеческого тела	1	7
31	вовсе не	7	7
32	в них	3	7
33	как бы	5	7
34	и не	18	7
35	и до	3	6
36	о том	8	6
37	мы видим	2	6
38	только в	15	6
39	это не	7	6
40	есть в	5	6
41	для него	5	6
42	у него	1	6
43	как в	7	5
44	и к	6	5
45	не только	10	5
46	на этом	1	5
47	мы видели	1	5
48	точки зрения	4	5
49	того как	6	5
50	потому что	33	5
51	и это	2	5
52	в ней	2	5
53	к нему	5	5
54	на одном	1	5
55	и у	2	5
56	уже в	5	5
57	что и	7	5
58	вместе с	6	5
59	так же	4	5
60	и для	2	5
61	а в	5	5
62	в сущности	2	4
63	и на	3	4
64	хотя и	5	4
65	та же	1	4
66	что это	7	4
67	он не	2	4
68	но все	1	4
69	и с	4	4
70	должно быть	5	4
71	том что	12	4
72	одном из	2	4
73	но он	1	4
74	ничего не	1	4
75	рядом с	1	4
76	в виду	3	4
77	в образе	2	4
78	из одного	3	4
79	и здесь	2	4
80	влияние на	2	4
81	после того	2	4
82	может быть	26	4
83	в более	2	4
84	длинный ряд	1	4
85	было бы	8	4
86	с образами	2	4
87	мира и	1	4
88	все что	2	4
89	том числе	1	4
90	например в	3	3
91	он может	1	3
92	и есть	3	3
93	с точки	3	3
94	той же	3	3
95	я не	2	3
96	проявляется в	2	3
97	на них	1	3
98	во всех	1	3
99	кроме того	3	3
100	его к	2	3
101	и те	1	3
102	лица и	3	3
103	так сказать	5	3
104	при этом	15	3
