N	3gram	Losev_Dial_3	FransuaR
1	в то же	1	6
2	то же время	1	6
3	с точки зрения	14	5
4	жизни и смерти	1	5
5	до сих пор	1	4
6	не может быть	6	4
7	в этом отношении	1	3
8	и во всех	1	3
9	на первом плане	1	3
10	с одной стороны	3	3
11	о том что	5	3
12	с другой стороны	2	3
13	имеем в виду	1	2
14	но даже и	2	2
15	и даже в	1	2
16	содержит в себе	1	2
17	и в то	1	2
18	во всяком случае	2	2
19	прежде всего от	3	2
20	подобно тому как	4	2
21	она и есть	2	1
22	только потому что	1	1
23	потому что в	1	1
24	ровно ничего не	3	1
25	и без всякого	1	1
26	мы уже сказали	1	1
27	одной стороны и	1	1
28	и мира но	1	1
29	со всеми ее	1	1
30	и не может	1	1
31	ни в коем	3	1
32	она превращается в	1	1
33	то я не	1	1
34	и та же	1	1
35	на что не	1	1
36	дело вовсе не	1	1
37	что в них	1	1
38	и той же	1	1
39	есть то что	5	1
40	даже и не	3	1
41	в коем случае	3	1
42	далеко не всегда	1	1
43	и в особенности	1	1
44	жизни и мира	2	1
45	и не вполне	1	1
46	и в отношении	1	1
47	превращает их в	1	1
48	ни на что	1	1
49	не могут быть	2	1
50	одна и та	1	1
51	того или иного	2	1
52	вовсе не в	1	1
53	в сущности и	2	1
54	на точку зрения	1	1
55	на самом деле	1	1
56	не только не	7	1
57	к необходимости создать	1	1
58	с полной очевидностью	1	1
59	сознания и это	1	1
60	и прежде всего	3	1
61	мы имеем в	1	1
62	на то что	3	1
63	мы вовсе не	1	1
64	нет никого кто	1	1
65	одной и той	1	1
66	не только то	1	1
67	в том что	3	1
68	и все это	1	1
69	как и в	3	1
70	только тогда когда	3	1
71	можно понимать как	1	1
72	никого кто бы	1	1
73	на точке зрения	1	1
