N	3gram	Potebnia_M_4	Hudozhes
1	в том что	7	11
2	по отношению к	8	7
3	о том что	5	7
4	подобно тому как	2	4
5	то же время	3	4
6	в то же	3	4
7	к тому что	1	4
8	а между тем	4	3
9	но при этом	1	3
10	не может быть	5	3
11	как и в	1	3
12	с одной стороны	1	3
13	для того чтобы	4	3
14	тем не менее	4	3
15	а не в	1	2
16	о том как	1	2
17	и в этом	4	2
18	с точки зрения	3	2
19	только в том	2	2
20	до сих пор	4	2
21	хотя бы и	2	2
22	и т п	4	2
23	тогда как в	1	2
24	но тем не	2	2
25	в данном случае	2	2
26	же самое что	1	2
27	то же самое	4	2
28	не только не	3	2
29	и т д	3	2
30	не в состоянии	2	1
31	а для того	1	1
32	нет и не	1	1
33	одно на другое	1	1
34	то что я	7	1
35	что если бы	2	1
36	дело в том	1	1
37	да и не	1	1
38	это было бы	1	1
39	но и о	1	1
40	в настоящее время	1	1
41	и то и	1	1
42	то что человек	1	1
43	в том случае	3	1
44	между тем как	2	1
45	в этом отношении	1	1
46	том числе и	1	1
47	встречаются и в	1	1
48	точно так же	1	1
49	отношения между ними	1	1
50	превращается в его	1	1
51	если вспомнить что	1	1
52	то и другое	2	1
53	пришло в голову	1	1
54	что же мы	1	1
55	в таком случае	2	1
56	не то что	3	1
57	и то что	4	1
58	том случае если	1	1
59	в это время	1	1
60	нечто такое что	1	1
61	из виду что	1	1
62	то что она	2	1
63	имеем дело с	1	1
64	как и сама	1	1
65	а не как	1	1
66	и потому не	1	1
67	так или иначе	2	1
68	все более и	2	1
69	как нам представляется	1	1
70	лишь в том	1	1
71	никоим образом не	1	1
72	с другой стороны	1	1
73	только о том	1	1
74	и в том	2	1
75	бы не было	2	1
76	а в том	2	1
77	на наших глазах	1	1
78	заключается в том	1	1
79	в то время	1	1
80	в этом случае	5	1
81	но сама она	1	1
82	и в самом	1	1
83	с самого начала	1	1
84	более и более	2	1
85	можно сказать что	4	1
86	в слове и	1	1
87	друг от друга	1	1
88	если бы не	2	1
89	после того как	2	1
90	в одном из	1	1
91	в том числе	1	1
92	мы имеем дело	2	1
93	и все что	1	1
94	того факта что	1	1
95	чтобы ответить на	1	1
96	что и в	2	1
97	случае если бы	1	1
