N	3gram	Bakhtin_Pr_3	RusskieA
1	в том что	3	15
2	состоит в том	1	8
3	в связи с	1	4
4	о том что	2	4
5	с точки зрения	2	3
6	тем не менее	2	3
7	и в другие	1	3
8	что иное как	1	2
9	мы не будем	1	2
10	может быть и	2	2
11	друг к другу	1	2
12	но тем не	1	2
13	в большинстве случаев	4	2
14	после того как	1	2
15	не что иное	1	2
16	хотя и не	1	1
17	сказать что в	1	1
18	них таким же	1	1
19	обычно в более	1	1
20	и наконец в	2	1
21	как мы видим	1	1
22	по отношению к	1	1
23	что для этого	1	1
24	для них таким	1	1
25	только в тех	1	1
26	и в дальнейшем	2	1
27	на самом же	1	1
28	в этом отношении	1	1
29	так как только	1	1
30	в собственном смысле	2	1
31	можно было бы	1	1
32	иногда и в	1	1
33	его жизнь в	1	1
34	же а не	1	1
35	мы наблюдаем в	1	1
36	от него он	1	1
37	в отличие от	1	1
38	и др для	1	1
39	и один из	1	1
40	во всяком случае	1	1
41	самом же деле	1	1
42	непосредственное влияние на	2	1
43	и все другие	1	1
44	мы уже знаем	1	1
45	были связаны с	1	1
46	так как это	1	1
47	можно сказать что	4	1
48	связанные с ним	1	1
49	как мы уже	3	1
50	мы видим что	1	1
51	начиная с xvii	1	1
52	и так называемый	1	1
53	как и в	3	1
54	потому что они	1	1
55	с земли на	2	1
56	из них в	2	1
57	один из самых	1	1
58	которую можно назвать	1	1
59	но и этого	1	1
