N	3gram	Bakhtin_sl_2	Dialekti
1	и т д	2	15
2	с точки зрения	3	9
3	в том что	4	9
4	не может быть	15	6
5	то же время	4	6
6	в то же	4	6
7	сама по себе	3	5
8	для того чтобы	2	5
9	выйти за пределы	1	3
10	на то что	1	3
11	в чем же	1	2
12	же время и	1	2
13	и в то	1	2
14	хотя бы и	2	2
15	в собственном смысле	3	2
16	но в то	3	2
17	иметь в виду	1	2
18	вовсе не в	1	2
19	в свою очередь	2	2
20	тем не менее	1	2
21	для всех этих	1	1
22	но прежде всего	2	1
23	не может не	1	1
24	этих моментов и	1	1
25	в чем не	2	1
26	прямо сказать что	2	1
27	а не в	1	1
28	в основе ее	1	1
29	не только о	2	1
30	к своему пределу	1	1
31	и даже не	1	1
32	моменты которые в	1	1
33	может быть только	1	1
34	и не только	1	1
35	на первый план	1	1
36	в лучшем случае	1	1
37	в зависимости от	4	1
38	в той же	1	1
39	в отличие от	12	1
40	до некоторой степени	1	1
41	именно так как	1	1
42	рано или поздно	1	1
43	самого по себе	1	1
44	и не в	1	1
45	свой смысл и	1	1
46	а не только	1	1
47	что уже не	1	1
48	не только в	2	1
49	мы не знаем	1	1
50	и этого мало	1	1
51	зависимости от этих	1	1
52	и в сущности	2	1
53	можно сказать так	1	1
54	как бы только	1	1
55	в нашем случае	1	1
56	в нем не	1	1
57	в связи с	2	1
58	это возможно только	1	1
59	можно прямо сказать	3	1
60	уходит своими корнями	2	1
61	своими корнями в	2	1
62	и ни в	1	1
63	с той или	1	1
64	вместе с ним	1	1
65	в нем нет	1	1
66	и воля и	1	1
67	то что так	1	1
68	лежащий в основе	1	1
69	в этом случае	6	1
70	о том что	1	1
71	в своем историческом	1	1
72	может быть также	1	1
73	мы можем сказать	1	1
74	не только не	1	1
75	в пределах одной	1	1
76	и не может	1	1
77	речь идет о	1	1
78	но все же	4	1
79	включает в себя	2	1
80	ни в чем	2	1
81	нужно сказать что	1	1
82	не уходит своими	1	1
83	с другой стороны	1	1
84	может и не	1	1
85	для этого необходимо	1	1
86	это как бы	1	1
87	тех или иных	1	1
88	в отношении к	4	1
89	перед нами не	1	1
90	все это не	1	1
91	по себе а	1	1
92	как только в	1	1
93	отношении к нему	1	1
94	той или иной	5	1
95	мы еще не	1	1
96	своей и чужой	1	1
