N	3gram	Losev_Dial_3	FransuaR
1	то же время	1	9
2	в то же	1	9
3	с точки зрения	14	3
4	в том что	3	3
5	а следовательно и	1	2
6	более или менее	1	2
7	имеем в виду	1	2
8	в этом отношении	1	2
9	как и в	3	2
10	и есть то	1	2
11	что у него	1	2
12	мы имеем в	1	2
13	что иное как	6	1
14	в этом мире	1	1
15	от этого у	1	1
16	мы уже сказали	1	1
17	на самом деле	1	1
18	отца и сына	2	1
19	что он есть	3	1
20	то же самое	1	1
21	на первый план	4	1
22	со всеми ее	1	1
23	в чем его	1	1
24	сам по себе	5	1
25	по себе и	1	1
26	в таком же	1	1
27	я не мог	1	1
28	кроме того и	1	1
29	в другой раз	1	1
30	одно от другого	1	1
31	на небе и	1	1
32	так и к	1	1
33	в применении к	1	1
34	не что иное	6	1
35	включают в себя	1	1
36	содержит в себе	1	1
37	в данном случае	1	1
38	о природе в	1	1
39	в историческом процессе	1	1
40	и в отношении	1	1
41	и в этом	2	1
42	и во всяком	1	1
43	он может и	1	1
44	о том что	5	1
45	в связи с	1	1
46	есть не только	2	1
47	есть не что	3	1
48	не есть нечто	3	1
49	во всяком случае	2	1
50	как и все	2	1
51	точки зрения совершенно	1	1
52	не имеет определенного	1	1
53	и все это	1	1
54	это и есть	2	1
55	не в силах	1	1
56	все эти факты	1	1
57	в одном из	1	1
58	к нему и	1	1
59	в этом ничего	1	1
60	к тому же	2	1
61	с полной очевидностью	1	1
62	в особенности с	1	1
63	и прежде всего	3	1
64	уже сказали что	1	1
65	не только бытие	1	1
66	страшного суда и	1	1
67	так что в	1	1
68	и в чем	2	1
69	никакого отношения к	1	1
70	и в том	1	1
71	оно и не	1	1
72	о том какую	1	1
73	чем в других	1	1
