N	3gram	Voloshinov_1	Psycholo
1	в самом деле	1	18
2	в том что	1	11
3	с точки зрения	5	9
4	то же самое	4	8
5	для того чтобы	7	8
6	мы видим что	2	7
7	мы увидим что	2	7
8	все то что	2	6
9	с самого начала	4	6
10	до сих пор	1	5
11	с другой стороны	1	5
12	и в этом	1	3
13	о том что	2	3
14	должны были бы	2	2
15	на самом деле	3	2
16	должен был бы	1	2
17	и во всех	1	2
18	по своему прямому	1	2
19	как мы увидим	2	2
20	и та же	1	2
21	вместе с тем	2	2
22	одно и то	3	2
23	смысле этого слова	2	2
24	между тем в	1	2
25	и как бы	1	2
26	все больше и	2	2
27	и то же	3	2
28	мы видели что	2	2
29	мы увидим ниже	1	2
30	мы не можем	1	2
31	в свою очередь	4	2
32	больше и больше	2	2
33	к тому что	2	2
34	как мы видели	3	2
35	то все же	1	1
36	но все же	2	1
37	ближе он к	1	1
38	этом она приобретает	1	1
39	не так как	2	1
40	та же самая	2	1
41	к одной и	1	1
42	более или менее	1	1
43	мы должны были	1	1
44	в том и	1	1
45	того или иного	5	1
46	с успехом заменить	1	1
47	в одной и	1	1
48	происходит как бы	2	1
49	в зависимости от	5	1
50	мы не имеем	2	1
51	выбор слов и	3	1
52	с каждым новым	1	1
53	в ней как	1	1
54	в котором они	1	1
55	между этими двумя	1	1
56	точном смысле этого	2	1
57	просто и ясно	1	1
58	не было бы	2	1
59	в этом отношении	2	1
60	заключает в себе	4	1
61	несмотря на свою	1	1
62	того что оно	2	1
63	можно было бы	1	1
64	ни в какой	1	1
65	и здесь мы	1	1
66	совершенно ясным что	1	1
67	но как же	1	1
68	двое или несколько	1	1
69	в одном и	1	1
70	чему мы обязаны	1	1
71	той же мере	1	1
72	здесь нет и	1	1
73	когда одно и	1	1
74	может быть понято	2	1
75	мы все же	1	1
76	из которых каждая	1	1
77	тот же самый	1	1
78	тот факт что	1	1
79	в той же	3	1
80	не в самом	1	1
81	говорит один из	1	1
82	пришли к тому	1	1
83	и как мы	1	1
84	и при этом	1	1
85	так называемой литературной	1	1
86	не иначе как	1	1
87	мы говорили выше	1	1
88	мы уже видели	2	1
89	мы никогда не	5	1
90	одна и та	1	1
91	в точном смысле	2	1
92	заключать в себе	1	1
93	и той же	2	1
94	то же слово	2	1
95	но если бы	1	1
96	бросается в глаза	1	1
97	в тех случаях	2	1
98	и все же	1	1
99	становится совершенно ясным	1	1
100	по сравнению с	1	1
101	которые с точки	1	1
102	не знаем как	1	1
103	таким образом мы	1	1
104	то для того	1	1
105	хотя бы в	1	1
106	таким же точно	1	1
107	не только не	1	1
108	к которому мы	1	1
109	до какой степени	1	1
110	можно сказать что	2	1
111	с тем и	2	1
112	той роли которую	1	1
113	из всего сказанного	1	1
114	как бы в	3	1
115	с которой мы	1	1
116	одной и той	2	1
117	том что такое	1	1
118	вовсе не является	1	1
119	не может быть	2	1
120	в разговоре с	1	1
121	при этом она	1	1
