N	2gram	Trubetskoy_1	Istorich
1	и в	26	26
2	так как	9	18
3	мы имеем	2	14
4	никогда не	5	13
5	потому что	7	13
6	и на	2	12
7	в этом	15	12
8	таким образом	22	12
9	в том	11	12
10	что в	9	12
11	мы видели	2	11
12	может быть	10	11
13	связь с	2	11
14	не только	10	10
15	том что	7	10
16	в образе	2	10
17	с другой	8	10
18	и не	8	10
19	еще не	2	9
20	представление о	6	9
21	а именно	1	9
22	что он	4	9
23	но и	9	9
24	и это	2	8
25	все эти	6	8
26	все же	6	8
27	в нем	4	8
28	с ним	1	8
29	вместе с	15	8
30	другой стороны	1	8
31	но в	7	7
32	мы можем	2	7
33	и его	1	7
34	о том	6	7
35	с одной	7	7
36	уже не	3	7
37	у него	1	7
38	превращается в	2	7
39	одной стороны	7	7
40	мы уже	1	6
41	мы не	1	6
42	эта связь	1	6
43	как в	1	6
44	у народов	1	6
45	в ином	1	6
46	и с	10	6
47	в виде	4	6
48	то что	7	6
49	связан с	2	6
50	не может	4	6
51	то же	4	5
52	в ней	1	5
53	за собой	3	5
54	чаще всего	1	5
55	как и	1	5
56	и что	4	5
57	в то	4	5
58	так и	6	5
59	в его	5	5
60	мы видим	1	5
61	только в	4	5
62	тем что	1	5
63	у нас	1	5
64	там где	1	5
65	его в	1	5
66	на небе	2	5
67	с его	2	4
68	что оно	4	4
69	в китае	2	4
70	из этих	10	4
71	имеем в	1	4
72	на его	1	4
73	на земле	1	4
74	и по	4	4
75	это не	1	4
76	с тем	18	4
77	не всегда	2	4
78	в очень	1	4
79	совершенно ясно	1	4
80	а также	2	4
81	что и	6	4
82	себе в	1	4
83	в других	3	4
84	до сих	5	4
85	прежде всего	2	4
86	связано с	2	4
87	зависит от	1	4
88	одну из	1	4
89	как бы	12	4
90	сих пор	5	4
91	у них	3	4
92	но это	1	4
93	все что	2	4
94	же как	3	3
95	и через	1	3
96	связана с	2	3
97	время как	1	3
98	из которых	4	3
99	видели что	1	3
100	или иное	2	3
101	когда он	3	3
102	и наконец	2	3
103	та же	1	3
104	в себе	6	3
105	если он	1	3
106	борьбы с	1	3
107	что она	1	3
108	главным образом	8	3
109	при этом	3	3
110	если бы	3	3
111	что душа	1	3
112	так например	2	3
113	в них	2	3
114	нет в	1	3
115	попадает в	4	3
116	такой же	1	3
117	в своей	1	3
118	таким же	1	3
119	и ее	1	3
120	в одном	3	3
121	не в	2	3
122	их в	1	3
123	того как	1	3
124	к концу	3	3
125	не потому	2	3
126	могут быть	1	3
127	как только	1	3
128	его с	1	3
129	и другие	3	3
130	данном случае	1	3
131	то время	1	3
132	в индии	8	3
133	если они	1	3
134	другими словами	1	3
135	один из	2	3
136	том как	1	3
137	и действительно	2	3
138	в качестве	3	3
139	так что	3	3
140	при помощи	1	3
141	и других	1	3
142	и только	4	3
143	далеко не	4	3
144	от этого	1	3
145	не было	2	3
146	в данном	1	3
147	что здесь	1	3
148	и от	4	3
149	кроме того	1	3
150	превратился в	1	3
151	а в	4	3
152	сказать что	2	3
153	на более	1	3
154	из этого	2	3
155	как на	8	3
156	в своих	1	3
157	к этому	3	3
158	они не	1	3
159	только он	1	2
160	представляют себе	1	2
161	того же	6	2
162	что когда	1	2
163	что эти	3	2
164	и больше	2	2
165	то самое	1	2
166	всех его	1	2
167	к богам	1	2
168	представлением о	1	2
169	большей частью	3	2
170	представляет собой	3	2
171	но не	8	2
172	по отношению	1	2
173	должны были	1	2
174	тогда как	1	2
175	а через	1	2
176	на то	2	2
177	относится к	2	2
178	в одной	1	2
179	с этим	1	2
180	в своем	3	2
181	то или	2	2
182	что касается	1	2
183	целый ряд	4	2
184	и как	3	2
185	и конечно	1	2
186	что это	3	2
187	в этой	4	2
188	и до	1	2
189	и те	3	2
190	на западе	3	2
191	он не	4	2
192	чтобы они	1	2
193	с представлением	1	2
194	из него	2	2
195	людей и	2	2
196	с этой	3	2
197	но все	7	2
198	человека в	1	2
199	его не	2	2
200	на этой	1	2
201	живет в	1	2
202	было бы	1	2
203	известно что	1	2
204	смерть и	1	2
205	ни в	1	2
206	и некоторые	1	2
207	в эту	2	2
208	или вообще	1	2
209	и сейчас	2	2
210	связь со	1	2
211	человеком и	1	2
212	в которых	4	2
213	которые в	2	2
214	однако в	1	2
215	даже в	1	2
216	связей с	1	2
217	которых он	1	2
218	не имеет	5	2
219	не могло	2	2
220	это мы	1	2
221	не вполне	3	2
222	тела и	1	2
223	и далее	1	2
224	отличается от	2	2
225	должны быть	1	2
226	к тому	6	2
227	от нее	1	2
228	утверждать что	2	2
229	в свое	1	2
230	но при	2	2
231	здесь не	1	2
232	некоторые другие	1	2
233	только то	1	2
234	это жертвоприношение	1	2
235	с собой	1	2
236	о котором	2	2
237	ничего не	1	2
238	как существо	1	2
239	после того	1	2
240	можно сказать	3	2
241	эти два	1	2
242	того что	3	2
243	людей а	1	2
244	мы знаем	1	2
245	мир не	1	2
246	могли быть	1	2
247	не так	1	2
248	никто не	1	2
249	всяком случае	6	2
250	смерти и	1	2
251	их можно	1	2
252	что они	1	2
253	после смерти	10	2
254	а с	7	2
255	не означает	1	2
256	а не	5	2
257	о чем	1	2
258	он становится	1	2
259	на колеснице	1	2
260	в одно	2	2
261	уже давно	2	2
262	рыбы и	1	2
263	него в	1	2
264	так же	5	2
265	когда мы	1	2
266	отношению к	3	2
267	что мы	2	2
268	влечет за	2	2
269	но для	1	2
270	же представление	1	2
271	мира и	1	2
272	не представляет	1	2
273	мы должны	6	2
274	только что	2	2
275	в этих	4	2
276	смерти в	1	2
277	не есть	1	2
278	с ними	1	2
279	жизни и	2	2
280	точно так	3	2
281	во всяком	6	2
282	это неверно	1	1
283	с новыми	1	1
284	сидит он	1	1
285	вряд ли	1	1
286	речь идет	1	1
287	соответствии с	1	1
288	отношения к	1	1
289	одним из	2	1
290	в русских	2	1
291	таком случае	1	1
292	в связи	3	1
293	силы и	2	1
294	мере в	1	1
295	и есть	1	1
296	очень много	2	1
297	этого мира	1	1
298	полагают что	1	1
299	в какой-то	1	1
300	все те	1	1
301	между человеком	1	1
302	и этот	1	1
303	несколько иной	1	1
304	а как	1	1
305	есть не	1	1
306	превратились в	1	1
307	ни у	2	1
308	нам в	1	1
309	именно к	1	1
310	этом не	1	1
311	он как	1	1
312	совпадает с	1	1
313	оно есть	1	1
314	существо которое	1	1
315	не совсем	1	1
316	же что	1	1
317	бы с	1	1
318	так или	3	1
319	а другие	1	1
320	и сами	2	1
321	на них	1	1
322	мы читаем	1	1
323	за это	1	1
324	что его	1	1
325	во всех	2	1
326	общих чертах	1	1
327	основано на	2	1
328	природы и	1	1
329	так для	1	1
330	друг на	2	1
