N	3gram	Losev_Dial_3	Problema
1	с точки зрения	14	11
2	той или иной	2	11
3	тем не менее	10	10
4	содержит в себе	1	8
5	в том что	3	8
6	это значит что	21	7
7	то же самое	1	6
8	по крайней мере	5	6
9	сам по себе	5	6
10	с другой стороны	2	6
11	в данном случае	1	5
12	ни в каком	3	5
13	но даже и	2	4
14	во всяком случае	2	4
15	не только не	7	4
16	имеем в виду	1	3
17	на самом деле	1	3
18	ни в коем	3	3
19	точно так же	2	3
20	и тем не	2	3
21	а это значит	1	3
22	в зависимости от	2	3
23	в коем случае	3	3
24	тех или иных	1	3
25	в связи с	1	3
26	и во всяком	1	3
27	того или иного	2	3
28	о том что	5	3
29	и ни в	1	3
30	и т д	23	3
31	мы ни взяли	1	2
32	в чистом виде	1	2
33	хотя и не	2	2
34	не говоря уже	2	2
35	что иное как	6	2
36	у меня в	1	2
37	сами по себе	3	2
38	тот или иной	2	2
39	в том смысле	1	2
40	или по крайней	1	2
41	даже и не	3	2
42	и в частности	1	2
43	тут перед нами	1	2
44	то время как	4	2
45	это не просто	1	2
46	уж во всяком	1	2
47	уже по одному	2	2
48	только в виде	1	2
49	не есть ни	3	2
50	и не просто	2	2
51	в каком смысле	3	2
52	несмотря ни на	1	2
53	нет никакой возможности	1	2
54	более или менее	1	2
55	есть не что	3	2
56	не что иное	6	2
57	чем иным как	1	2
58	вовсе не есть	5	2
59	в то время	4	2
60	не чем иным	1	2
61	и прежде всего	3	2
62	а то что	1	2
63	в то же	1	2
64	каком смысле не	1	2
65	и больше ничего	4	2
66	сама по себе	4	2
67	в сравнении с	3	2
68	только при условии	1	2
69	к тому же	2	2
70	не о чем	1	1
71	потому что его	2	1
72	и нет никакого	1	1
73	крайней мере в	3	1
74	есть нечто существующее	10	1
75	есть нечто и	2	1
76	а следовательно и	1	1
77	можно и нужно	1	1
78	относится только к	1	1
79	значит отличаться от	1	1
80	и этот ряд	1	1
81	в других областях	1	1
82	в силу этого	2	1
83	только потому что	1	1
84	нет и никакой	1	1
85	иметь в виду	2	1
86	и всякого рода	1	1
87	ни за что	1	1
88	когда говорят о	1	1
89	тем что оно	2	1
90	мы имеем в	1	1
91	уж тем более	1	1
92	это было бы	2	1
93	не содержит в	1	1
94	если только оно	1	1
95	то ясно что	3	1
96	он всегда есть	1	1
97	в таком виде	1	1
98	так что в	1	1
99	все это есть	1	1
100	перестал бы быть	1	1
101	на ряде примеров	1	1
102	значит что он	4	1
103	не есть нечто	3	1
104	же как и	1	1
105	как раз и	3	1
106	дело вовсе не	1	1
107	и не может	1	1
108	и в то	1	1
109	не отличаются от	1	1
110	можно мыслить и	2	1
111	по себе и	1	1
112	бы то ни	1	1
113	то тем самым	1	1
114	ни в чем	1	1
115	говорит о себе	1	1
116	только на то	2	1
117	и говорить о	1	1
118	и даже в	1	1
119	на первом плане	1	1
120	тем или другим	1	1
121	говоря уже о	2	1
122	это и значит	1	1
123	с этой точки	2	1
124	тут нет ничего	1	1
125	одно и то	2	1
126	категорически утверждать что	1	1
127	в таком случае	10	1
128	есть то что	5	1
129	до сих пор	1	1
130	при их помощи	1	1
131	в ней не	1	1
132	еще не есть	1	1
133	для всякого непредубежденного	1	1
134	них как раз	1	1
135	не значит что	1	1
136	школьнику известно что	1	1
137	так же как	2	1
138	а живое существо	1	1
139	исторического процесса в	1	1
140	помощи того или	1	1
141	тот кто хочет	1	1
142	если бы мы	1	1
143	то ни было	1	1
144	т е есть	1	1
145	с одной стороны	3	1
146	всего сама же	1	1
147	на одной из	1	1
148	даже если бы	1	1
149	и уж тем	1	1
150	то это значит	4	1
151	тех или других	1	1
152	и как бы	1	1
153	вот тут-то и	1	1
154	значит что мы	4	1
155	в последнее время	1	1
156	а не просто	6	1
157	не в том	1	1
158	но если оно	1	1
159	не тем что	1	1
160	это не значит	1	1
161	где же тут	2	1
162	не говорит о	2	1
163	от всякого другого	5	1
164	случае не есть	2	1
165	само по себе	5	1
166	но так как	1	1
167	миф есть в	1	1
168	этой точки зрения	2	1
169	больше ничего и	1	1
170	с полной убедительностью	1	1
171	из которых состоит	3	1
172	несмотря на свою	1	1
173	при помощи того	1	1
174	образы и картины	1	1
175	д и т	5	1
176	но она в	1	1
177	ни на какую	1	1
178	том смысле что	1	1
179	коем случае не	3	1
180	это и есть	2	1
181	во всем этом	1	1
182	не может существовать	2	1
183	только он один	2	1
184	только на одном	1	1
185	не менее в	1	1
186	не существует но	1	1
187	ничего не говорит	3	1
188	что это не	2	1
189	на то что	3	1
190	при помощи столь	1	1
191	мы вовсе не	1	1
192	т д и	6	1
193	е есть ничто	1	1
194	и у меня	1	1
195	к тому что	2	1
196	это вовсе не	1	1
197	здесь не просто	1	1
198	необходимо категорически утверждать	1	1
199	это не только	1	1
200	если иметь в	2	1
201	против этого не	1	1
202	как и в	3	1
203	значит что его	1	1
204	по себе есть	1	1
205	не есть просто	4	1
206	вовсе не имеем	1	1
