N	3gram	Potebnia_M_1	Istorich
1	и т д	4	16
2	с другой стороны	5	8
3	не только в	3	5
4	о том что	1	5
5	так же как	1	4
6	с одной стороны	3	4
7	тем не менее	6	4
8	в том что	13	4
9	этой точки зрения	1	3
10	в ответ на	1	3
11	то что в	1	3
12	с этой точки	1	3
13	с этой стороны	1	3
14	не может быть	9	3
15	точно так же	1	2
16	но и в	4	2
17	т д в	1	2
18	после того как	1	2
19	но это не	1	2
20	на этот вопрос	2	2
21	до сих пор	1	2
22	может быть понят	1	2
23	но тем не	3	2
24	так и в	3	2
25	а в том	3	2
26	мы не можем	1	2
27	таким образом мы	1	2
28	в то время	1	2
29	другой стороны и	1	2
30	но все же	1	2
31	как и в	2	2
32	что и в	3	2
33	мы увидим что	3	2
34	от одного лица	1	1
35	потому что я	1	1
36	таким образом что	2	1
37	на том что	1	1
38	не в состоянии	1	1
39	только потому что	2	1
40	с точки зрения	3	1
41	выше мы видели	1	1
42	мере того как	3	1
43	он не мог	1	1
44	а не в	1	1
45	но так как	1	1
46	по отношению к	13	1
47	и может быть	2	1
48	по мере того	3	1
49	с тех пор	1	1
50	необходимо было бы	1	1
51	только в том	6	1
52	это не объясняет	1	1
53	и то и	1	1
54	сама по себе	3	1
55	д то это	1	1
56	бы то ни	2	1
57	потому что имеет	2	1
58	а так как	3	1
59	том что именно	1	1
60	и т п	2	1
61	только там где	1	1
62	именно так как	1	1
63	можно было бы	1	1
64	как если бы	1	1
65	и что не	1	1
66	то и другое	2	1
67	думать что в	1	1
68	показать что и	1	1
69	не может видеть	1	1
70	и что в	3	1
71	там где он	1	1
72	что во всех	1	1
73	то ни было	1	1
74	легко может быть	1	1
75	друг на друга	1	1
76	это не так	1	1
77	в связи с	1	1
78	и потому что	2	1
79	может быть названо	3	1
80	то чего не	1	1
81	в них не	2	1
82	никто не может	1	1
83	нет ли в	1	1
84	том что заставляет	1	1
85	а не его	1	1
86	более или менее	1	1
87	но с другой	2	1
88	потому что эти	1	1
89	ничего не может	1	1
90	это значит что	1	1
91	и тем более	1	1
92	вопрос о том	1	1
93	с тем и	1	1
94	в один момент	1	1
95	к тому что	2	1
96	в которое он	1	1
97	т д то	1	1
98	по его мнению	4	1
99	не может получить	1	1
100	для нас не	1	1
101	она не может	1	1
102	и в каждом	1	1
103	как мы видели	1	1
104	мы видели что	1	1
