N	3gram	Tiupa_Narr_2	Literetu
1	в е годы	1	8
2	то же время	3	7
3	в то же	3	7
4	в этом отношении	3	5
5	в отличие от	5	5
6	к тому же	4	5
7	по отношению к	5	4
8	в данном случае	6	4
9	с одной стороны	5	4
10	о том что	4	4
11	в том что	8	4
12	в соответствии с	3	3
13	с точки зрения	2	3
14	тогда как в	2	3
15	не может быть	2	3
16	себя в другом	1	2
17	особое место в	2	2
18	то что я	1	2
19	к себе самому	3	2
20	состоит в том	4	2
21	к жизни в	1	2
22	в самом деле	1	2
23	подобно тому как	2	2
24	то же самое	1	2
25	одной стороны и	1	2
26	самим собой но	1	2
27	человеческого присутствия в	1	2
28	но и в	2	2
29	в то что	1	2
30	не только в	6	2
31	по большей части	3	2
32	так или иначе	1	2
33	и тем самым	2	2
34	той или иной	3	2
35	но и не	1	2
36	обратим внимание на	1	2
37	социального взаимодействия трех	1	1
38	жизни в целом	1	1
39	уже шла речь	1	1
40	раз в том	1	1
41	что иное как	1	1
42	человеку и к	1	1
43	хотя и не	2	1
44	в той или	1	1
45	об отсутствии у	1	1
46	слово есть выражение	1	1
47	о ком или	1	1
48	как бы не	1	1
49	начинается с того	1	1
50	на самом деле	2	1
51	продукт социального взаимодействия	1	1
52	ли не наиболее	1	1
53	место в этой	1	1
54	себя со стороны	1	1
55	оставаться самим собой	1	1
56	только по отношению	1	1
57	взаимодействия трех говорящего	1	1
58	исследования в области	1	1
59	ком или о	1	1
60	в воспринимающем сознании	1	1
61	я в мире	2	1
62	именно то что	2	1
63	а также в	1	1
64	выражение и продукт	1	1
65	читателя и того	1	1
66	по аналогии с	1	1
67	и т п	2	1
68	в другом и	1	1
69	а то и	2	1
70	как в литературе	1	1
71	может быть только	1	1
72	то что было	1	1
73	как раз в	1	1
74	едва ли не	1	1
75	или о чем	1	1
76	не что иное	1	1
77	или иначе в	1	1
78	если говорить о	1	1
79	и представляет собой	3	1
80	на первый взгляд	1	1
81	всякое коммуникативное событие	1	1
82	трех говорящего автора	1	1
83	на мой взгляд	1	1
84	но при этом	3	1
85	и потому не	1	1
86	здесь всего лишь	1	1
87	в связи с	1	1
88	того о ком	1	1
89	я не могу	1	1
90	как бы в	2	1
91	для того чтобы	1	1
92	тогда как сам	1	1
93	а не только	1	1
94	этой точки зрения	1	1
95	с действительной жизнью	1	1
96	одно из существеннейших	1	1
97	более или менее	1	1
98	которое может быть	1	1
99	чем говорят героя	1	1
100	не впадая в	1	1
101	отношения к себе	1	1
102	и у нас	2	1
103	с того что	1	1
104	начало и конец	1	1
105	и того о	1	1
106	не только не	2	1
107	в конечном счете	3	1
108	в этом втором	1	1
109	организатор коммуникативного события	1	1
110	в этой системе	1	1
111	и продукт социального	1	1
112	есть выражение и	1	1
113	с этой точки	1	1
114	о чем говорят	1	1
115	текста и не	1	1
116	никогда не бывает	1	1
117	к тому что	3	1
118	в силу своей	1	1
119	тем не менее	4	1
