N	4gram	Voloshinov_1	Marksizm
1	в то же время	1	8
2	но в то же	1	5
3	одно и то же	2	3
4	и то же слово	2	2
5	может быть и речи	1	2
6	в собственном смысле слова	1	2
7	с точки зрения своего	1	2
8	не может быть и	1	2
9	на изолированное монологическое высказывание	1	2
10	но тем не менее	1	1
11	лишь с точки зрения	1	1
12	интонации в жизненной речи	1	1
13	единству языка как системы	1	1
14	не что иное как	2	1
15	и не может быть	1	1
16	по себе а лишь	1	1
17	то же самое слово	1	1
18	изолированное монологическое высказывание и	1	1
19	не может быть объяснено	1	1
20	к единству языка как	1	1
