N	3gram	Tiupa_Narr_2	Psycholo
1	и т п	2	15
2	в том что	8	9
3	не может быть	2	8
4	в самом деле	1	7
5	о том что	4	7
6	во всяком случае	1	6
7	в зависимости от	1	5
8	то время как	1	5
9	в то время	1	5
10	не в том	1	5
11	этой точки зрения	1	5
12	подобно тому как	2	5
13	с одной стороны	5	5
14	для того чтобы	1	5
15	с этой точки	1	4
16	так же как	2	4
17	до сих пор	1	3
18	в отличие от	5	3
19	точно так же	2	3
20	что у него	1	3
21	не только не	2	3
22	в конечном счете	3	3
23	все то что	2	3
24	хотя и не	2	2
25	то что я	1	2
26	состоит в том	4	2
27	может быть сведена	1	2
28	более или менее	1	2
29	в этом смысле	1	2
30	никак не может	1	2
31	то же самое	1	2
32	с точки зрения	2	2
33	в таком случае	1	2
34	а потому не	1	2
35	в этом отношении	3	2
36	т п все	1	2
37	в противоречие с	1	2
38	в евгении онегине	1	2
39	быть сведена к	1	2
40	а в том	2	2
41	отнюдь не означает	1	2
42	не означает что	1	2
43	каждого из этих	1	2
44	так и в	1	2
45	в результате его	1	2
46	то есть в	1	2
47	том что искусство	1	2
48	на самом деле	2	2
49	тем не менее	4	2
50	на то чтобы	2	2
51	в виду и	1	1
52	и того же	1	1
53	и для нас	1	1
54	не может не	1	1
55	точки зрения на	1	1
56	в основе своей	1	1
57	в которой он	1	1
58	со стороны именно	1	1
59	людей а не	1	1
60	в чем же	1	1
61	мы имеем дело	2	1
62	одним и тем	1	1
63	в том как	2	1
64	одной стороны и	1	1
65	мы всегда можем	1	1
66	по сравнению с	1	1
67	что с точки	1	1
68	именно то что	2	1
69	а также в	1	1
70	что человек есть	1	1
71	есть все же	1	1
72	что только в	1	1
73	у него есть	1	1
74	и вследствие этого	2	1
75	виде в каком	1	1
76	в той мере	2	1
77	том или ином	1	1
78	во всей его	1	1
79	стороны и в	1	1
80	может быть только	1	1
81	едва ли не	1	1
82	мы его не	1	1
83	и тем же	1	1
84	не только в	6	1
85	в известном смысле	3	1
86	и потому не	1	1
87	в том или	1	1
88	в связи с	1	1
89	то что он	1	1
90	мере в какой	2	1
91	как бы в	2	1
92	в полной мере	1	1
93	вместо того чтобы	1	1
94	которое может быть	1	1
95	того и другого	1	1
96	характеры действующих лиц	2	1
97	и в известном	1	1
98	вслед за этим	1	1
99	к которым приводит	1	1
100	существенную роль в	2	1
101	что иное как	1	1
102	можно сказать что	3	1
103	одного и того	1	1
104	это действительно так	1	1
105	не что иное	1	1
106	в области литературы	1	1
107	той мере в	2	1
108	тому что он	2	1
109	к тому же	4	1
110	в нем не	1	1
