N	3gram	Bakhtin_Fr_3	Tragedij
1	то же время	6	5
2	в то же	6	5
3	в отличие от	3	2
4	и в частности	1	2
5	в данном случае	2	2
6	но в то	4	2
7	между этими двумя	1	2
8	о том что	2	2
9	и в самом	1	2
10	но все же	1	2
11	в том что	1	2
12	в этом случае	1	1
13	как и его	1	1
14	и здесь есть	1	1
15	был так сказать	1	1
16	об этом свидетельствует	1	1
17	связан и с	1	1
18	и до конца	5	1
19	можно было слышать	1	1
20	же время он	1	1
21	он заявляет что	1	1
22	имеет в виду	2	1
23	и не может	1	1
24	в своей книге	2	1
25	хотя бы и	1	1
26	в той же	4	1
27	но несмотря на	1	1
28	за то что	1	1
29	это как бы	1	1
30	вместе с ними	1	1
31	это может быть	1	1
32	в применении к	1	1
33	во всяком случае	1	1
34	в высшей степени	1	1
35	смысле этого слова	1	1
36	это тот самый	1	1
37	в году и	1	1
38	и в этом	1	1
39	по сравнению с	2	1
40	прежде всего необходимо	3	1
41	начала и до	4	1
42	бы и не	1	1
43	в xix веке	1	1
44	в связи с	4	1
45	то что он	1	1
46	и даже некоторые	1	1
47	к этой теме	2	1
48	вместо того чтобы	1	1
49	не может быть	2	1
50	о нем по	1	1
51	xx века в	1	1
52	как и все	3	1
53	и вместе с	1	1
54	это и есть	1	1
55	что в ней	1	1
56	возвращается к этой	1	1
57	в одном из	1	1
58	с самого начала	1	1
59	с начала и	4	1
60	в последней главе	1	1
61	может быть в	2	1
62	как и в	2	1
