N	4gram	Bakhtin_Pr_1	Marksizm
1	в то же время	3	8
2	но в то же	1	5
3	бы то ни было	2	4
4	на самом же деле	1	3
5	с одной стороны и	1	2
6	с точки зрения самого	2	2
7	отнюдь не может быть	1	2
8	ни в коем случае	2	2
9	конечно не следует что	1	1
10	никогда не может быть	1	1
11	дело в том что	1	1
12	не может обойтись без	1	1
13	в таком положении находится	1	1
14	одной из важнейших проблем	1	1
15	вообще не имеет дела	1	1
16	в коем случае не	2	1
17	по отношению к нему	1	1
18	ни в какой мере	1	1
19	не что иное как	1	1
20	и не может быть	1	1
21	как бы они ни	1	1
22	только по отношению к	4	1
23	бы они ни были	1	1
24	не может быть признано	1	1
25	ни к чему не	1	1
26	в большинстве случаев он	1	1
27	в противном случае оно	1	1
28	мы можем сказать что	1	1
29	мы здесь не касаемся	1	1
30	несмотря на то что	1	1
31	не говоря уже о	1	1
32	позиции по отношению к	1	1
