N	3gram	Vinokur_St_3	Tvorches
1	и т д	2	11
2	то же время	3	7
3	в то же	3	7
4	до сих пор	2	3
5	не может быть	5	3
6	если не считать	1	2
7	в самом деле	1	2
8	в одной из	1	2
9	в наше время	1	2
10	по крайней мере	4	2
11	в этой сцене	1	2
12	в том же	1	2
13	во всяком случае	4	2
14	с другой стороны	4	2
15	и т п	6	2
16	о том что	4	2
17	в одном из	1	2
18	в том что	11	2
19	это связано с	3	1
20	в г в	3	1
21	потому что в	1	1
22	с первого взгляда	1	1
23	какое место занимает	1	1
24	может быть назван	2	1
25	начале xix века	3	1
26	в его работе	2	1
27	то это означало	1	1
28	является одним из	1	1
29	скромное место в	1	1
30	не может жить	1	1
31	в конце х	1	1
32	можно было бы	1	1
33	об этом не	1	1
34	но уже в	1	1
35	в году он	1	1
36	в том смысле	2	1
37	в применении к	1	1
38	одном из писем	1	1
39	тем что он	2	1
40	в году в	1	1
41	в начале xix	3	1
42	в чем же	1	1
43	в известном смысле	1	1
44	и в этом	2	1
45	в первом из	1	1
46	а с другой	2	1
47	он говорит что	1	1
48	в свою очередь	1	1
49	той или иной	1	1
50	в связи с	3	1
51	с м бонди	1	1
52	конце х годов	1	1
53	что у него	1	1
54	у нас не	1	1
55	в то время	4	1
56	что он был	2	1
57	том что этот	1	1
58	том смысле что	1	1
59	не означает что	1	1
60	и если бы	1	1
61	с самого начала	2	1
62	была для него	1	1
63	в русской литературе	1	1
64	но это не	3	1
65	в поле зрения	1	1
66	в предисловии к	2	1
67	что в них	1	1
68	и народ в	1	1
69	у пушкина этот	1	1
70	к борису годунову	2	1
71	и в другом	1	1
