N	3gram	Bakhtin_sl_2	Dialekti
1	и т д	2	23
2	с точки зрения	3	14
3	тем не менее	1	10
4	не только не	1	7
5	не может быть	15	6
6	о том что	1	5
7	на первый план	1	4
8	сама по себе	3	4
9	и не только	1	3
10	сами по себе	1	3
11	даже и не	1	3
12	с одной стороны	5	3
13	в том что	4	3
14	как и в	1	3
15	на то что	1	3
16	хотя и не	1	2
17	хотя бы только	1	2
18	не только о	2	2
19	выйти за пределы	1	2
20	того или иного	1	2
21	в зависимости от	4	2
22	не могут быть	2	2
23	с другой стороны	1	2
24	во всяком случае	2	2
25	есть не только	1	2
26	иметь в виду	1	2
27	мы не можем	1	2
28	той или иной	5	2
29	для нас в	1	2
30	одна из самых	1	2
31	том что в	1	1
32	в этом его	1	1
33	а следовательно и	1	1
34	его интерпретация и	1	1
35	мы уже сказали	1	1
36	и в особенности	2	1
37	и даже не	1	1
38	во всем ее	1	1
39	таким образом речь	1	1
40	одной стороны и	3	1
41	до сих пор	2	1
42	и не может	1	1
43	в лучшем случае	1	1
44	и в то	1	1
45	зависимости от этих	1	1
46	сознания но и	1	1
47	это не может	1	1
48	если она не	2	1
49	в этом отношении	3	1
50	не меньше чем	2	1
51	перед нами не	1	1
52	может быть только	1	1
53	в применении к	1	1
54	но может быть	1	1
55	тот факт что	2	1
56	но самый этот	1	1
57	и без всякого	1	1
58	это не значит	1	1
59	может идти не	1	1
60	так и от	1	1
61	лишь тогда когда	2	1
62	не менее чем	1	1
63	зависимости от характера	2	1
64	более или менее	2	1
65	и ни в	1	1
66	ни в чем	2	1
67	с той или	1	1
68	то же время	4	1
69	в нем нет	1	1
70	вовсе не в	1	1
71	только одна из	1	1
72	заключается именно в	1	1
73	к нему и	1	1
74	одна из форм	1	1
75	речь идет о	1	1
76	не менее в	1	1
77	мог бы говорить	1	1
78	не может и	1	1
79	никак не могут	1	1
80	в то же	4	1
81	в связи с	2	1
82	тех или иных	1	1
83	во всем его	1	1
84	все это не	1	1
85	в сфере религиозного	1	1
86	идти не о	1	1
