N	3gram	Bakhtin_Pr_1	Psycholo
1	для того чтобы	2	19
2	в том что	3	12
3	все то что	3	11
4	в самом деле	3	7
5	то же самое	2	6
6	на то что	1	6
7	к тому что	1	5
8	на самом деле	3	5
9	и может быть	1	4
10	с точки зрения	6	4
11	можно было бы	3	4
12	сами по себе	1	3
13	то что в	1	3
14	смысле этого слова	1	3
15	и в этом	1	3
16	не для того	1	3
17	это и есть	1	3
18	и т п	13	3
19	до сих пор	1	3
20	с одной стороны	3	3
21	какое значение имеет	1	2
22	в какой мере	2	2
23	да и не	1	2
24	о том как	1	2
25	и в частности	2	2
26	то время как	1	2
27	если бы мы	1	2
28	в мире в	1	2
29	с другой стороны	4	2
30	именно в том	1	2
31	таким образом в	1	2
32	в нем нет	1	2
33	в то время	1	2
34	и в самом	1	2
35	и т д	1	2
36	что иное как	1	1
37	и в общем	1	1
38	мы в дальнейшем	1	1
39	или хотя бы	1	1
40	то есть как	1	1
41	содержания и формы	1	1
42	по отношению к	19	1
43	равно как и	1	1
44	подобно тому как	1	1
45	мы ничего не	1	1
46	также и в	1	1
47	в том и	1	1
48	но далеко не	1	1
49	именно то что	1	1
50	бы то ни	3	1
51	что все эти	1	1
52	не было бы	1	1
53	за пределы этого	1	1
54	с тем что	1	1
55	то же время	3	1
56	и не может	2	1
57	на этот вопрос	1	1
58	видит в них	1	1
59	так например в	1	1
60	со всех сторон	2	1
61	можно найти в	1	1
62	в художественном произведении	4	1
63	приходится иметь дело	2	1
64	то ни было	2	1
65	и с точки	1	1
66	и в то	2	1
67	в самых основах	1	1
68	а также и	1	1
69	в том как	1	1
70	ясно что в	1	1
71	и смысла и	1	1
72	в свою очередь	1	1
73	дело в том	1	1
74	которых мы можем	1	1
75	и если он	1	1
76	бы не было	1	1
77	оно может быть	1	1
78	в своем роде	1	1
79	совершенно не можем	1	1
80	и в свою	1	1
81	так относится к	1	1
82	не даны в	1	1
83	не может быть	11	1
84	не что иное	1	1
85	лежащая в основе	1	1
86	ни в какой	1	1
87	событие в его	1	1
88	и независимо от	1	1
89	то есть в	1	1
90	к выводу что	1	1
91	не только в	2	1
92	в конечном счете	4	1
93	можно сказать что	2	1
94	но вся эта	1	1
95	в этом смысле	3	1
96	и есть та	1	1
97	в то же	3	1
98	как мы уже	1	1
99	это как бы	1	1
100	быть не может	1	1
101	материала в его	1	1
102	в дальнейшем будем	1	1
103	она не может	1	1
104	автор как бы	1	1
105	формы и содержания	2	1
