N	4gram	Vygotskiy__1	Psycholo
1	заключается в том что	4	4
2	указывает на то что	2	3
3	в самом деле стоит	1	2
4	в то время как	4	2
5	все больше и больше	1	2
6	одно и то же	2	2
7	все более и более	2	2
8	о которых мы говорили	1	2
9	указал на то что	1	2
10	мы могли бы сказать	2	1
11	он прямо говорит что	1	1
12	на две части в	1	1
13	только для того чтобы	1	1
14	в такой же мере	3	1
15	в какой мере не	1	1
16	ни в какой мере	1	1
17	или во всяком случае	1	1
18	с этой точки зрения	1	1
19	которые она себе ставит	1	1
20	одной и той же	2	1
21	в полном согласии с	1	1
22	и в этом отношении	1	1
23	заключается в том чтобы	1	1
24	которых мы говорили выше	1	1
25	как и все прочие	1	1
26	две части в первой	1	1
27	для того чтобы с	1	1
28	в одной и той	1	1
