N	2gram	Bakhtin_Fr_2	Sotsiolo
1	все это	9	7
2	в том	3	5
3	в этом	15	5
4	метод в	2	4
5	как же	1	3
6	для нас	1	3
7	не только	17	3
8	и в	49	3
9	не в	1	3
10	в его	18	3
11	за пределы	2	2
12	но и	13	2
13	конце концов	1	2
14	было бы	3	2
15	к которому	1	2
16	в смысле	2	2
17	должна быть	1	2
18	только в	13	2
19	далеко не	3	2
20	том что	4	2
21	в частности	1	2
22	то что	6	2
23	главным образом	1	2
24	литературы и	2	2
25	еще не	2	2
26	только как	1	2
27	таким образом	7	2
28	это и	2	2
29	отношению к	1	2
30	в конце	2	2
31	что в	2	2
32	может быть	5	2
33	как бы	11	2
34	по отношению	1	2
35	по существу	2	2
36	то же	7	2
37	что все	1	1
38	вряд ли	2	1
39	наконец в	3	1
40	даже в	3	1
41	в мире	2	1
42	несколько упрощенно	1	1
43	в этой	10	1
44	эти два	2	1
45	выходит за	1	1
46	на все	3	1
47	с другой	4	1
48	его в	1	1
49	дает нам	2	1
50	литературы как	1	1
51	художественных произведений	1	1
52	на определенных	2	1
53	ровно ничего	1	1
54	с ним	4	1
55	это не	1	1
56	на этот	1	1
57	именно в	6	1
58	в чем	1	1
59	все же	7	1
60	один из	7	1
61	и есть	1	1
62	перед нами	1	1
63	в то	6	1
64	тем же	1	1
65	и наконец	1	1
66	жанра и	1	1
67	еще и	1	1
68	только то	2	1
69	тем что	4	1
70	в наше	1	1
71	и как	1	1
72	что эти	1	1
73	что он	3	1
74	прежде всего	19	1
75	в них	13	1
76	так и	6	1
77	не было	4	1
78	одной стороны	3	1
79	и не	15	1
80	никогда не	5	1
81	наше время	1	1
82	не место	1	1
83	это как	1	1
84	же время	6	1
85	ничего не	2	1
86	мы еще	2	1
87	развития и	1	1
88	и о	4	1
89	все эти	7	1
90	именно на	2	1
91	как и	11	1
92	бы в	1	1
93	с помощью	1	1
94	для этого	1	1
95	в настоящее	1	1
96	этих вопросов	1	1
97	мы должны	2	1
98	их на	1	1
99	в сущности	8	1
100	в серьезных	1	1
101	но она	1	1
102	вот в	2	1
103	образом в	1	1
104	конечно не	1	1
105	в связи	2	1
106	в те	1	1
107	и его	17	1
108	в этих	4	1
109	место в	3	1
110	связи с	2	1
111	в лучшем	1	1
112	хотя бы	1	1
113	вступает в	1	1
114	в целом	1	1
115	не может	7	1
116	в своей	5	1
117	только тогда	1	1
118	а в	4	1
119	должны служить	1	1
120	еще недостаточно	1	1
121	благодаря этому	4	1
122	о том	3	1
123	развиваться в	1	1
124	его утверждение	1	1
125	не дает	3	1
126	именно и	1	1
127	в области	4	1
128	и потому	5	1
129	настоящее время	1	1
130	в него	2	1
131	но именно	3	1
132	в котором	1	1
133	в строгом	1	1
134	точке зрения	1	1
135	литературе и	1	1
136	и стиля	1	1
137	на что	1	1
138	время в	1	1
139	всяком случае	2	1
140	на точке	1	1
141	и связь	1	1
142	в силу	1	1
143	слишком много	1	1
144	ни на	1	1
145	должно было	1	1
146	вовсе не	10	1
147	новое и	1	1
148	с одной	3	1
149	далеки от	1	1
150	но не	5	1
151	у него	2	1
152	в виде	1	1
153	и по	1	1
154	это по	1	1
155	и более	4	1
156	во всяком	2	1
157	это значит	1	1
