N	2gram	Tiupa_Narr_1	StatiiOP
1	и в	11	29
2	том что	7	27
3	в том	8	27
4	в этом	12	21
5	не только	31	19
6	но и	27	19
7	что в	3	19
8	о том	4	17
9	в его	6	13
10	что он	3	13
11	в которой	1	11
12	то что	9	11
13	все это	1	11
14	таким образом	1	10
15	к тому	6	10
16	и т	1	9
17	в своем	3	9
18	он не	3	9
19	потому что	5	9
20	так и	5	9
21	этом отношении	3	9
22	и не	23	9
23	но в	7	8
24	как раз	6	8
25	по поводу	1	8
26	в ней	4	7
27	в самом	6	7
28	так например	1	7
29	но все	1	7
30	в своей	5	7
31	в котором	1	7
32	тому что	1	7
33	того как	1	7
34	для того	3	7
35	в виду	1	7
36	с тем	1	7
37	вместе с	2	7
38	одним из	1	6
39	и на	5	6
40	все же	4	6
41	т д	1	6
42	того чтобы	4	6
43	и его	10	6
44	об этом	6	6
45	в одном	4	6
46	до сих	2	6
47	точки зрения	5	5
48	в русской	3	5
49	была бы	1	5
50	того что	4	5
51	между тем	3	5
52	в качестве	14	5
53	своего рода	10	5
54	прежде всего	4	5
55	а не	13	5
56	о чем	4	5
57	в той	2	5
58	как бы	6	5
59	сих пор	2	5
60	если б	1	4
61	речь идет	3	4
62	хотя и	4	4
63	и к	1	4
64	не приходится	1	4
65	у карамзина	3	4
66	в нем	4	4
67	что у	4	4
68	в другом	1	4
69	и с	3	4
70	не в	6	4
71	дело в	2	4
72	ничего не	2	4
73	и о	3	4
74	времени и	9	4
75	внимание на	4	4
76	связи с	2	4
77	для него	4	4
78	с другой	2	4
79	именно в	3	4
80	действующих лиц	5	4
81	в речи	4	4
82	в частности	14	4
83	еще более	1	4
84	в романе	2	4
85	к этому	1	4
86	например в	1	3
87	же как	1	3
88	самом деле	3	3
89	на самом	1	3
90	идет о	3	3
91	в году	2	3
92	в их	1	3
93	по его	1	3
94	карамзина в	1	3
95	хотя бы	2	3
96	подчеркнуть что	1	3
97	и он	6	3
98	но не	4	3
99	могло быть	1	3
100	не то	1	3
101	которые не	1	3
102	как в	4	3
103	с этим	1	3
104	в полном	1	3
105	не было	3	3
106	что это	1	3
107	в известном	2	3
108	тому же	6	3
109	в начале	3	3
110	из них	4	3
111	не мог	6	3
112	в этих	2	3
113	по себе	4	3
114	не менее	3	3
115	на рубеже	1	3
116	что эта	1	3
117	в обоих	2	3
118	одной из	1	3
119	не могло	2	3
120	никогда не	4	3
121	на себя	4	3
122	и по	1	3
123	тем что	1	3
124	у нас	3	3
125	сомневаться в	1	3
126	оно не	2	3
127	в образе	1	3
128	на нее	1	3
129	столько же	2	3
130	он писал	1	3
131	и здесь	1	3
132	как у	2	3
133	материал для	1	3
134	наконец в	1	3
135	но это	1	3
136	ср у	1	3
137	русского языка	1	3
138	ни одного	1	3
139	всяком случае	2	3
140	обращает на	3	3
141	что на	4	3
142	и даже	2	3
143	еще и	1	3
144	а с	1	3
145	до конца	2	3
146	так же	1	3
147	другой стороны	2	3
148	не является	3	3
149	отношении к	1	3
150	во всяком	2	3
151	как известно	3	2
152	также и	3	2
153	того же	1	2
154	только потому	1	2
155	тем же	2	2
156	то же	8	2
157	действующего лица	1	2
158	пребывания в	1	2
159	это время	1	2
160	бы то	1	2
161	с его	4	2
162	тогда как	10	2
163	отличие от	2	2
164	на то	2	2
165	и я	1	2
166	там где	1	2
167	и как	3	2
168	более или	1	2
169	в этой	6	2
170	в себе	6	2
171	как он	1	2
172	при этом	19	2
173	если бы	7	2
174	тем не	3	2
175	значительной степени	1	2
176	то ни	1	2
177	его в	1	2
178	это было	2	2
179	как и	13	2
180	в москве	2	2
181	в один	1	2
182	или менее	1	2
183	себя внимание	3	2
184	два слова	1	2
185	с точки	1	2
186	как произведение	1	2
187	в отличие	2	2
188	не представляется	1	2
189	что я	1	2
190	от его	1	2
191	не раз	1	2
192	что было	1	2
193	что этот	1	2
194	даже в	1	2
195	и вся	1	2
196	но они	3	2
197	в то	4	2
198	дело не	2	2
199	не имеет	2	2
200	это еще	1	2
201	не может	8	2
202	не по	4	2
203	только с	1	2
204	не до	1	2
205	в области	2	2
206	образом не	1	2
207	с и	1	2
208	самом тексте	1	2
209	в ее	1	2
210	представляется возможным	1	2
211	и сам	1	2
212	особенно в	2	2
213	еще в	3	2
214	он был	1	2
215	этом месте	2	2
216	к подлинному	1	2
217	а также	6	2
218	разумеется в	1	2
219	никак не	2	2
220	в значительной	1	2
221	что и	1	2
222	чем он	2	2
223	только в	12	2
224	достаточно для	1	2
225	бы ни	1	2
226	место из	1	2
227	на всем	1	2
228	раз в	2	2
229	сами по	2	2
230	в конце	2	2
231	так как	1	2
232	случае не	1	2
233	может быть	15	2
234	в особенности	2	2
235	со стороны	8	2
236	о своей	2	2
237	в период	1	2
238	ему не	1	2
239	с той	1	2
240	говорит о	1	2
241	в обращении	1	2
242	на этот	1	2
243	не на	1	2
244	следующее место	1	2
245	его как	1	2
246	было для	1	2
