N	3gram	Bakhtin_Pr_4	KulturaY
1	в том что	2	10
2	можно было бы	2	9
3	с точки зрения	9	8
4	в самом деле	4	7
5	с другой стороны	3	7
6	в этом смысле	2	5
7	во всяком случае	1	5
8	не только в	1	4
9	не может быть	8	4
10	большей или меньшей	2	3
11	в большей или	2	3
12	на этой почве	1	3
13	в конце концов	1	3
14	или меньшей степени	2	3
15	в связи с	1	3
16	то же время	5	3
17	в то же	5	3
18	сплошь да рядом	1	2
19	а следовательно и	2	2
20	в этом случае	1	2
21	хотя бы и	1	2
22	до некоторой степени	1	2
23	на этот вопрос	2	2
24	свою речь в	1	2
25	дело не в	1	2
26	так же как	1	2
27	в отличие от	3	2
28	строить свою речь	1	2
29	в свое время	2	2
30	в широком смысле	1	2
31	но все же	1	2
32	можно сказать что	2	2
33	в узком смысле	2	2
34	так или иначе	1	2
35	широком смысле то	1	1
36	на ту же	1	1
37	хотя и не	2	1
38	вопрос о возможности	1	1
39	иметь в виду	1	1
40	прежде всего в	1	1
41	дело в том	2	1
42	в этом последнем	1	1
43	в какой они	1	1
44	в это слово	1	1
45	и если мы	1	1
46	лежат в области	1	1
47	до сих пор	8	1
48	что мы имеем	1	1
49	сам по себе	3	1
50	в соответствии со	1	1
51	у достоевского и	1	1
52	это вовсе не	2	1
53	о котором идет	1	1
54	и не в	2	1
55	глубокое принципиальное значение	1	1
56	и в других	2	1
57	может быть и	1	1
58	из уст в	1	1
59	в значительной степени	1	1
60	в силу самой	1	1
61	в том или	1	1
62	в данном случае	1	1
63	сами по себе	2	1
64	соответствии со специфическими	1	1
65	себе и не	1	1
66	мы находим и	1	1
67	мы не знаем	1	1
68	с одной стороны	1	1
69	хотя бы до	1	1
70	нужно иметь в	1	1
71	по сравнению с	1	1
72	отношение к слову	1	1
73	бы до некоторой	1	1
74	он уже не	1	1
75	в виду что	1	1
76	но только в	1	1
77	член говорящего коллектива	1	1
78	уст в уста	1	1
79	вместо того чтобы	1	1
80	этого слова и	1	1
81	если есть в	1	1
82	то что мы	1	1
83	как и в	3	1
84	о том что	2	1
85	с самого начала	1	1
86	вовсе не был	1	1
87	сюда же относится	1	1
88	в большинстве случаев	8	1
89	после того как	1	1
90	к тому что	1	1
91	потому что она	1	1
92	сама по себе	2	1
93	то убедимся что	1	1
94	к тому же	1	1
95	как мы знаем	1	1
96	лишает их всякой	1	1
97	и он тоже	2	1
98	также и в	1	1
