N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	14	40
2	и его	5	17
3	прежде всего	11	16
4	в этом	11	15
5	в романе	1	15
6	мы уже	4	13
7	не только	12	13
8	в его	8	13
9	и не	2	13
10	вовсе не	1	12
11	что в	6	12
12	как и	9	11
13	но и	5	11
14	как мы	3	10
15	и т.п	1	10
16	в сущности	1	9
17	он не	4	9
18	может быть	5	9
19	и все	4	9
20	и до	1	8
21	той же	2	8
22	и на	3	8
23	отношение к	1	8
24	все эти	3	8
25	и с	4	8
26	в том	12	8
27	у него	9	8
28	но в	5	8
29	смеха и	1	7
30	то же	9	7
31	в своем	4	7
32	он и	1	7
33	в виду	1	7
34	в одном	1	7
35	и др	1	7
36	в духе	4	7
37	во всех	1	6
38	в самом	4	6
39	в этих	5	6
40	в то	8	6
41	же время	8	6
42	связи с	4	6
43	мы еще	1	6
44	до конца	2	6
45	в своей	10	6
46	в четвертой	1	5
47	в нем	3	5
48	так сказать	2	5
49	в основе	1	5
50	и для	3	5
51	xx века	1	5
52	в особенности	1	5
53	в литературе	3	5
54	для него	10	5
55	то что	8	5
56	не было	4	5
57	а не	12	5
58	в связи	3	5
59	как раз	4	5
60	в своих	3	5
61	смысле слова	1	4
62	также и	1	4
63	жизни и	5	4
64	в ней	4	4
65	xix века	1	4
66	жизнью и	2	4
67	в мире	3	4
68	было бы	6	4
69	ни в	5	4
70	том что	16	4
71	в их	2	4
72	даже в	3	4
73	того чтобы	3	4
74	о том	12	4
75	и о	4	4
76	так в	2	4
77	роль в	1	4
78	особенно в	2	4
79	а также	3	4
80	один из	4	4
81	только на	2	4
82	из них	4	4
83	так как	1	4
84	и даже	3	4
85	до сих	2	4
86	века и	1	4
87	не видит	1	4
88	и потому	2	4
89	в данном	1	4
90	сих пор	2	4
91	все это	2	4
92	видно что	2	4
93	самом деле	5	3
94	на самом	2	3
95	только для	2	3
96	с его	5	3
97	по отношению	8	3
98	отличие от	1	3
99	в этой	8	3
100	и как	1	3
101	и к	4	3
102	было ни	1	3
103	в себе	11	3
104	но ведь	1	3
105	при этом	12	3
106	всех этих	1	3
107	об этом	5	3
108	но именно	1	3
109	в отличие	1	3
110	их в	1	3
111	вплоть до	1	3
112	одна из	2	3
113	так много	1	3
114	уже говорили	1	3
115	о нем	3	3
116	но все	1	3
117	здесь не	2	3
118	в ее	3	3
119	можно было	5	3
120	еще в	3	3
121	если бы	3	3
122	в другом	2	3
123	никак не	2	3
124	в значительной	2	3
125	между тем	8	3
126	еще не	7	3
127	только в	5	3
128	поэтому и	2	3
129	так и	13	3
130	же и	1	3
131	в начале	2	3
132	одно из	1	3
133	в конце	4	3
134	тем что	3	3
135	сказать что	1	3
136	там где	1	3
137	жизнь в	1	3
138	его биографии	1	3
139	в частности	5	3
140	не может	7	3
141	как в	8	3
142	такого рода	3	3
143	как бы	7	3
144	и смерти	3	3
145	и от	4	3
146	но это	1	3
147	а в	7	3
148	к этой	3	3
149	они не	2	3
150	как известно	1	2
151	например в	2	2
152	связана с	1	2
153	это и	1	2
154	по преимуществу	3	2
155	века в	1	2
156	и этот	1	2
157	мы не	2	2
158	общества и	1	2
159	по адресу	2	2
160	на тему	1	2
161	хотя бы	1	2
162	на них	1	2
163	но не	3	2
164	тут же	1	2
165	вот как	1	2
166	что он	9	2
167	все же	3	2
168	односторонней серьезности	1	2
169	в этот	1	2
170	лежит на	2	2
171	в которой	1	2
172	в целом	2	2
173	он в	1	2
174	из этих	1	2
175	раз в	2	2
176	в дальнейшем	1	2
177	эпохи и	1	2
178	на его	2	2
179	как он	2	2
180	в первой	6	2
181	и вот	1	2
182	в плане	1	2
183	на этом	3	2
184	значительной степени	2	2
185	вклад в	1	2
186	лишь в	3	2
187	далеко не	1	2
188	характер и	2	2
189	точки зрения	5	2
190	жизни с	1	2
191	своего рода	7	2
192	которых так	1	2
193	но он	3	2
194	не менее	5	2
195	не раз	2	2
196	ее не	1	2
197	как о	1	2
198	дело в	1	2
199	этом отношении	3	2
200	не слышит	2	2
201	ему не	2	2
202	представляется нам	2	2
203	этой книги	2	2
204	по концепции	1	2
205	и это	4	2
206	данном случае	1	2
207	на основе	2	2
208	времени и	1	2
209	одного из	1	2
210	здесь нет	1	2
211	не исчерпывается	1	2
212	можно сказать	4	2
213	но здесь	1	2
214	характер это	1	2
215	говорит об	1	2
216	особое значение	1	2
217	с того	2	2
218	с другой	1	2
219	нас в	1	2
220	это не	7	2
221	и так	2	2
222	но как	2	2
223	и ее	1	2
224	и у	1	2
225	уже в	1	2
226	и они	1	2
227	слова в	2	2
228	него и	1	2
229	мы знаем	2	2
230	как его	3	2
231	в системе	2	2
232	в форме	2	2
233	рядом с	1	2
234	влияние на	2	2
235	именно в	7	2
236	еще и	1	2
237	романа в	3	2
238	что для	1	2
239	о чем	1	2
240	теперь он	1	2
241	с этим	3	2
242	к жизни	5	2
243	вот я	1	2
244	своей жизни	2	2
245	время это	1	2
246	потому что	5	2
247	хотя в	1	2
248	одной из	2	2
249	в последнем	1	2
250	одновременно и	5	2
251	отношению к	8	2
252	из этого	1	2
253	и другие	1	2
254	это в	3	2
255	все что	1	2
256	глава вторая	1	1
257	ли мы	1	1
258	говоря о	2	1
259	и т	11	1
260	с с	4	1
261	это делает	1	1
262	рассказывает историю	1	1
263	из его	1	1
264	исходит из	1	1
265	высшей степени	1	1
266	был и	1	1
267	с таким	1	1
268	долгое время	1	1
269	на тех	3	1
270	и лицо	1	1
271	не во	1	1
272	не делает	1	1
273	что уже	1	1
274	не была	2	1
275	ни единого	2	1
276	есть нечто	1	1
277	принадлежит к	1	1
278	этом так	1	1
279	вместо того	2	1
280	жизни как	2	1
281	с но	1	1
282	и он	5	1
283	было очень	1	1
284	смысл и	1	1
285	в xix	1	1
286	на другом	1	1
287	литературы и	1	1
288	это действительно	1	1
289	мне на	1	1
290	этим не	1	1
291	первой половины	2	1
292	свою жизнь	1	1
293	к слову	1	1
294	в общем	1	1
295	нет и	1	1
296	что они	1	1
297	связи и	1	1
298	относится к	1	1
299	и я	1	1
300	в одной	2	1
301	не согласиться	2	1
302	в художественном	2	1
303	перед нами	5	1
304	когда он	1	1
305	сознания в	1	1
306	не являются	1	1
307	характер ее	2	1
308	что этим	1	1
309	от этого	1	1
310	где все	1	1
311	со своей	1	1
312	к художественному	2	1
313	явления не	1	1
314	художественного мышления	6	1
315	и тот	1	1
316	во многих	1	1
317	в ряду	1	1
318	но на	1	1
319	не могла	1	1
320	современной ему	1	1
321	оно было	2	1
322	с он	1	1
323	он должен	1	1
324	не как	1	1
325	душу и	1	1
326	том чтобы	1	1
327	в первом	1	1
328	в трех	1	1
329	характер в	2	1
330	свое время	1	1
331	что ни	1	1
332	и по	3	1
333	в образе	1	1
334	серьезность и	1	1
335	серьезности в	1	1
336	жить в	1	1
337	то ни	1	1
338	и ей	2	1
339	главным образом	1	1
340	была в	1	1
341	а как	1	1
342	его в	3	1
343	при встрече	2	1
344	xvii в	1	1
345	смеха к	1	1
346	весь мир	1	1
347	и тем	1	1
348	истории и	1	1
349	для них	1	1
350	литературного произведения	1	1
351	под ред	2	1
352	он восклицает	1	1
353	так завершается	1	1
354	и характера	1	1
355	в высшей	1	1
356	все равно	2	1
357	нашего исследования	1	1
358	как об	1	1
359	жизни то	1	1
360	в контексте	1	1
361	этого не	1	1
362	с тем	1	1
363	и уже	1	1
364	несмотря на	4	1
365	с такой	1	1
366	должно быть	2	1
367	и прямо	1	1
368	этом в	1	1
369	такой же	3	1
370	на первый	1	1
371	таким же	1	1
372	этой связи	4	1
373	в отношении	1	1
374	ли можно	1	1
375	во времена	1	1
376	с точки	3	1
377	к одному	1	1
378	имеется и	1	1
379	мысли и	1	1
380	знаем что	1	1
381	и нельзя	1	1
382	всякий раз	1	1
383	не в	7	1
384	она в	3	1
385	друг другу	1	1
386	лица у	2	1
387	своего времени	3	1
388	и более	1	1
389	в прошлом	1	1
390	знает ни	1	1
391	что этот	1	1
392	для нее	2	1
393	возвращается к	3	1
394	по себе	2	1
395	этой работы	1	1
396	мы встречаемся	1	1
397	сам он	1	1
398	тому что	4	1
399	раз и	1	1
400	и нормам	1	1
401	но они	1	1
402	тем самым	1	1
