N	3gram	Bakhtin_fo_1	EvropaiC
1	в том что	2	16
2	до сих пор	3	12
3	по отношению к	3	10
4	друг с другом	1	9
5	с точки зрения	2	8
6	что касается до	1	6
7	для того чтобы	5	6
8	в самом деле	1	5
9	представляет из себя	1	5
10	по сравнению с	2	5
11	которых мы говорили	1	4
12	в этом случае	1	4
13	сих пор не	1	4
14	совершенно так же	1	4
15	может быть и	2	4
16	к тому же	2	4
17	не может быть	3	4
18	о том что	1	4
19	тот факт что	1	4
20	о которых мы	1	4
21	и того же	5	3
22	одного и того	5	3
23	в том же	1	3
24	так же как	2	3
25	в данном случае	1	3
26	в связи с	5	3
27	и может быть	1	2
28	о которой мы	1	2
29	то же время	9	2
30	и культур не	1	2
31	вместе с тем	2	2
32	из того же	1	2
33	с одной стороны	2	2
34	в нашем случае	1	2
35	друг к другу	2	2
36	во всяком случае	1	2
37	во всех этих	1	2
38	между этими двумя	3	2
39	которой мы говорили	1	2
40	как и в	2	2
41	в свою очередь	1	2
42	но все же	2	2
43	том что все	1	2
44	в то же	6	2
45	и в том	1	2
46	того чтобы быть	1	2
47	к тому времени	1	1
48	упомянутые до сих	1	1
49	теперь мы должны	1	1
50	а следовательно и	1	1
51	тогда когда оно	1	1
52	мы уже говорили	3	1
53	в других областях	1	1
54	в данный момент	1	1
55	по этому вопросу	1	1
56	лишь то что	1	1
57	и то же	3	1
58	конечно не без	1	1
59	дело в том	2	1
60	то время как	2	1
61	мы уже сказали	2	1
62	во всем мире	1	1
63	из этих положений	1	1
64	они не могут	1	1
65	в зависимости от	1	1
66	друг на друга	2	1
67	и в дальнейшем	1	1
68	именно в тех	1	1
69	таким образом все	1	1
70	мы находим в	1	1
71	встречаются друг с	1	1
72	совершенно ясно что	1	1
73	том числе и	2	1
74	мы говорили в	1	1
75	в себе и	1	1
76	роль во всех	1	1
77	в частной жизни	3	1
78	одно и то	3	1
79	вместе с ними	1	1
80	от так называемого	1	1
81	далее в виду	1	1
82	таким образом весь	1	1
83	что во всех	1	1
84	все упомянутые до	1	1
85	в ту же	1	1
86	уже одно это	1	1
87	таким образом и	1	1
88	ту же рубрику	1	1
89	в высшей степени	1	1
90	таким образом первое	1	1
91	до конца не	1	1
92	но по существу	2	1
93	что в таком	2	1
94	в течение которого	1	1
95	в нем не	3	1
96	и все прочие	1	1
97	в этом и	1	1
98	по существу он	1	1
99	но вместе с	1	1
100	нет в самом	1	1
101	все то что	2	1
102	в широком смысле	2	1
103	в тех случаях	1	1
104	и все же	1	1
105	то увидим что	1	1
106	надо сказать что	1	1
107	но для того	2	1
108	в то время	3	1
109	все эти элементы	1	1
110	та или иная	1	1
111	смысле этого слова	1	1
112	то есть в	1	1
113	есть одно из	1	1
114	с самого начала	2	1
115	так же мало	1	1
116	которые могут быть	1	1
117	другом все эти	1	1
118	тех случаях когда	1	1
119	в том числе	4	1
120	мы уже знаем	1	1
121	не считаясь с	1	1
122	этот вопрос в	1	1
123	и у нас	1	1
124	как и греческий	1	1
