N	2gram	Propp_Isto_1	Problemy
1	и в	28	46
2	и не	9	27
3	может быть	25	23
4	не может	15	19
5	как бы	2	19
6	в нем	2	17
7	в этом	8	16
8	не только	12	14
9	слова в	1	13
10	перед нами	3	12
11	как мы	3	12
12	но и	10	12
13	как и	4	12
14	и на	4	11
15	в одном	5	11
16	а не	15	11
17	в пределах	4	10
18	не в	9	10
19	между ними	2	10
20	и к	1	9
21	и все	1	9
22	в его	5	9
23	в том	9	9
24	в большинстве	4	9
25	вовсе не	2	9
26	прежде всего	10	9
27	до сих	5	8
28	конечно не	2	8
29	большинстве случаев	4	8
30	сих пор	5	8
31	или в	5	8
32	еще не	7	7
33	в себе	2	7
34	и с	4	7
35	по себе	3	7
36	как раз	2	7
37	то же	12	6
38	никогда не	14	6
39	и он	3	6
40	хотя и	1	6
41	но в	8	6
42	но это	4	6
43	и его	3	6
44	о нем	2	6
45	что он	10	6
46	только в	11	6
47	друг друга	1	6
48	и между	2	6
49	все это	4	6
50	мы увидим	10	6
51	в котором	3	5
52	ведь и	1	5
53	во всех	2	5
54	по отношению	3	5
55	так сказать	1	5
56	при этом	3	5
57	это не	7	5
58	в жизни	1	5
59	в то	3	5
60	в самой	1	5
61	о том	9	5
62	в тягость	1	5
63	если мы	3	5
64	так как	6	5
65	у него	1	5
66	с другом	3	5
67	друг с	4	5
68	отношению к	3	5
69	например в	5	4
70	в их	3	4
71	мы не	10	4
72	на себя	1	4
73	но не	5	4
74	как в	2	4
75	словом в	1	4
76	все же	10	4
77	кроме того	1	4
78	все эти	4	4
79	он не	2	4
80	таким образом	8	4
81	том что	7	4
82	в этих	7	4
83	своего рода	1	4
84	раз и	3	4
85	во всем	3	4
86	потому что	4	4
87	здесь не	4	4
88	в себя	1	4
89	приводит к	2	4
90	так и	9	4
91	по мере	2	4
92	в виду	1	4
93	и здесь	7	4
94	же и	1	4
95	уже не	3	4
96	к ним	4	4
97	мы можем	1	4
98	еще и	2	4
99	превращается в	4	4
100	очень часто	3	4
101	да и	1	4
102	должно быть	2	4
103	а что	1	4
104	то что	9	4
105	не знает	5	4
106	совершенно не	1	4
107	что в	12	4
108	одним из	2	3
109	также и	3	3
110	и это	1	3
111	тем же	1	3
112	мы уже	1	3
113	мы имеем	13	3
114	так чтобы	2	3
115	то это	3	3
116	отличие от	2	3
117	друга и	1	3
118	в своем	5	3
119	более или	5	3
120	из этих	1	3
121	в этой	6	3
122	как он	2	3
123	на то	4	3
124	их в	5	3
125	на этом	3	3
126	было бы	7	3
127	кажется что	1	3
128	или менее	5	3
129	но если	2	3
130	и их	3	3
131	в своей	1	3
132	в отличие	2	3
133	не как	3	3
134	образом и	1	3
135	но он	1	3
136	войти в	1	3
137	в отношении	1	3
138	она не	1	3
139	дело в	3	3
140	но здесь	1	3
141	по своей	2	3
142	на него	4	3
143	и несколько	1	3
144	у меня	3	3
145	не могут	2	3
146	и этим	2	3
147	с собой	1	3
148	если бы	8	3
149	никак не	1	3
150	и что	10	3
151	и только	2	3
152	в формах	1	3
153	словом и	1	3
154	себя в	2	3
155	только на	1	3
156	в конце	1	3
157	что и	6	3
158	тем что	3	3
159	и даже	4	3
160	с другой	6	3
161	отчего же	2	3
162	так же	7	3
163	к своему	2	3
164	что же	3	3
165	по существу	5	3
166	и для	4	3
167	бы в	2	3
168	другой стороны	5	3
169	героя в	5	3
170	и другие	4	3
171	и рассказ	1	3
172	ту же	1	2
173	отношения к	2	2
174	же как	2	2
175	а как	1	2
176	вопрос о	5	2
177	героя но	1	2
178	он как	1	2
179	мы здесь	3	2
180	и говорить	1	2
181	меньшей степени	1	2
182	там и	3	2
183	как если	1	2
184	мы будем	5	2
185	друг на	1	2
186	не входят	1	2
187	с этим	4	2
188	вот как	1	2
189	стороны и	1	2
190	как нам	1	2
191	когда он	6	2
192	целый ряд	1	2
193	и как	2	2
194	не было	1	2
195	увидим что	5	2
196	от этого	2	2
197	себе как	1	2
198	бы не	1	2
199	так в	4	2
200	но ведь	1	2
201	должна быть	5	2
202	на том	1	2
203	и по	3	2
204	но дело	1	2
205	но все	4	2
206	об этом	4	2
207	хотя бы	4	2
208	этом смысле	1	2
209	и тем	2	2
210	на друга	1	2
211	что такое	2	2
212	почти не	3	2
213	имеется и	1	2
214	себе а	1	2
215	в которых	1	2
216	не менее	6	2
217	одном из	1	2
218	которые в	2	2
219	не могли	1	2
220	того как	3	2
221	одна из	2	2
222	но она	1	2
223	появляются в	1	2
224	ничего не	2	2
225	к ней	1	2
226	этих случаях	2	2
227	то и	2	2
228	у нас	1	2
229	могут быть	4	2
230	всем их	1	2
231	к тому	6	2
232	указывает на	2	2
233	него как	1	2
234	в другом	3	2
235	можно было	5	2
236	те же	1	2
237	времени и	1	2
238	живет в	2	2
239	с ним	2	2
240	все в	1	2
241	которого оно	1	2
242	между тем	2	2
243	явление в	1	2
244	в языке	1	2
245	возникает вопрос	1	2
246	здесь в	2	2
247	большей или	2	2
248	но с	1	2
249	образов и	2	2
250	этот вопрос	7	2
251	и так	1	2
252	так что	4	2
253	и они	1	2
254	этого нельзя	1	2
255	для него	2	2
256	сами по	1	2
257	а в	7	2
258	для этого	3	2
259	или меньшей	2	2
260	и пр	4	2
261	на этот	2	2
262	его как	2	2
263	там где	4	2
264	что мы	7	2
265	не при	1	2
266	прямо на	1	2
267	вместе с	6	2
268	к жизни	1	2
269	этих явлений	1	2
270	этого слова	1	2
271	стремятся к	1	2
272	например у	1	2
273	при всем	1	2
274	вне его	1	2
275	след и	1	2
276	в результате	1	2
277	для нас	13	2
278	в большей	1	2
279	не дает	2	2
280	в системе	1	2
281	здесь только	1	2
282	сказать что	5	2
283	нет но	1	2
284	к другим	1	2
285	в античности	1	2
286	во всяком	1	2
287	они не	4	2
288	относится и	1	1
289	чтобы не	3	1
290	тон рассказа	1	1
291	которой она	1	1
292	и то	1	1
293	на самом	1	1
294	он может	1	1
295	к своей	1	1
296	в средние	1	1
297	и есть	1	1
298	он находится	1	1
299	здесь возможны	1	1
300	и чрезвычайно	1	1
301	которую они	1	1
302	над ней	1	1
303	в доме	2	1
304	схема которая	1	1
305	форма его	1	1
306	несколько иной	1	1
307	из всех	2	1
308	эта форма	1	1
309	на себе	1	1
310	не вполне	2	1
311	в некотором	2	1
312	подчеркнуть что	2	1
313	это время	2	1
314	в ней	7	1
315	целое и	2	1
316	в брак	2	1
317	между собой	4	1
318	всем этим	1	1
319	именно эти	1	1
320	время в	1	1
321	от себя	1	1
322	иногда бывает	1	1
323	в нашем	1	1
324	то мы	4	1
325	как правило	4	1
326	одним словом	4	1
327	нет к	1	1
328	но как	1	1
329	а только	2	1
330	вступают в	1	1
331	один и	2	1
332	к сожалению	3	1
333	необходимости перечислять	1	1
334	мы дадим	1	1
335	себя за	1	1
336	под его	1	1
337	без другого	2	1
338	из уст	1	1
339	что как	1	1
340	ней в	1	1
341	однако не	2	1
342	просто как	1	1
343	приводят к	1	1
344	могли бы	3	1
345	себе не	1	1
346	перескакивает на	1	1
347	поэтому он	2	1
348	со своей	1	1
349	та же	1	1
350	точку зрения	3	1
351	под ней	1	1
352	что это	8	1
353	в целом	2	1
354	бы с	1	1
355	гораздо слабее	1	1
356	знать и	1	1
357	тоже не	2	1
358	еще один	2	1
359	рассказ о	1	1
360	важна не	1	1
361	словами для	1	1
362	тому же	1	1
363	во многих	2	1
364	на какой-то	1	1
365	из его	1	1
366	в наших	1	1
367	внешнее сходство	1	1
368	и если	2	1
369	что она	5	1
370	в ее	2	1
371	они в	1	1
372	и еще	1	1
373	и социальной	1	1
374	или иному	1	1
375	он должен	2	1
376	в силу	5	1
377	и вот	2	1
378	в первом	1	1
379	что у	1	1
380	говорит следующее	1	1
381	мы говорили	1	1
382	ii но	1	1
383	это конечно	3	1
384	от нее	1	1
385	здесь мы	7	1
386	же не	3	1
387	на всю	1	1
388	этом он	1	1
389	об этой	2	1
390	связанных с	1	1
391	ставшего в	1	1
392	а по	2	1
393	на ту	1	1
394	еще хуже	1	1
395	его в	6	1
396	знает что	1	1
397	и мы	2	1
398	за ней	1	1
399	не соответствует	1	1
400	для достижения	1	1
401	вводит в	1	1
402	в них	1	1
403	ней так	1	1
404	ни одной	2	1
405	его отношения	1	1
406	не всегда	8	1
407	и уже	1	1
408	несмотря на	1	1
409	очень важное	1	1
410	здесь можно	2	1
411	мы знаем	4	1
412	чем в	1	1
413	на одну	1	1
414	обратимся к	1	1
415	в один	1	1
416	и тогда	3	1
417	можно только	1	1
418	во время	3	1
419	что если	2	1
420	при изучении	1	1
421	в такой	2	1
422	не должен	5	1
423	по сравнению	1	1
424	мы в	2	1
425	что еще	1	1
426	для всякого	1	1
427	нем он	1	1
428	для изучения	6	1
429	живут в	1	1
430	не будем	5	1
431	поэтому мы	1	1
432	друг другу	1	1
433	в прямом	1	1
434	однако в	2	1
435	где нет	2	1
436	даже в	4	1
437	и вся	1	1
438	тому что	1	1
439	вплоть до	1	1
440	но они	2	1
441	самого начала	2	1
442	герой всегда	1	1
443	дело не	5	1
444	мышления и	1	1
445	тогда когда	2	1
446	что их	2	1
447	и притом	1	1
448	весь этот	1	1
449	как его	1	1
450	в самых	1	1
451	о них	1	1
452	иметь в	1	1
453	пространство в	1	1
454	связи это	1	1
455	все явления	1	1
456	связи с	4	1
457	в более	1	1
458	что речь	1	1
459	другого но	1	1
460	только с	2	1
461	той форме	1	1
462	как будто	4	1
463	героя а	1	1
464	совершенно необходимо	1	1
465	в области	2	1
466	что часто	1	1
467	когда мы	2	1
468	и голос	1	1
469	нисколько не	2	1
470	и дверь	1	1
471	лежит в	1	1
472	нет мы	1	1
473	мере того	2	1
474	должны быть	4	1
475	всего в	2	1
476	значительной степени	1	1
477	бы он	1	1
478	все еще	1	1
479	уже на	1	1
480	наш герой	1	1
481	приведем еще	1	1
482	здесь еще	1	1
483	правильнее будет	1	1
484	обойти его	1	1
485	не делает	1	1
486	у себя	2	1
487	а затем	2	1
488	эти типы	1	1
489	того чтобы	1	1
490	как один	1	1
491	теперь что	1	1
492	перед необходимостью	1	1
493	и стали	1	1
494	с самого	2	1
495	каков же	1	1
496	мы отмечаем	1	1
497	идет речь	1	1
498	если они	1	1
499	на нее	2	1
500	находятся и	1	1
501	не с	3	1
502	а порой	1	1
503	иногда в	1	1
504	еще в	2	1
505	принципиальное значение	1	1
506	в последней	1	1
507	поэтому в	2	1
508	в эпоху	2	1
509	один человек	1	1
510	стремление к	1	1
511	слова более	1	1
512	герой из	1	1
513	даже из	1	1
514	и герой	1	1
515	или на	3	1
516	после того	1	1
517	же самая	1	1
518	может не	1	1
519	в значительной	1	1
520	с теми	1	1
521	воздействия на	1	1
522	это сделать	1	1
523	а у	1	1
524	из своего	1	1
525	века и	1	1
526	ее как	1	1
527	говоря что	1	1
528	и она	2	1
529	еще несколько	1	1
530	известно что	1	1
531	но так	2	1
532	на которой	1	1
533	один из	4	1
534	мы видим	11	1
535	до ее	1	1
536	же сами	2	1
537	проникнуть в	1	1
538	в какой	3	1
539	в стороне	3	1
540	должен был	3	1
541	несколько подробнее	1	1
542	и данная	1	1
543	каждой детали	1	1
544	точка зрения	2	1
545	и жизни	1	1
546	с одной	4	1
547	именно на	2	1
548	он их	1	1
549	и у	1	1
550	он очень	1	1
551	ее а	1	1
552	обстоит дело	4	1
553	это значение	2	1
554	смерть и	2	1
555	его и	2	1
556	на своего	1	1
557	замечательно что	1	1
558	отражает в	1	1
559	никто не	2	1
560	с падением	1	1
561	здесь перед	1	1
562	у нее	1	1
563	себя от	1	1
564	которые могут	3	1
565	в очень	2	1
566	мы обратимся	1	1
567	нужно было	1	1
568	одной стороны	4	1
569	его доме	1	1
570	существовании этого	1	1
571	со стороны	2	1
572	даже не	2	1
573	мы это	1	1
574	он живет	1	1
575	не обязательно	1	1
576	именно в	3	1
577	а именно	4	1
578	к которому	5	1
579	уходит в	1	1
580	он во	1	1
581	было и	1	1
582	а с	2	1
583	и др	7	1
584	что не	2	1
585	показано в	1	1
586	что для	1	1
587	точке зрения	1	1
588	в некоторых	2	1
589	в соответствии	1	1
590	связано с	2	1
591	этот термин	1	1
592	самом же	1	1
593	опять к	1	1
594	в любой	1	1
595	которых мы	1	1
596	еще достаточно	1	1
597	ничем не	1	1
598	не на	2	1
599	одно или	1	1
600	для подтверждения	1	1
601	так называемой	1	1
602	самый факт	1	1
603	него не	1	1
604	но есть	1	1
605	здесь имеет	1	1
606	в связи	4	1
607	знают и	1	1
608	между собою	1	1
609	может иметь	1	1
610	уже давно	1	1
611	все более	1	1
