N	2gram	Bakhtin_Fr_8	Vladivir
1	и в	56	30
2	в году	3	24
3	в этом	14	20
4	то что	3	20
5	у него	7	19
6	и не	9	18
7	в том	13	18
8	и с	8	14
9	что он	2	13
10	не только	8	12
11	том что	8	12
12	там же	1	12
13	что в	5	12
14	как мы	7	11
15	в его	18	11
16	а в	2	11
17	сказать что	3	11
18	и вообще	1	10
19	а также	3	10
20	не было	5	10
21	и даже	8	10
22	все же	2	9
23	кроме того	3	9
24	было бы	2	9
25	не в	3	9
26	в то	12	9
27	не может	2	9
28	для него	2	9
29	потому что	6	9
30	в своем	3	8
31	но в	6	8
32	не мог	3	8
33	связи с	6	8
34	но и	9	8
35	в связи	3	8
36	вместе с	2	8
37	до конца	11	7
38	то есть	24	7
39	ни в	2	7
40	точки зрения	6	7
41	никогда не	5	7
42	в эти	1	7
43	может быть	3	7
44	а не	2	7
45	для нас	1	7
46	и все	6	7
47	также и	2	6
48	он был	12	6
49	хотя и	2	6
50	и к	4	6
51	в себе	4	6
52	и его	12	6
53	то время	2	6
54	его жизни	2	6
55	всякого рода	1	6
56	только в	9	6
57	а именно	1	6
58	еще и	3	6
59	прежде всего	6	6
60	к этому	2	6
61	жизни и	1	6
62	того же	1	5
63	и то	2	5
64	все эти	15	5
65	при этом	4	5
66	как и	5	5
67	в своей	2	5
68	в котором	2	5
69	так как	4	5
70	к концу	2	5
71	так и	13	5
72	с ним	2	5
73	и что	1	5
74	того что	1	5
75	тот же	1	5
76	так что	3	5
77	как бы	11	5
78	все это	8	5
79	в результате	5	5
80	из этого	1	5
81	то же	11	4
82	той же	6	4
83	то это	1	4
84	и он	1	4
85	в ней	4	4
86	и на	7	4
87	время в	3	4
88	что его	1	4
89	с его	5	4
90	совсем не	2	4
91	в которой	4	4
92	что это	4	4
93	в этой	6	4
94	на его	6	4
95	в нем	8	4
96	он не	5	4
97	его в	2	4
98	это было	1	4
99	несмотря на	2	4
100	мы знаем	1	4
101	в этих	11	4
102	можно судить	1	4
103	на французском	1	4
104	и о	3	4
105	здесь не	1	4
106	можно сказать	2	4
107	о том	4	4
108	конечно не	4	4
109	вовсе не	6	4
110	именно в	1	4
111	после смерти	1	4
112	в те	3	4
113	так же	2	4
114	с этой	2	4
115	но это	2	4
116	в начале	1	4
117	и наконец	3	4
118	на этот	1	4
119	него в	1	4
120	по поводу	1	4
121	говоря о	1	3
122	был и	2	3
123	и вот	1	3
124	те времена	2	3
125	французском языке	1	3
126	во всех	8	3
127	но не	5	3
128	отличие от	1	3
129	как в	1	3
130	и как	2	3
131	более или	2	3
132	из этих	1	3
133	в очень	1	3
134	им в	1	3
135	всех этих	3	3
136	i с	1	3
137	таким образом	17	3
138	те же	1	3
139	должен был	1	3
140	только одно	1	3
141	в них	11	3
142	или менее	2	3
143	в отношении	5	3
144	с точки	2	3
145	в отличие	1	3
146	но он	3	3
147	не могли	2	3
148	том же	1	3
149	только и	1	3
150	же время	10	3
151	в области	5	3
152	он называет	2	3
153	он и	2	3
154	где он	1	3
155	и это	1	3
156	что и	3	3
157	вообще в	1	3
158	уже не	3	3
159	уже в	2	3
160	в виде	2	3
161	здесь мы	3	3
162	дело в	2	3
163	наконец в	4	3
164	под влиянием	1	3
165	нет ничего	1	3
166	вышла в	1	3
167	в данном	2	3
168	с года	1	3
169	под названием	1	3
170	и для	2	3
171	еще более	1	3
172	тем более	1	3
173	это в	2	3
174	и особенно	1	3
175	всем и	1	2
176	этого последнего	1	2
177	очень много	2	2
178	и до	10	2
179	что эти	2	2
180	мы уже	10	2
181	время как	1	2
182	ему в	1	2
183	ему приходилось	1	2
184	к брату	1	2
185	не был	4	2
186	по своему	8	2
187	себе и	2	2
188	как к	2	2
189	это тоже	1	2
190	и хотя	2	2
191	в самом	9	2
192	еще один	2	2
193	во многих	1	2
194	как он	1	2
195	с новым	1	2
196	мысли и	1	2
197	которой не	1	2
198	и сам	2	2
199	но дело	2	2
200	на все	1	2
201	заключается в	1	2
202	это не	2	2
203	с начала	3	2
204	начала и	4	2
205	кажется что	1	2
206	и вы	1	2
207	с тем	2	2
208	эту тему	1	2
209	которой он	1	2
210	мы видели	5	2
211	мы не	2	2
212	еще в	1	2
213	народа и	1	2
214	и при	2	2
215	в их	3	2
216	то его	1	2
217	он дает	2	2
218	их в	4	2
219	даже в	4	2
220	иной раз	1	2
221	не имеет	1	2
222	на котором	2	2
223	тогда когда	1	2
224	правда в	1	2
225	того как	2	2
226	и притом	1	2
227	было у	2	2
228	того чтобы	4	2
229	на меня	1	2
230	казалось бы	3	2
231	было запрещено	1	2
232	как будто	1	2
233	уже о	1	2
234	начиная с	2	2
235	и часто	1	2
236	этой книги	1	2
237	к тому	1	2
238	в настоящее	3	2
239	но по	4	2
240	в виду	1	2
241	данном случае	2	2
242	возможно что	2	2
243	первый план	2	2
244	он жил	1	2
245	настоящее время	3	2
246	прямо и	1	2
247	после того	1	2
248	в чем	1	2
249	в сущности	8	2
250	и во	2	2
251	борьба с	1	2
252	к нему	2	2
253	которой мы	1	2
254	и она	1	2
255	и всего	1	2
256	на другие	1	2
257	себя в	1	2
258	него и	1	2
259	его и	1	2
260	ни с	5	2
261	в новом	1	2
262	мы находим	3	2
263	для того	2	2
264	у которого	1	2
265	себе представить	1	2
266	и из	1	2
267	как у	1	2
268	здесь в	3	2
269	и прежде	1	2
270	что для	3	2
271	был в	2	2
272	не на	3	2
273	на эту	3	2
274	в частности	7	2
275	к его	3	2
276	и потому	4	2
277	в той	6	2
278	это за	1	2
279	мы сказали	1	2
280	можно было	1	2
281	в более	1	2
282	и от	1	2
283	же в	1	2
284	есть и	5	2
285	в своих	4	2
286	была для	1	2
287	гораздо более	1	2
288	смысле слова	1	1
289	как известно	1	1
290	но более	1	1
291	одним из	5	1
292	например в	4	1
293	и разум	1	1
294	в этот	1	1
295	восстановление его	1	1
296	в тех	1	1
297	и др	8	1
298	второго тома	1	1
299	по преимуществу	2	1
300	жизни к	1	1
301	он всегда	1	1
302	действительности и	2	1
303	времени он	1	1
304	и цельного	1	1
305	что между	1	1
306	не принято	1	1
307	из своих	1	1
308	он как	1	1
309	в полной	1	1
310	всю ночь	1	1
311	и ни	1	1
312	как впрочем	1	1
313	и самого	1	1
314	литературы и	1	1
315	которые он	1	1
316	в которых	2	1
317	епископа и	1	1
318	он считал	1	1
319	бы то	2	1
320	самом деле	2	1
321	то он	1	1
322	с собою	1	1
323	не просто	3	1
324	бы что	1	1
325	до наших	1	1
326	что они	2	1
327	связи и	3	1
328	чем же	1	1
329	независимо от	1	1
330	что нет	1	1
331	когда он	2	1
332	целый ряд	2	1
333	что по	1	1
334	его к	3	1
335	это вообще	1	1
336	его дела	1	1
337	самом начале	1	1
338	за собой	1	1
339	та же	1	1
340	бы и	2	1
341	он в	1	1
342	в нашем	2	1
343	было ни	1	1
344	и действительное	1	1
345	и раздельных	1	1
346	тому же	1	1
347	были связаны	2	1
348	его близкими	1	1
349	так сказать	5	1
350	можно себе	1	1
351	что она	2	1
352	больше всего	1	1
353	в свет	3	1
354	главным образом	3	1
355	достаточно свидетельствуют	1	1
356	их может	1	1
357	они в	1	1
358	и еще	2	1
359	на том	1	1
360	xix века	1	1
361	в тот	1	1
362	и совершенно	2	1
363	университета по	1	1
364	к одному	1	1
365	не к	1	1
366	возвращение к	1	1
367	жизнью и	1	1
368	свое время	1	1
369	так например	2	1
370	в глубину	1	1
371	находился в	1	1
372	последнее слово	5	1
373	это конечно	1	1
374	из событий	1	1
375	то ни	2	1
376	что все	4	1
377	связанных с	1	1
378	о недопустимости	1	1
379	глубокий и	1	1
380	лишь в	1	1
381	а как	1	1
382	его личности	1	1
383	чувства к	1	1
384	в свое	1	1
385	ведь в	3	1
386	которая была	1	1
387	из нее	2	1
388	далеко не	2	1
389	для своего	2	1
390	со своими	1	1
391	между собою	2	1
392	еще к	1	1
393	чем в	1	1
394	писать на	1	1
395	здесь все	1	1
396	такой же	5	1
397	конца он	1	1
398	во время	5	1
399	но если	1	1
400	эта была	1	1
401	последние три	1	1
402	просто в	1	1
403	место в	1	1
404	еще с	1	1
405	году когда	2	1
406	оказывается что	1	1
407	бы мы	1	1
408	существ в	1	1
409	своего рода	5	1
410	нельзя было	1	1
411	не раз	1	1
412	мир и	2	1
413	не будем	1	1
414	которые в	1	1
415	но во	1	1
416	если бы	2	1
417	есть еще	1	1
418	уже сказали	1	1
419	вещей и	11	1
420	не любит	1	1
421	шла о	1	1
422	на рубеже	3	1
423	к такой	1	1
424	но они	1	1
425	отходит от	1	1
426	самого начала	1	1
427	дело не	2	1
428	и сама	1	1
429	весь этот	2	1
430	знания и	2	1
431	чтобы стать	2	1
432	новый год	1	1
433	может только	1	1
434	только не	2	1
435	каждый из	1	1
436	следовательно и	1	1
437	и всегда	1	1
438	в отношениях	1	1
439	в самой	1	1
440	и весь	1	1
441	забывать о	1	1
442	того в	1	1
443	этих последних	1	1
444	он хочет	1	1
445	возможно было	1	1
446	и является	1	1
447	во всем	4	1
448	свидетельствуют о	1	1
449	был так	1	1
450	было не	1	1
451	только с	1	1
452	когда ему	1	1
453	в каком	2	1
454	ведь все	1	1
455	и здесь	3	1
456	очень часто	1	1
457	во все	3	1
458	более широкой	2	1
459	конца его	1	1
460	своего отца	1	1
461	приведем еще	1	1
462	своего развития	1	1
463	характер и	3	1
464	исторической жизни	2	1
465	нет никакой	1	1
466	смерти в	1	1
467	только то	1	1
468	в себя	1	1
469	на той	1	1
470	но мы	1	1
471	с самого	1	1
472	так в	1	1
473	есть все	1	1
474	стремиться к	1	1
475	его самого	1	1
476	с собой	2	1
477	времени и	4	1
478	больше в	1	1
479	здесь как	2	1
480	особенно в	1	1
481	здесь нет	3	1
482	во многом	2	1
483	еще не	10	1
484	когда в	2	1
485	том как	1	1
486	по ее	1	1
487	могла быть	2	1
488	содержатся в	1	1
489	для этого	1	1
490	обычно называют	1	1
491	и возможно	1	1
492	на вопрос	1	1
493	и та	1	1
494	язык и	2	1
495	притом в	1	1
496	влияние на	1	1
497	все его	3	1
498	на таком	1	1
499	в вопросах	1	1
500	до известной	1	1
501	и всю	1	1
502	современности и	2	1
503	этот последний	1	1
504	также в	1	1
505	единого и	1	1
506	о своих	1	1
507	в лице	1	1
508	в литературе	3	1
509	в современной	1	1
510	у своего	1	1
511	но с	2	1
512	но тот	1	1
513	дело с	1	1
514	что даже	1	1
515	как нечто	1	1
516	это очень	2	1
517	до нас	1	1
518	и раньше	1	1
519	и ее	4	1
520	здесь с	3	1
521	и тем	1	1
522	по этому	1	1
523	со всеми	1	1
524	в качестве	4	1
525	к которой	1	1
526	для всех	1	1
527	с нею	1	1
528	только на	2	1
529	ни одного	2	1
530	речи в	1	1
531	же у	1	1
532	и близкий	1	1
533	или даже	1	1
534	и других	4	1
535	из них	2	1
536	написал в	1	1
537	характерно что	2	1
538	и их	8	1
539	никто не	1	1
540	речь шла	1	1
541	точка зрения	2	1
542	представлений о	1	1
543	в одном	2	1
544	здесь перед	1	1
545	в прошлом	1	1
546	это нужно	1	1
547	к ним	2	1
548	как раз	2	1
549	тем что	1	1
550	этом отношении	1	1
551	предисловие к	1	1
552	мир на	1	1
553	рядом с	3	1
554	не были	3	1
555	до сих	8	1
556	чем думают	1	1
557	говорить и	1	1
558	на людей	1	1
559	вещь и	1	1
560	больше и	1	1
561	нужно сказать	1	1
562	а на	2	1
563	которых мы	1	1
564	его буквально	1	1
565	ни о	2	1
566	на слово	1	1
567	во франции	1	1
568	все более	1	1
569	видели и	1	1
570	и будущего	1	1
571	через то	1	1
572	его как	2	1
573	к своему	1	1
574	не могут	1	1
575	в столь	1	1
576	он говорит	2	1
577	однако эти	2	1
578	перед нами	3	1
579	хотя с	1	1
580	и всей	3	1
581	даже с	1	1
582	в первой	3	1
583	чувства и	1	1
584	такие явления	2	1
585	для понимания	2	1
586	каждая точка	1	1
587	дело здесь	1	1
588	что роман	1	1
