N	2gram	Tiupa_Anal_1	Problemy
1	и не	21	31
2	и в	18	29
3	в его	13	24
4	может быть	29	24
5	в этом	13	22
6	а не	17	22
7	в нем	3	19
8	точки зрения	6	19
9	как бы	5	19
10	для него	2	18
11	не только	15	15
12	то что	6	15
13	то же	9	14
14	не как	1	14
15	и его	5	14
16	но и	17	14
17	в пределах	2	13
18	с точки	4	13
19	уже не	4	13
20	таким образом	3	12
21	как и	13	12
22	не может	22	12
23	о себе	1	12
24	в самом	6	10
25	этом смысле	1	10
26	в то	9	10
27	только в	6	10
28	в одном	1	10
29	все эти	2	9
30	с его	3	9
31	все же	4	9
32	это не	6	9
33	если бы	3	9
34	же время	6	9
35	о нем	3	9
36	одного сознания	1	9
37	но не	10	9
38	в романе	1	9
39	по отношению	6	8
40	что в	5	8
41	по себе	4	8
42	как не	1	8
43	в том	27	8
44	что он	3	8
45	потому что	2	8
46	в своей	6	8
47	отношению к	5	8
48	а как	2	7
49	слово о	1	7
50	и на	5	7
51	за пределы	2	7
52	и как	5	7
53	но в	8	7
54	в себе	11	7
55	входит в	1	7
56	с другими	4	7
57	том что	12	7
58	не в	14	7
59	вовсе не	2	7
60	так и	4	7
61	прежде всего	6	7
62	художественного видения	3	7
63	мира и	1	7
64	а в	9	7
65	одним из	3	6
66	самом деле	2	6
67	как в	1	6
68	в целом	5	6
69	в мире	8	6
70	его в	1	6
71	несмотря на	2	6
72	точку зрения	1	6
73	в самой	1	6
74	могут быть	4	6
75	к нему	3	6
76	этого мира	1	6
77	так как	2	6
78	как раз	1	6
79	и потому	2	6
80	не могут	3	6
81	о мире	1	6
82	на самом	2	5
83	должна быть	1	5
84	в зависимости	1	5
85	той же	2	5
86	зависимости от	1	5
87	у него	1	5
88	перед нами	1	5
89	он не	3	5
90	но все	1	5
91	сознаний в	1	5
92	было бы	2	5
93	он и	1	5
94	автора и	3	5
95	не становится	2	5
96	художественного мира	2	5
97	в сущности	6	5
98	и о	2	5
99	еще не	3	5
100	с ним	4	5
101	ничего не	1	5
102	между тем	5	5
103	в драме	1	5
104	именно в	4	5
105	и др	1	5
106	более того	3	5
107	мира в	2	5
108	сознания и	1	5
109	во всяком	1	5
110	и т	3	4
111	и самого	2	4
112	тем как	1	4
113	сознания не	1	4
114	и наконец	1	4
115	в этой	5	4
116	не значит	1	4
117	должно быть	2	4
118	в авторском	1	4
119	их в	1	4
120	даже в	3	4
121	раз и	1	4
122	как мы	2	4
123	в процессе	2	4
124	в основе	6	4
125	личности в	3	4
126	в произведении	5	4
127	и с	2	4
128	в литературе	4	4
129	были бы	1	4
130	что и	3	4
131	пределы одного	1	4
132	превращается в	1	4
133	не было	1	4
134	его как	1	4
135	что же	2	4
136	как предмет	4	4
137	но это	1	4
138	и для	1	4
139	в результате	1	4
140	героя в	2	4
141	они не	1	4
142	отношения к	2	3
143	он может	2	3
144	авторскому сознанию	1	3
145	например в	1	3
146	я не	1	3
147	героев в	1	3
148	он сам	1	3
149	он в	1	3
150	не входит	1	3
151	в художественном	3	3
152	все возможные	1	3
153	и до	2	3
154	подобно тому	3	3
155	внешнего мира	2	3
156	далеко не	6	3
157	художественного творчества	2	3
158	в их	5	3
159	тому что	1	3
160	на котором	1	3
161	одна из	1	3
162	на него	1	3
163	никогда не	2	3
164	как будто	3	3
165	этом отношении	2	3
166	отличается от	2	3
167	оно не	1	3
168	в себя	6	3
169	с другой	4	3
170	в них	1	3
171	романа как	1	3
172	ним и	2	3
173	романа в	2	3
174	мы должны	1	3
175	образ героя	1	3
176	бытия в	1	3
177	но как	1	3
