N	3gram	Medvedev_F_2	Problemy
1	с точки зрения	7	9
2	до сих пор	1	8
3	не может быть	10	8
4	в большинстве случаев	3	8
5	и не может	3	7
6	то же время	5	5
7	в то же	5	5
8	в самом деле	5	4
9	более или менее	1	3
10	как раз и	3	3
11	в отличие от	2	3
12	как мы увидим	1	3
13	с самим собою	1	3
14	сам по себе	3	3
15	имеем в виду	1	3
16	с другой стороны	3	3
17	нам кажется что	1	3
18	мы имеем в	1	3
19	как и в	1	3
20	в самом предмете	2	2
21	в системе языка	1	2
22	большей или меньшей	1	2
23	и до сих	1	2
24	в этом смысле	2	2
25	и в других	1	2
26	сами по себе	2	2
27	в узком смысле	1	2
28	но и в	3	2
29	на этот вопрос	1	2
30	в том что	2	2
31	в большей или	1	2
32	или меньшей степени	1	2
33	но в то	1	2
34	возникает вопрос о	1	2
35	в одной плоскости	1	2
36	может быть никаких	1	2
37	с помощью чисто	1	2
38	в этом романе	1	2
39	сама по себе	1	2
40	и не в	2	2
41	и в конце	1	1
42	и в поэзии	1	1
43	и не о	1	1
44	но как раз	1	1
45	от некоторых сторон	1	1
46	язык с его	1	1
47	следует отметить что	1	1
48	и в характере	2	1
49	очень важное место	1	1
50	всего возникает вопрос	1	1
51	в художественном творчестве	1	1
52	прежде всего как	1	1
53	ровно ничего не	1	1
54	прежде всего на	1	1
55	иметь в виду	1	1
56	а вовсе не	1	1
57	прежде всего в	2	1
58	в известной степени	1	1
59	характерно что и	1	1
60	раз и не	1	1
61	в этом последнем	1	1
62	и в некоторых	1	1
63	в этом случае	1	1
64	тем путем что	2	1
65	языка и не	1	1
66	положениях и в	1	1
67	с установкой на	1	1
68	точки зрения его	1	1
69	не было и	2	1
70	и в то	3	1
71	в той же	1	1
72	не вещь а	1	1
73	и так или	1	1
74	является одним из	1	1
75	в сущности вовсе	1	1
76	занимает очень важное	1	1
77	и в этих	1	1
78	отношение к действительности	1	1
79	при этом не	1	1
80	слова слово у	1	1
81	может быть даже	1	1
82	бы совершенно иной	2	1
83	нет слова без	1	1
84	так сказать в	1	1
85	как установку на	1	1
86	этом смысле и	1	1
87	может быть и	3	1
88	остановимся прежде всего	1	1
89	даже и не	2	1
90	в значительной степени	3	1
91	не совпадает с	1	1
92	в том или	1	1
93	в данном случае	1	1
94	в нашем вопросе	1	1
95	в плане языка	1	1
96	с одной стороны	1	1
97	в конце концов	2	1
98	совпадает с самим	1	1
99	сообщение о том	1	1
100	как один из	1	1
101	но при этом	1	1
102	не входит в	2	1
103	мы знаем в	1	1
104	в различных формах	1	1
105	так или иначе	1	1
106	контекст в котором	1	1
107	все же не	1	1
108	в связи с	10	1
109	он уже не	1	1
110	а не как	1	1
111	в виду что	1	1
112	во всяком случае	5	1
113	на конкретном материале	1	1
114	до настоящего времени	1	1
115	в широком смысле	1	1
116	элементы речи и	1	1
117	связи с теми	1	1
118	как бы не	1	1
119	между этими двумя	2	1
120	превращается в простую	1	1
121	мы бы сказали	1	1
122	но они не	1	1
123	была бы совершенно	2	1
124	так и в	3	1
125	в собственном смысле	1	1
126	рассказе и в	1	1
127	он есть а	1	1
128	с самого начала	2	1
129	что в нем	2	1
130	прежде всего возникает	1	1
131	за свои пределы	1	1
132	но в этом	2	1
133	слова в пределах	1	1
134	но все же	2	1
135	системе языка и	1	1
136	как мы знаем	2	1
137	к тому что	2	1
138	то убедимся что	1	1
139	в какой они	1	1
140	в процессе перехода	1	1
141	и всякое иное	1	1
142	и до настоящего	1	1
143	в высшей степени	4	1
144	в этом пункте	2	1
145	вследствие этой своей	1	1
146	при определенных условиях	2	1
147	языка а как	1	1
