N	2gram	Vygotskiy__1	Analitik
1	не только	16	22
2	и в	23	18
3	как и	14	14
4	так и	5	14
5	в этом	17	14
6	и его	6	13
7	но и	14	13
8	том что	21	12
9	в качестве	9	12
10	и не	9	12
11	в частности	2	12
12	при этом	4	11
13	а в	2	10
14	как бы	11	10
15	что в	14	9
16	может быть	14	9
17	со стороны	1	9
18	а не	3	9
19	в том	24	9
20	с его	4	8
21	и даже	2	8
22	в первой	1	8
23	по отношению	7	7
24	как раз	4	7
25	в его	14	7
26	с другой	10	7
27	во второй	1	7
28	но не	4	7
29	отношению к	7	7
30	еще не	1	6
31	в этой	7	6
32	он не	5	6
33	в их	3	6
34	не в	4	6
35	к тому	4	6
36	для него	2	6
37	о том	6	6
38	той же	2	5
39	в самом	7	5
40	лишь в	6	5
41	в слове	2	5
42	или иной	1	5
43	в сущности	6	5
44	что и	1	5
45	между тем	9	5
46	уже не	2	5
47	в конце	2	5
48	никогда не	2	5
49	в свою	4	5
50	прежде всего	10	5
51	не является	9	5
52	такого рода	1	5
53	в результате	4	5
54	другой стороны	9	5
55	представляет собой	11	5
56	принадлежит к	1	4
57	и на	8	4
58	столь же	6	4
59	что он	7	4
60	отнюдь не	1	4
61	в своем	3	4
62	и как	5	4
63	и к	4	4
64	таким образом	26	4
65	приводит к	4	4
66	состоит в	1	4
67	по себе	5	4
68	тем самым	5	4
69	в одном	4	4
70	ли не	1	4
71	не менее	1	4
72	свою очередь	3	4
73	внимание на	1	4
74	можно сказать	5	4
75	крайней мере	1	4
76	в заключительной	3	4
77	по крайней	1	4
78	о чем	2	4
79	в данном	2	4
80	все же	3	4
81	перед нами	5	4
82	едва ли	2	3
83	по его	1	3
84	его не	3	3
85	который в	3	3
86	мы не	7	3
87	говорить о	2	3
88	в целом	20	3
89	уже в	3	3
90	ответ на	3	3
91	что они	3	3
92	как говорит	2	3
93	как в	4	3
94	с этим	6	3
95	что касается	1	3
96	из этих	3	3
97	с их	1	3
98	ключ к	2	3
99	то же	8	3
100	точки зрения	26	3
101	и без	1	3
102	не столько	4	3
103	все это	6	3
104	в то	7	3
105	только не	1	3
106	ничего не	3	3
107	же время	2	3
108	той или	1	3
109	указывает на	2	3
110	с ее	1	3
111	в ее	2	3
112	данном случае	2	3
113	именно в	6	3
114	было бы	4	3
115	во всем	3	3
116	этом отношении	4	3
117	что не	1	3
118	не было	1	3
119	однако и	1	3
120	как это	2	3
121	к жизни	1	3
122	впервые в	1	3
123	по поводу	1	3
124	к этому	4	3
125	отношения к	3	2
126	например в	1	2
127	самом деле	3	2
128	в первом	2	2
129	есть не	2	2
130	а для	1	2
131	в ней	1	2
132	освобождения от	1	2
133	нам представляется	1	2
134	во всех	3	2
135	со всеми	2	2
136	конечном счете	1	2
137	в общем	3	2
138	очевидно что	1	2
139	отличие от	1	2
140	сама по	1	2
141	как к	1	2
142	и той	2	2
143	нам кажется	1	2
144	когда он	2	2
145	могли бы	6	2
146	как уже	7	2
147	но в	5	2
148	в противоположность	2	2
149	бы и	2	2
150	все эти	4	2
151	в ответ	1	2
152	в тех	1	2
153	в себе	6	2
154	не могла	1	2
155	на его	1	2
156	что она	4	2
157	в нем	1	2
158	о которой	1	2
159	и вот	2	2
160	о его	1	2
161	одной и	2	2
162	значительной степени	2	2
163	могла бы	1	2
164	это не	1	2
165	с самим	1	2
166	в жизни	1	2
167	в них	2	2
168	о которых	1	2
169	с тем	7	2
170	несмотря на	2	2
171	с не	1	2
172	иначе говоря	2	2
173	не мог	1	2
174	с точки	18	2
175	в принципе	1	2
176	в отличие	1	2
177	от его	1	2
178	этих моментов	1	2
179	тем не	1	2
180	даже в	2	2
181	чистом виде	1	2
182	вплоть до	1	2
183	дело в	2	2
184	по своей	5	2
185	представляется нам	1	2
186	могут быть	3	2
187	его за	1	2
188	говоря словами	3	2
189	в дальнейшем	1	2
190	не с	2	2
191	в борьбе	1	2
192	в новом	3	2
193	поэтому в	2	2
194	об этом	3	2
195	и здесь	1	2
196	и т.д	5	2
197	на примере	2	2
198	в значительной	2	2
199	в конечном	1	2
200	в форме	1	2
201	один из	2	2
202	но с	1	2
203	обе эти	3	2
204	только в	6	2
205	то в	1	2
206	и ее	7	2
207	с одной	8	2
208	но сам	1	2
209	для всех	4	2
210	вопроса о	2	2
211	всяком случае	3	2
212	нуждается в	2	2
213	мы можем	6	2
214	тем что	6	2
215	одной стороны	9	2
216	который не	1	2
217	в соответствии	1	2
218	одну из	4	2
219	там где	2	2
220	что мы	5	2
221	связь с	1	2
222	не может	12	2
223	о себе	1	2
224	о своих	1	2
225	вместе с	9	2
226	и потому	2	2
227	по своему	1	2
228	когда мы	1	2
229	тому как	1	2
230	этого слова	4	2
231	в контексте	1	2
232	ни для	1	2
233	и для	1	2
234	и от	3	2
235	хотя и	2	2
236	и все	5	2
237	как показывает	1	2
238	хотя в	1	2
239	то что	17	2
240	сказать что	11	2
241	совершенно не	1	2
242	а также	1	2
243	во всяком	3	2
244	гораздо более	1	2
245	собой так	1	1
246	как известно	3	1
247	речь идет	2	1
248	и развитие	1	1
249	лишь после	2	1
250	самой себе	1	1
251	человека и	3	1
252	связана с	2	1
253	рассматривать в	1	1
254	сам по	3	1
255	на самом	1	1
256	за скобки	1	1
257	и до	2	1
258	на две	3	1
259	не имеют	1	1
260	этому пути	1	1
261	с таким	3	1
262	если к	2	1
263	в зависимости	2	1
264	в доме	1	1
265	оторванности от	1	1
266	мы уже	1	1
267	первой и	1	1
268	на первом	1	1
269	что между	2	1
270	что если	2	1
271	вопрос о	7	1
272	время от	1	1
273	никак не	1	1
274	оно есть	2	1
275	я не	3	1
276	мы и	3	1
277	зависимости от	2	1
278	не способен	1	1
279	быть осуществлено	1	1
280	о судьбе	2	1
281	бы сказать	2	1
282	к общему	1	1
283	стороны его	1	1
284	в таком	1	1
285	целое и	2	1
286	между собой	5	1
287	монолог в	1	1
288	на их	2	1
289	как если	2	1
290	все больше	1	1
291	итак мы	1	1
292	мы будем	1	1
293	друг от	3	1
294	должны были	3	1
295	за пределы	2	1
296	один и	1	1
297	которые могли	1	1
298	в истории	1	1
299	идет о	2	1
300	что во	1	1
301	независимо от	6	1
302	одном из	2	1
303	это игра	1	1
304	воззрений на	1	1
305	первых двух	1	1
306	этой стороны	1	1
307	тех случаях	2	1
308	в полном	1	1
309	достаточно ясно	1	1
310	говорит что	4	1
311	от этого	2	1
312	моментов в	1	1
313	или иную	1	1
314	растворялся в	1	1
315	не можем	1	1
316	та же	1	1
317	отклик в	1	1
318	и у	1	1
319	но без	1	1
320	в известном	2	1
321	раз в	1	1
322	всю систему	1	1
323	на то	5	1
324	всеми остальными	2	1
325	связан со	1	1
326	недвусмысленно говорит	2	1
327	в свет	1	1
328	все другие	2	1
329	их со	1	1
330	которой не	1	1
331	на мысль	1	1
332	и еще	1	1
333	свою собственную	2	1
334	чем у	1	1
335	в силу	6	1
336	том чтобы	3	1
337	в следующем	1	1
338	какой бы	1	1
339	всех своих	1	1
340	его можно	1	1
341	от других	1	1
342	не станем	5	1
343	а затем	5	1
344	факт что	3	1
345	тем в	1	1
346	того кто	2	1
347	единое целое	4	1
348	в другом	7	1
349	высказывания и	1	1
350	нашему убеждению	1	1
351	все их	1	1
352	заключается в	8	1
353	с другими	2	1
354	этом смысле	1	1
355	который хочет	1	1
356	есть и	1	1
357	еще одно	1	1
358	реальности и	1	1
359	только лишь	1	1
360	позволяет ему	1	1
361	же образом	1	1
362	внешнего мира	2	1
363	в самую	1	1
364	результате чего	1	1
365	которой он	1	1
366	ее судьбы	1	1
367	в чистом	1	1
368	должно быть	2	1
369	потому и	2	1
370	мере не	1	1
371	в один	2	1
372	остается в	1	1
373	со всей	4	1
374	с еще	1	1
375	степени можно	1	1
376	всех этих	2	1
377	или к	1	1
378	в эту	1	1
379	не выдерживает	1	1
