N	3gram	Vinokur_St_2	Psycholo
1	и т п	3	15
2	в том что	16	9
3	на то что	2	8
4	и т д	6	8
5	в самом деле	2	7
6	в том чтобы	1	7
7	о том что	11	7
8	во всяком случае	3	6
9	заключается в том	1	6
10	в зависимости от	1	5
11	в то время	1	5
12	не в том	2	5
13	с другой стороны	3	5
14	для того чтобы	5	5
15	так же как	3	4
16	том что она	1	3
17	что в этом	1	3
18	до сих пор	5	3
19	в отличие от	2	3
20	в сущности говоря	1	3
21	точно так же	1	3
22	в конце концов	1	3
23	что у него	1	3
24	не только не	2	3
25	более или менее	2	2
26	в настоящее время	1	2
27	в этом смысле	1	2
28	с точки зрения	2	2
29	в этом отношении	9	2
30	вместе с тем	5	2
31	так и в	2	2
32	и что следовательно	1	2
33	в одном из	3	2
34	по этому поводу	2	2
35	на самом деле	1	2
36	тем не менее	2	2
37	он не только	1	2
38	при помощи которого	1	2
39	не так легко	1	1
40	друг к другу	1	1
41	возникает целый ряд	1	1
42	и тому же	1	1
43	то что мне	1	1
44	же как в	1	1
45	и в результате	1	1
46	в прямом смысле	1	1
47	в чем же	1	1
48	дело в том	4	1
49	одним и тем	1	1
50	из этой аналогии	1	1
51	и в особенности	1	1
52	мысли об этом	1	1
53	в том числе	1	1
54	том что он	5	1
55	была бы выполнена	1	1
56	в том же	2	1
57	что и для	1	1
58	и в полном	2	1
59	и как он	1	1
60	он не может	1	1
61	как своего рода	2	1
62	по сравнению с	1	1
63	принять во внимание	2	1
64	сами по себе	2	1
65	то что в	2	1
66	не до конца	2	1
67	совершенно так же	2	1
68	виде в каком	1	1
69	в той мере	2	1
70	и в области	1	1
71	не то что	1	1
72	он никогда не	1	1
73	речь идет не	1	1
74	в это время	2	1
75	во внимание что	1	1
76	здесь нет и	1	1
77	и тем же	1	1
78	ответ на вопрос	1	1
79	вот что писал	2	1
80	в приложении к	1	1
81	потому что оно	1	1
82	и то же	1	1
83	в известном смысле	1	1
84	и в этом	2	1
85	в каком он	1	1
86	потому что это	2	1
87	что почти все	1	1
88	дело не в	1	1
89	одни и те	1	1
90	в связи с	1	1
91	то что он	2	1
92	но вместе с	1	1
93	одном из писем	2	1
94	мере в какой	2	1
95	в статье г	1	1
96	вместо того чтобы	1	1
97	речь идет о	3	1
98	на вопрос о	1	1
99	произведения но и	1	1
100	ни в каком	1	1
101	совершенно независимо от	1	1
102	имел в виду	1	1
103	совершенно непохож на	1	1
104	против того что	1	1
105	и вместе с	1	1
106	в свою очередь	1	1
107	к выводу что	1	1
108	с самого начала	3	1
109	т п в	1	1
110	но я не	1	1
111	вопрос о том	3	1
112	в этом вопросе	1	1
113	и те же	1	1
114	поскольку речь идет	1	1
115	на основании анализа	1	1
116	и другие произведения	1	1
117	отличие от других	1	1
118	той мере в	2	1
119	и в том	1	1
120	одно и то	1	1
121	если принять во	2	1
122	является прямым следствием	1	1
123	к тому же	2	1
124	одному и тому	1	1
125	а затем уже	1	1
