N	3gram	Trubetskoy_1	Myshleni
1	для того чтобы	6	14
2	по отношению к	1	12
3	в том что	7	11
4	с точки зрения	9	9
5	так же как	1	7
6	друг с другом	14	7
7	в этом отношении	1	5
8	заключается в том	1	5
9	с самого начала	1	5
10	в другом месте	1	4
11	то же самое	1	4
12	к тому чтобы	4	4
13	на этот вопрос	1	4
14	о том что	2	4
15	друг от друга	2	4
16	сама по себе	2	4
17	и того же	1	3
18	состоит в том	1	3
19	в этом случае	3	3
20	в лучшем случае	3	3
21	до сих пор	5	3
22	можно было бы	3	3
23	так как это	1	3
24	в свою очередь	1	3
25	не может быть	4	3
26	одного и того	1	3
27	вопрос о том	1	3
28	в самом деле	1	2
29	и не может	3	2
30	что он может	1	2
31	имеют между собой	1	2
32	что он не	2	2
33	и то что	3	2
34	то и другое	1	2
35	вместе с тем	3	2
36	и в частности	1	2
37	что оно является	1	2
38	но при этом	1	2
39	эта точка зрения	1	2
40	от того что	1	2
41	но все же	1	2
42	и в другом	2	2
43	того чтобы их	1	1
44	в том виде	1	1
45	не может не	3	1
46	или хотя бы	1	1
47	теснейшим образом связаны	1	1
48	том виде как	1	1
49	сводится к тому	1	1
50	совершенно очевидно что	1	1
51	в начале этой	1	1
52	более или менее	4	1
53	на самом деле	6	1
54	в том числе	1	1
55	в том же	1	1
56	то что эта	1	1
57	только в том	2	1
58	что не только	1	1
59	том числе и	1	1
60	но мы должны	1	1
61	о сущности и	1	1
62	во всех областях	1	1
63	в силу этого	1	1
64	не идет дальше	1	1
65	в применении к	1	1
66	чтобы понять что	2	1
67	и что в	1	1
68	само собой разумеется	1	1
69	то этим самым	1	1
70	но мы знаем	1	1
71	смысле этого слова	1	1
72	с другом не	1	1
73	не только для	1	1
74	и тем самым	2	1
75	в связи с	1	1
76	друг к другу	1	1
77	во всяком случае	6	1
78	в этом и	1	1
79	в полной мере	1	1
80	с ним в	1	1
81	не может ли	1	1
82	тем не менее	1	1
83	и во всяком	2	1
84	и таким образом	1	1
85	общей для всех	1	1
86	собой разумеется что	1	1
87	между собой и	1	1
88	тем что они	1	1
89	в том чтобы	1	1
90	и вместе с	2	1
91	того или иного	2	1
92	то это есть	1	1
93	он еще не	1	1
94	знаем что это	1	1
95	в другом случае	2	1
96	в то же	10	1
97	к тому что	2	1
98	в результате этого	1	1
99	тех или иных	1	1
100	к вопросу о	3	1
101	той или иной	3	1
102	том что для	1	1
103	и вопрос о	1	1
