1	не только	16	31
2	но и	10	27
3	и не	11	23
4	при этом	3	19
5	может быть	13	15
6	в частности	4	14
7	в качестве	4	14
8	а не	3	13
9	а в	2	13
10	как и	6	13
11	в этом	27	12
12	только в	18	12
13	и в	28	11
14	в данном	2	11
15	и его	3	10
16	состоит в	2	10
17	то что	28	9
18	то же	7	8
19	уже не	1	8
20	данном случае	1	8
21	в том	28	8
22	не может	19	8
23	иначе говоря	3	8
24	представляет собой	3	8
25	если бы	7	7
26	том что	19	7
27	у него	2	7
28	но в	5	7
29	во втором	3	6
30	в себе	4	6
31	в самом	8	6
32	один из	3	6
33	как бы	11	6
34	в этой	5	6
35	к тому	10	6
36	и он	1	6
37	и т.д	3	6
38	об этом	1	6
39	как раз	6	6
40	в его	3	6
41	не в	4	6
42	не мог	1	6
43	точки зрения	13	5
44	можно сказать	6	5
45	перед нами	1	5
46	между двумя	2	5
47	той или	1	5
48	тем самым	8	5
49	точка зрения	1	5
50	в своей	2	5
51	потому что	22	5
52	и на	5	5
53	так и	6	5
54	на другой	1	5
55	для него	6	4
56	никогда не	8	4
57	хотя и	3	4
58	к нему	1	4
59	того чтобы	10	4
60	внимание на	2	4
61	в нем	7	4
62	одна из	1	4
63	что на	4	4
64	как в	3	4
65	что у	2	4
66	в одном	2	4
67	в первом	4	4
68	не по	3	4
69	с его	3	4
70	и тем	5	4
71	но не	10	4
72	по себе	3	4
73	еще не	8	4
74	имеет место	2	4
75	из этих	3	4
76	или иной	1	4
77	из наиболее	1	4
78	прежде всего	2	4
79	в то	6	4
80	в сознании	4	4
81	того что	24	4
82	из них	2	4
83	слова в	1	4
84	о том	1	4
85	то в	5	4
86	этом и	1	4
87	все же	2	4
88	о чем	1	4
89	отношению к	10	3
90	представляют собой	3	3
91	а для	1	3
92	начиная с	1	3
93	мы имеем	4	3
94	тем не	1	3
95	и все	5	3
96	он не	7	3
97	что в	17	3
98	не говорит	1	3
99	едва ли	1	3
100	между тем	1	3
101	но они	1	3
102	в ходе	3	3
103	что он	18	3
104	как известно	7	3
105	и как	6	3
106	у нас	2	3
107	в следующей	1	3
108	в начале	1	3
109	именно в	4	3
110	и о	1	3
111	в центре	1	3
112	не существует	1	3
113	по отношению	10	3
114	и то	4	3
115	он сам	2	3
116	и ее	1	3
117	как это	3	3
118	самом деле	2	3
119	не менее	2	3
120	в целом	3	3
121	тому как	1	3
122	в современной	1	3
123	и с	1	3
124	еще в	2	3
125	их в	1	3
126	этом отношении	3	3
127	для того	8	3
128	в нашем	4	3
129	первом случае	3	3
130	но как	3	3
131	в своем	7	3
132	но именно	1	3
133	подобно тому	1	3
134	мы не	6	3
135	это не	5	3
136	свою очередь	1	2
137	ему в	1	2
138	ключ к	2	2
139	и того	4	2
140	мы можем	9	2
141	к жизни	4	2
142	нам как	1	2
143	дело в	1	2
144	зависимости от	5	2
145	от этих	1	2
146	он и	1	2
147	входит в	1	2
148	все что	1	2
149	язык как	1	2
150	они и	1	2
151	в сущности	7	2
152	ли не	1	2
153	в равной	1	2
154	а по	3	2
155	только на	2	2
156	с ним	2	2
157	вместе с	7	2
158	никак не	1	2
159	один и	1	2
160	сказать что	13	2
161	что мы	11	2
162	чем он	2	2
163	в конце	2	2
164	не имеет	6	2
165	по своему	2	2
166	только что	2	2
167	если не	1	2
168	и составляет	3	2
169	с ними	2	2
170	где они	2	2
171	с другой	2	2
172	в случае	3	2
173	друг друга	4	2
174	не могло	2	2
175	в зависимости	5	2
176	в пределах	5	2
177	отнюдь не	1	2
178	между ними	7	2
179	человека в	1	2
180	в результате	1	2
181	этих двух	1	2
182	как мы	10	2
183	это было	1	2
184	и тогда	1	2
185	его и	1	2
186	и притом	1	2
187	он уже	1	2
188	оно не	4	2
189	в области	6	2
190	на то	4	2
191	детская речь	1	2
192	тем же	1	2
193	в связи	2	2
194	имеем дело	2	2
195	дело не	1	2
196	до сих	3	2
197	идет по	2	2
198	который в	1	2
199	в той	4	2
200	раз в	3	2
201	для одного	3	2
202	связи с	3	2
203	как у	1	2
204	отличие от	1	2
205	а о	1	2
206	и даже	1	2
207	и через	1	2
208	к его	2	2
209	как она	1	2
210	она не	2	2
211	а на	1	2
212	до конца	3	2
213	сами по	1	2
214	в отличие	1	2
215	казалось бы	2	2
216	одно и	1	2
217	ситуации и	1	2
218	переход от	4	2
219	нас в	2	2
220	же самое	6	2
221	между собой	9	2
