N	2gram	Vygotskiy__5	Myslijsy
1	потому что	23	52
2	то есть	13	42
3	и в	30	39
4	может быть	11	27
5	в том	27	26
6	только в	5	25
7	не может	9	22
8	что в	24	22
9	не только	16	21
10	так как	9	21
11	а не	8	21
12	в нем	7	20
13	но и	6	20
14	и не	6	18
15	что язык	1	16
16	том что	21	16
17	так что	3	16
18	в этом	14	15
19	не в	8	15
20	если бы	11	14
21	по отношению	2	13
22	в себе	5	13
23	таким образом	20	13
24	так и	3	13
25	чувства и	5	13
26	отношению к	1	13
27	было бы	5	12
28	в душе	2	11
29	есть только	2	11
30	мы не	3	10
31	как в	3	10
32	по себе	7	10
33	и что	23	10
34	то что	37	10
35	что не	1	10
36	не есть	4	10
37	речи и	1	10
38	но в	5	9
39	как и	6	9
40	тогда когда	1	9
41	могут быть	8	9
42	для нас	3	9
43	там же	1	9
44	тем что	6	9
45	но не	7	8
46	точки зрения	7	8
47	в одном	2	8
48	того что	8	8
49	со стороны	3	8
50	вместе с	12	8
51	чувство и	2	8
52	по его	3	7
53	в ней	4	7
54	с этим	2	7
55	это не	3	7
56	в этих	3	7
57	в нас	13	7
58	на язык	1	7
59	должны быть	1	7
60	с другой	9	7
61	должно быть	2	7
62	и т	7	6
63	то же	7	6
64	все же	7	6
65	и как	7	6
66	при этом	8	6
67	от нее	1	6
68	между собою	1	6
69	и наоборот	1	6
70	не менее	1	6
71	того как	2	6
72	что на	3	6
73	в каком	3	6
74	что и	3	6
75	еще не	5	6
76	как бы	19	6
77	с в	1	5
78	то это	4	5
79	во всех	2	5
80	то в	1	5
81	с тем	8	5
82	несмотря на	5	5
83	не имеет	1	5
84	и его	6	5
85	что при	3	5
86	которые мы	1	5
87	если же	2	5
88	язык и	1	5
89	между тем	1	5
90	в его	4	5
91	вовсе не	3	5
92	души и	1	5
93	так же	13	5
94	и потому	5	5
95	но это	1	5
96	и для	6	5
97	а в	4	5
98	другой стороны	5	5
99	в таком	3	5
100	на деле	8	4
101	этой теории	2	4
102	его мнению	2	4
103	вопрос о	3	4
104	есть нечто	3	4
105	с но	2	4
106	а только	1	4
107	увидим что	9	4
108	из этих	3	4
109	т д	3	4
110	в каждом	2	4
111	этом смысле	2	4
112	мы видели	1	4
113	том смысле	1	4
114	т п	3	4
115	однако в	1	4
116	бы быть	1	4
117	в то	2	4
118	никогда не	9	4
119	во всем	2	4
120	не могут	3	4
121	к тому	8	4
122	смысле в	1	4
123	свою очередь	1	4
124	каждый раз	1	4
125	бы в	5	4
126	говорит он	2	4
127	слов и	2	4
128	в стороне	1	4
129	для него	3	4
130	само по	2	4
131	не было	1	4
132	и даже	2	4
133	в действительности	1	4
134	прежде всего	4	4
135	там где	4	4
136	что мы	11	4
137	тому как	1	4
138	в смысле	1	4
139	при таком	3	4
140	от него	4	4
141	от того	4	4
142	мы видим	8	4
143	в свою	3	4
144	в своих	5	4
145	того же	2	3
146	только потому	1	3
147	должна быть	2	3
148	что если	6	3
149	и то	9	3
150	столь же	1	3
151	тем как	1	3
152	очевидно что	2	3
153	относится к	1	3
154	в своем	6	3
155	хотя и	1	3
156	что по	2	3
157	в самом	14	3
158	что это	8	3
159	что слово	1	3
160	он не	3	3
161	так например	3	3
162	не из	1	3
163	что все	6	3
164	той же	3	3
165	и с	2	3
166	заключается в	8	3
167	что например	1	3
168	и тем	6	3
169	в жизни	1	3
170	в них	4	3
171	показывает что	3	3
172	в этой	5	3
173	во внимание	5	3
174	не мог	1	3
175	не так	1	3
176	и при	2	3
177	в своей	4	3
178	удовольствие и	1	3
179	с точки	2	3
180	и той	2	3
181	человеком и	1	3
182	с так	2	3
183	тому что	8	3
184	она не	1	3
185	для того	20	3
186	и другое	2	3
187	самого начала	3	3
188	только из	1	3
189	на него	1	3
190	с и	5	3
191	не могло	1	3
192	или же	1	3
193	находятся в	3	3
194	как она	4	3
195	в сознании	1	3
196	и это	8	3
197	с самого	3	3
198	когда в	2	3
199	в словах	2	3
200	и вообще	1	3
201	одной и	2	3
202	и во	1	3
203	в глазах	2	3
204	мы увидим	9	3
205	по мнению	6	3
206	но как	1	3
207	и неудовольствие	1	3
208	с одной	12	3
209	если мы	16	3
210	только на	4	3
211	каким образом	2	3
212	или даже	1	3
213	и их	1	3
214	никто не	1	3
215	представить себе	2	3
216	могло бы	1	3
217	нашего организма	5	3
218	были бы	1	3
219	вытекают из	1	3
220	что для	1	3
221	связи с	2	3
222	все более	1	3
223	одной стороны	12	3
224	в состоянии	3	3
225	только для	1	3
226	и от	1	3
227	она может	1	3
228	внутренней связи	1	3
229	о котором	6	3
230	и все	4	3
231	мы должны	3	3
232	сказать что	9	3
233	по поводу	3	3
234	как на	11	3
235	во всяком	1	3
236	ко всем	1	2
237	в применении	1	2
238	одним из	1	2
239	совершенно справедливо	3	2
240	и есть	5	2
241	тем же	3	2
242	можем представить	1	2
243	а как	2	2
244	есть не	4	2
245	в сущности	12	2
246	проявляется в	1	2
247	его словам	1	2
248	то мы	1	2
249	ощущения и	1	2
250	мы будем	1	2
251	не все	1	2
252	друг от	2	2
253	которые не	1	2
254	что именно	5	2
255	в течение	2	2
256	могли бы	4	2
257	в которой	3	2
258	деле есть	1	2
259	в целом	5	2
260	образом и	2	2
261	ни одна	1	2
262	во многих	1	2
263	на то	17	2
264	и если	6	2
265	по крайней	1	2
266	так сказать	1	2
267	мы можем	7	2
268	на чувство	2	2
269	он должен	8	2
270	что единство	1	2
271	с этой	2	2
272	но все	2	2
273	могла бы	1	2
274	он есть	1	2
275	мог бы	2	2
276	но уже	1	2
277	о которых	2	2
278	бы было	1	2
279	чем в	2	2
280	в один	1	2
281	и того	2	2
282	одного и	2	2
283	только тем	1	2
284	в их	3	2
285	мы называем	2	2
286	слова в	1	2
287	несомненно что	2	2
288	но он	3	2
289	доказывает что	1	2
290	не могли	4	2
291	том и	2	2
292	это будет	2	2
293	если и	1	2
294	эта мысль	1	2
295	от нас	2	2
296	дело в	2	2
297	что иное	2	2
298	того чтобы	20	2
299	только не	5	2
300	вытекает из	1	2
301	в разных	1	2
302	к ней	1	2
303	ее с	1	2
304	заметить что	1	2
305	из того	3	2
306	что речь	1	2
307	заключает в	4	2
308	как будто	6	2
309	все то	2	2
310	образом что	3	2
311	когда мы	6	2
312	души а	1	2
313	его с	2	2
314	имеет место	3	2
315	ничего общего	1	2
316	как мы	5	2
317	с ее	1	2
318	от друга	2	2
319	только при	1	2
320	в собственном	1	2
321	мысль о	4	2
322	уже с	1	2
323	только то	1	2
324	и может	1	2
325	времени и	3	2
326	и которые	1	2
327	мы в	1	2
328	для этого	9	2
329	стремление к	1	2
330	в виду	4	2
331	иное как	2	2
332	из основных	1	2
333	о том	10	2
334	никак не	6	2
335	не имеем	2	2
336	утверждает что	2	2
337	казаться что	1	2
338	связь между	2	2
339	что самое	2	2
340	стало быть	1	2
341	и только	3	2
342	крайней мере	1	2
343	еще более	1	2
344	в теории	1	2
345	говоря что	2	2
346	и следовательно	2	2
347	и отдельные	1	2
348	не зная	1	2
349	как например	2	2
350	всякое произведение	1	2
351	этот вопрос	4	2
352	которое мы	3	2
353	по этому	5	2
354	внимание что	1	2
355	уже не	1	2
356	не можем	4	2
357	вопроса о	2	2
358	же в	2	2
359	в начале	1	2
360	при помощи	1	2
361	но совершенно	1	2
362	за ним	1	2
363	нуждается в	1	2
364	но всегда	1	2
365	двух противоположных	6	2
366	в других	1	2
367	даже и	2	2
368	что чувство	3	2
369	не были	1	2
370	у нас	4	2
371	на этот	3	2
372	под влиянием	3	2
373	в одно	1	2
374	если не	1	2
375	нет ничего	1	2
376	его на	2	2
377	применении к	1	2
378	даже с	1	2
379	что же	1	2
380	и о	3	2
381	заставляет нас	3	2
382	о его	1	2
383	стороны и	4	2
384	это последнее	1	2
385	с если	1	2
386	не существует	3	2
387	от мысли	1	2
388	или в	6	2
389	в строении	3	2
390	тем более	1	2
391	хотя бы	3	2
392	только что	4	2
393	все они	1	2
394	мы желаем	1	2
395	что оно	6	2
396	но вместе	1	2
397	была бы	3	2
398	не что	2	2
399	что даже	2	2
400	из этого	2	2
401	жизни и	6	2
402	то оно	1	2
403	этой цели	1	2
404	все что	1	2
405	от этой	2	1
406	ли мы	2	1
407	отношения к	2	1
408	например в	1	1
409	с с	1	1
410	же как	2	1
411	дошел до	1	1
412	применить к	1	1
413	должен быть	2	1
414	языку и	1	1
415	сам по	3	1
416	из принципа	1	1
417	самом деле	8	1
418	он может	1	1
419	силы и	1	1
420	время а	1	1
421	бы для	2	1
422	показать что	12	1
423	нам кажется	2	1
424	чувственных восприятий	1	1
425	чего не	1	1
426	от самого	1	1
427	из его	1	1
428	что эти	2	1
429	и такое	1	1
430	собственном смысле	1	1
431	в действие	2	1
432	едва ли	2	1
433	с таким	2	1
434	в зависимости	6	1
435	и могут	1	1
436	деле же	1	1
437	для примера	1	1
438	полагает что	3	1
439	впечатления в	1	1
440	мы имеем	8	1
441	или наоборот	2	1
442	чувства которые	2	1
443	отказывается от	1	1
444	переходит к	1	1
445	совпадает с	1	1
446	как каждое	1	1
447	зависимости от	7	1
448	в каждой	3	1
449	фактам но	1	1
450	и на	3	1
451	к их	1	1
452	на них	1	1
453	этом единстве	1	1
454	это возможно	1	1
455	не найдем	2	1
456	наоборот как	1	1
457	в чем	1	1
458	бы мы	3	1
459	с его	2	1
460	основано на	1	1
461	весь характер	1	1
462	как если	1	1
463	на другой	1	1
464	взаимно противоположные	1	1
465	на самом	2	1
466	язык которым	1	1
467	легко может	1	1
468	не то	1	1
469	для других	1	1
470	если в	1	1
471	себе и	2	1
472	что они	5	1
473	словах и	1	1
474	вызывает в	4	1
475	одном из	1	1
476	дает нам	1	1
477	и нет	1	1
478	перед нами	2	1
479	что когда	2	1
480	когда он	5	1
481	свой круг	1	1
482	что всякое	4	1
483	более или	1	1
484	следующим образом	2	1
485	не кажется	2	1
486	вносит в	2	1
487	в противоположность	2	1
488	от этого	1	1
489	и хотя	2	1
490	психологии и	1	1
491	еще на	1	1
492	та же	1	1
493	бы с	1	1
494	чем больше	3	1
495	он в	2	1
496	все эти	2	1
497	в нашем	2	1
498	так в	3	1
499	что так	1	1
500	в известном	1	1
501	приводит к	2	1
502	нами в	1	1
503	но его	2	1
504	не годится	1	1
505	противоположность в	1	1
506	как он	2	1
507	будто на	2	1
508	их действия	1	1
509	этот процесс	1	1
510	на его	3	1
511	мы совершенно	1	1
512	бы сказать	2	1
513	задний план	1	1
514	она еще	2	1
515	том в	1	1
516	единство в	1	1
517	что истинная	1	1
518	не как	3	1
519	нам только	3	1
520	из виду	1	1
521	существует и	1	1
522	чувства в	3	1
523	что называется	1	1
524	его от	1	1
525	что ни	3	1
526	на этом	6	1
527	другу как	1	1
528	что она	6	1
529	в нее	2	1
530	которое как	1	1
531	одно и	3	1
532	же не	2	1
533	представлений но	1	1
534	сознание и	1	1
535	нам остается	1	1
536	но чувство	1	1
537	из самой	1	1
538	того или	1	1
539	за собою	1	1
540	мы на	1	1
541	от одного	2	1
542	может стать	1	1
543	и мы	16	1
544	совершенно ясно	7	1
545	что один	1	1
546	должен был	4	1
547	смысл в	1	1
548	еще одно	1	1
549	вызывать в	1	1
550	которым он	1	1
551	только одно	1	1
552	бы совершенно	1	1
553	этого слова	1	1
554	рядом с	5	1
555	хотим сказать	1	1
556	все равно	2	1
557	далеко не	1	1
558	его все	1	1
559	с пути	1	1
560	и уже	3	1
561	во взаимной	1	1
562	невозможно потому	1	1
563	жизни но	1	1
564	нам не	1	1
565	с такой	4	1
566	какой именно	1	1
567	нет никакого	1	1
568	любви и	2	1
569	или менее	1	1
570	во время	1	1
571	и другие	3	1
572	привело к	1	1
573	с областью	1	1
574	по справедливости	1	1
575	что такое	1	1
576	в отношении	2	1
577	в следующем	1	1
578	в такой	1	1
579	в письме	2	1
580	в котором	2	1
581	тот язык	1	1
582	образом три	1	1
583	или вернее	2	1
584	в которых	2	1
585	признать что	1	1
586	любовь и	1	1
587	его действия	1	1
588	есть налицо	1	1
589	выше мы	1	1
590	совершенно различные	1	1
591	сами по	2	1
592	двумя другими	1	1
593	и эти	1	1
594	на другую	1	1
595	более сложные	1	1
596	есть еще	1	1
597	их в	1	1
598	даже в	1	1
599	есть всегда	1	1
600	кажется нам	6	1
601	что есть	2	1
602	оба эти	2	1
603	это чувство	1	1
604	что сущность	1	1
605	что с	6	1
606	что ему	2	1
607	противоречия не	1	1
608	может служить	1	1
609	и отсюда	3	1
610	которого он	1	1
611	взаимной связи	1	1
612	на самый	1	1
613	в самых	1	1
614	но только	3	1
615	как художник	1	1
616	принадлежат к	1	1
617	ничего не	2	1
618	то окажется	1	1
619	может в	1	1
620	и чувства	2	1
621	вернее сказать	2	1
622	к этим	2	1
623	и теперь	1	1
624	доказать что	1	1
625	этом отношении	3	1
626	был бы	5	1
627	ли нам	1	1
628	в области	1	1
629	этот закон	2	1
630	это могло	1	1
631	и искусство	1	1
632	объяснение в	1	1
633	поэтому не	1	1
634	проявления чувства	1	1
635	сомнение в	1	1
636	лежит в	1	1
637	как только	4	1
638	сходство с	1	1
639	и другим	1	1
640	это содержание	1	1
641	указывает на	4	1
642	он видит	2	1
643	в полной	2	1
644	не пробуждаются	1	1
645	из чего	1	1
646	всегда в	1	1
647	ниже мы	1	1
648	что рядом	1	1
649	как не	1	1
650	встречаем и	1	1
651	здесь не	1	1
652	будем иметь	2	1
653	в ее	3	1
654	которые как	1	1
655	выражения лица	1	1
656	внутренние противоречия	1	1
657	ошибок в	1	1
658	не имеющим	1	1
659	и говорит	3	1
660	в произведении	1	1
661	действия и	4	1
662	то время	1	1
663	образом то	1	1
664	дано в	1	1
665	отказаться от	1	1
666	различие между	1	1
667	на том	2	1
668	и совершенно	4	1
669	если они	1	1
670	то как	1	1
671	что у	3	1
672	можно было	3	1
673	в нескольких	1	1
674	удовольствие от	1	1
675	не с	2	1
676	мы только	2	1
677	здесь нет	1	1
678	произведения не	1	1
679	сказано выше	1	1
680	еще в	2	1
681	в результате	4	1
682	чувственного восприятия	1	1
683	что дело	2	1
684	что от	2	1
685	понятно что	2	1
686	является в	2	1
687	быть может	1	1
688	и постоянно	1	1
689	остановимся на	3	1
690	в отдельном	1	1
691	нас к	1	1
692	в построении	1	1
693	о нем	1	1
694	это должно	1	1
695	нас те	1	1
696	мы могли	4	1
697	в другом	3	1
698	внимание на	4	1
699	отвечает в	1	1
700	становится уже	1	1
701	в которое	1	1
702	звуков в	1	1
703	после того	1	1
704	отличаются от	1	1
705	от бессознательности	1	1
706	нас в	1	1
707	это была	1	1
708	к нему	1	1
709	чувства на	1	1
710	переходит в	1	1
711	два случая	1	1
712	образом мы	3	1
713	что чувства	1	1
714	его мысль	1	1
715	есть с	1	1
716	которые он	2	1
717	двух направлений	1	1
718	вслед за	1	1
719	организма в	1	1
720	есть тоже	1	1
721	окажется что	1	1
722	мы хотим	2	1
723	который бы	1	1
724	с этих	1	1
725	это приводит	1	1
726	эти последние	1	1
727	тех пор	2	1
728	но так	1	1
729	на которой	1	1
730	мысль и	1	1
731	один из	5	1
732	воли в	1	1
733	достигает того	1	1
734	если скажем	1	1
735	видели что	1	1
736	ему необходимо	1	1
737	которым мы	1	1
738	душевных сил	2	1
739	с ними	1	1
740	и представляет	1	1
741	дело с	5	1
742	что он	17	1
743	в какой	1	1
744	быть сведены	1	1
745	поэтому и	1	1
746	между этими	1	1
747	и ее	1	1
748	неприятное чувство	1	1
749	с которыми	1	1
750	бы по	2	1
751	с двумя	3	1
752	по моему	2	1
753	и чувствуем	1	1
754	уже в	6	1
755	и насколько	3	1
756	возможно для	1	1
757	себя в	1	1
758	мы бы	1	1
759	представления являются	1	1
760	в виде	1	1
761	и эту	1	1
762	в понятие	1	1
763	что вообще	1	1
764	по выражению	1	1
765	ответ на	5	1
766	из них	2	1
767	говорит что	6	1
768	что содержание	1	1
769	о чувстве	3	1
770	психологическая теория	1	1
771	ни в	3	1
772	с психологической	1	1
773	мы находим	2	1
774	произведения и	1	1
775	очевидно не	1	1
776	но что	1	1
777	она построена	1	1
778	у него	3	1
779	следует понимать	2	1
780	же невозможно	1	1
781	самое явление	1	1
782	напротив того	2	1
783	где есть	1	1
784	нас как	1	1
785	чтобы показать	2	1
786	из своих	1	1
787	именно как	1	1
788	если будем	1	1
789	человека то	1	1
790	насколько это	1	1
791	общего закона	1	1
792	до сих	5	1
793	высокой степени	1	1
794	именно в	6	1
795	каждом отдельном	1	1
796	стороны он	2	1
797	в каких	1	1
798	должна существовать	1	1
799	как же	1	1
800	еще и	1	1
801	пробуждаются в	1	1
802	себя и	2	1
803	его из	1	1
804	обратить внимание	2	1
805	противоречие между	1	1
806	их не	2	1
807	к сожалению	1	1
808	превращается в	1	1
809	чувства не	3	1
810	представляется в	1	1
811	или другими	1	1
812	в употреблении	1	1
813	бы назвать	1	1
814	дойти до	1	1
815	его как	1	1
816	на смерть	1	1
817	и оно	1	1
818	понятие о	1	1
819	ее на	1	1
820	самого содержания	1	1
821	искусства то	1	1
822	как именно	1	1
823	в речи	1	1
824	здесь именно	1	1
825	человека там	1	1
826	нашей мысли	1	1
827	время с	1	1
828	в одной	2	1
829	существует как	1	1
830	места где	1	1
831	по одному	1	1
832	общего с	1	1
833	многих случаях	1	1
834	но такое	1	1
835	приводит в	1	1
836	сил если	1	1
837	оно имеет	1	1
838	над ним	2	1
839	предположить что	2	1
840	он говорит	3	1
841	в данном	3	1
842	на которое	1	1
843	в вечной	1	1
844	которые сами	1	1
845	смысле этого	1	1
846	той теории	1	1
847	в ответ	2	1
848	и там	1	1
849	каждую минуту	2	1
850	ко всему	1	1
851	да и	1	1
852	это значит	2	1
853	совершенно несправедливо	1	1
854	следует отличать	1	1
855	сих пор	5	1
856	все это	2	1
857	и таким	2	1
858	произведении искусства	1	1
859	ни для	1	1
860	что касается	2	1
861	но для	1	1
862	или по	1	1
863	как изменяется	1	1
864	совершенно верно	4	1
865	подходит и	2	1
866	которые никак	1	1
867	не достигает	1	1
868	не имея	1	1
869	решить вопрос	1	1
870	на задний	1	1
871	том виде	1	1
872	имеет дело	4	1
873	не представляет	1	1
874	воздуха и	1	1
875	как эта	1	1
876	души в	1	1
877	в эту	1	1
878	находит свое	2	1
879	тому которое	1	1
880	одному только	1	1
881	будто бы	1	1
882	скажем что	1	1
883	именно он	1	1
884	существует ли	1	1
885	психологической точки	1	1
886	давно уже	2	1
887	к ее	1	1
888	вопрос как	1	1
889	произведение а	1	1
890	чувства но	1	1
891	в психологии	3	1
892	между ними	2	1
893	он находит	1	1
894	совершенно не	6	1
895	равно как	1	1
896	и составляют	1	1
897	жизни а	1	1
898	одного рода	1	1
899	природы или	1	1
900	только о	2	1
901	а дело	1	1
902	ко времени	1	1
903	на это	1	1
904	себе не	2	1
905	внутри одного	1	1
906	этим явлениям	1	1
907	нас не	2	1
908	к этому	3	1
909	этой точки	1	1
910	событий в	2	1
