N	2gram	Bakhtin_Pr_2	Problema
1	то есть	4	39
2	то что	7	38
3	вовсе не	5	37
4	и не	29	37
5	и в	43	35
6	не есть	2	33
7	не только	11	24
8	сказать что	2	24
9	том что	2	19
10	что такое	2	18
11	у нас	2	18
12	о том	5	18
13	может быть	23	18
14	в этом	13	17
15	и вообще	1	16
16	настоящее время	2	16
17	но и	14	16
18	в настоящее	2	16
19	в языке	1	15
20	только в	4	14
21	не менее	3	13
22	не может	18	13
23	и что	5	13
24	во всяком	2	13
25	также и	3	12
26	тем не	2	12
27	того что	2	12
28	в том	6	12
29	хотя бы	2	12
30	никак не	5	11
31	и даже	3	11
32	так что	5	11
33	прежде всего	10	11
34	что в	4	11
35	в таком	2	11
36	таком случае	1	10
37	и то	2	10
38	еще не	9	10
39	всяком случае	1	10
40	ничего не	3	10
41	и с	5	10
42	а не	7	10
43	да и	5	10
44	тем более	1	10
45	в этой	1	9
46	для себя	2	9
47	если мы	2	9
48	только на	3	9
49	что же	7	9
50	для нас	2	9
51	все же	3	8
52	по себе	11	8
53	в виду	3	8
54	было бы	5	8
55	уже не	3	8
56	как раз	4	8
57	смысле слова	1	7
58	есть нечто	1	7
59	бы и	2	7
60	все эти	5	7
61	тоже не	1	7
62	мы не	4	7
63	не имеет	1	7
64	в конце	2	7
65	так и	3	7
66	в его	10	7
67	конце концов	2	7
68	так как	4	7
69	и т	13	6
70	есть не	1	6
71	мы и	2	6
72	с другой	4	6
73	но как	1	6
74	к сожалению	1	6
75	но в	10	6
76	так или	1	6
77	на то	5	6
78	т д	4	6
79	что все	1	6
80	по крайней	1	6
81	мы можем	2	6
82	не о	1	6
83	как будто	1	6
84	крайней мере	1	6
85	же самое	1	6
86	можно сказать	1	6
87	в виде	3	6
88	ни в	2	6
89	или иначе	1	6
90	а именно	1	6
91	о чем	1	6
92	но это	4	6
93	при условии	1	6
94	и для	3	6
95	в то	7	6
96	то же	8	5
97	между собой	2	5
98	по своему	2	5
99	с этим	2	5
100	в самом	7	5
101	в себе	5	5
102	с другими	1	5
103	этом смысле	2	5
104	но уже	1	5
105	как и	14	5
106	и без	2	5
107	раз и	2	5
108	связи с	1	5
109	той или	3	5
110	указывает на	2	5
111	и это	4	5
112	как мы	10	5
113	можно было	3	5
114	и на	10	5
115	с одной	1	5
116	одной стороны	1	5
117	или иной	3	5
118	еще и	1	5
119	своего собственного	1	5
120	что не	2	5
121	другой стороны	3	5
122	так же	2	5
123	кроме того	3	5
124	в связи	1	5
125	и все	6	5
126	предполагает что	1	4
127	самом деле	5	4
128	на самом	1	4
129	и есть	1	4
130	что если	3	4
131	не был	2	4
132	но не	5	4
133	в общем	1	4
134	сама по	4	4
135	в своем	4	4
136	и как	2	4
137	более или	3	4
138	вообще не	1	4
139	что она	1	4
140	их в	4	4
141	таким образом	5	4
142	и тем	1	4
143	далеко не	4	4
144	которой он	1	4
145	между собою	4	4
146	или менее	3	4
147	в этих	6	4
148	в отношении	3	4
149	есть прежде	1	4
150	до сих	7	4
151	но только	1	4
152	что на	2	4
153	именно как	2	4
154	стороны и	3	4
155	не могут	4	4
156	все еще	1	4
157	и о	2	4
158	без всякого	2	4
159	будет сказать	1	4
160	о самой	1	4
161	если бы	3	4
162	и здесь	3	4
163	и только	3	4
164	значение в	2	4
165	тот же	3	4
166	что он	13	4
167	есть в	3	4
168	то и	2	4
169	как же	2	4
170	тем что	3	4
171	и следовательно	3	4
172	как бы	22	4
173	слова и	12	4
174	сих пор	7	4
175	все это	5	4
176	в результате	4	4
177	а в	5	4
178	мы здесь	2	3
179	это и	1	3
180	и должны	1	3
181	в их	3	3
182	обойтись без	3	3
183	мы уже	3	3
184	вопрос о	2	3
185	такое положение	1	3
186	то это	2	3
187	не нужно	2	3
188	в нашем	1	3
189	нет и	1	3
190	и речи	1	3
191	просто как	1	3
192	хотя и	5	3
193	не было	1	3
194	и к	3	3
195	в целом	2	3
196	бы не	2	3
197	из этих	2	3
198	но ведь	5	3
199	только один	1	3
200	при этом	6	3
201	и по	1	3
202	здесь мы	2	3
203	то ни	1	3
204	людей между	1	3
205	лишь в	8	3
206	его в	3	3
207	о которых	1	3
208	все равно	1	3
209	в слове	5	3
210	несмотря на	1	3
211	или точнее	1	3
212	не во	2	3
213	но эта	2	3
214	иной раз	2	3
215	при всех	1	3
216	без его	1	3
217	или что	1	3
218	в таких	1	3
219	тогда когда	1	3
220	одна из	2	3
221	в основе	1	3
222	только не	1	3
223	только и	1	3
224	слова как	3	3
225	и является	2	3
226	языка в	1	3
227	не знаем	1	3
228	не знает	3	3
229	если же	4	3
230	она не	3	3
231	ничего общего	1	3
232	на том	2	3
233	с самим	8	3
234	это только	1	3
235	он сам	3	3
236	для этого	2	3
237	есть элемент	1	3
238	но мы	1	3
239	в значительной	1	3
240	нас в	1	3
241	определение и	1	3
242	том или	3	3
243	и наконец	6	3
244	один из	1	3
245	уже в	2	3
246	или даже	1	3
247	и их	3	3
248	уже и	2	3
249	указание на	1	3
250	что для	1	3
251	и если	1	3
252	только его	1	3
253	если оно	2	3
254	к тому	4	3
255	и от	1	3
256	всем этим	2	3
257	о котором	1	3
258	бы в	5	3
259	и ни	1	3
260	в своих	2	3
261	все что	1	3
262	является для	1	2
263	чтобы не	2	2
264	зачем же	1	2
265	нам кажется	5	2
266	ведь и	7	2
267	той же	3	2
268	и само	1	2
269	это совершенно	1	2
270	из которых	1	2
271	но при	3	2
272	это возможно	1	2
273	здесь не	6	2
274	бы то	1	2
275	во всех	4	2
276	от его	1	2
277	в голове	2	2
278	не то	1	2
279	себе и	4	2
280	оно является	2	2
281	ведь мы	1	2
282	друг от	2	2
283	учение о	1	2
284	один и	1	2
285	в той	5	2
286	как нам	2	2
287	перед нами	7	2
288	отношение между	2	2
289	чего же	1	2
290	тут и	1	2
291	нами в	2	2
292	идет речь	1	2
293	человек не	1	2
294	он не	9	2
295	в корне	1	2
296	так уж	1	2
297	в плане	1	2
298	и ее	3	2
299	но все	2	2
300	сознание и	2	2
301	об этом	2	2
302	к другу	2	2
303	здесь то	1	2
304	на этой	1	2
305	знает что	2	2
306	входит в	2	2
307	это вовсе	2	2
308	и мы	1	2
309	а скорее	1	2
310	он является	2	2
311	в них	4	2
312	и вы	2	2
313	должно быть	4	2
314	точки зрения	13	2
315	и при	2	2
316	в такой	2	2
317	мы конечно	1	2
318	что до	1	2
319	мысли и	2	2
320	он тоже	3	2
321	которые в	1	2
322	не в	11	2
323	же тут	2	2
324	даже в	3	2
325	чисто смысловой	1	2
326	человека но	1	2
327	что с	1	2
328	что их	1	2
329	на него	3	2
330	того чтобы	1	2
331	слово и	9	2
332	или как	4	2
333	ни тем	1	2
334	как на	1	2
335	точном смысле	1	2
336	настоящего времени	1	2
337	отличается от	2	2
338	числе и	1	2
339	себе что	2	2
340	что может	2	2
341	на это	1	2
342	о них	1	2
343	о существовании	1	2
344	эта последняя	1	2
345	от друга	2	2
346	определенным образом	1	2
347	представим себе	2	2
348	и сам	7	2
349	но зато	3	2
350	здесь как	1	2
351	для всякого	1	2
352	отождествляется с	1	2
353	еще в	1	2
354	является в	1	2
355	говорят что	3	2
356	о нем	6	2
357	и поэтому	1	2
358	время не	1	2
359	к нему	5	2
360	которого оно	2	2
361	что и	3	2
362	и всякое	2	2
363	может иметь	1	2
364	в него	7	2
365	друг к	2	2
366	быть и	2	2
367	и действительно	1	2
368	и весьма	1	2
369	между этими	1	2
370	или в	8	2
371	в качестве	1	2
372	же и	4	2
373	конечно не	2	2
374	с нею	1	2
375	мышления и	1	2
376	а ведь	1	2
377	ни с	1	2
378	ведь это	2	2
379	значение этого	1	2
380	сами по	1	2
381	только с	1	2
382	само по	1	2
383	каждый из	2	2
384	или ином	1	2
385	были бы	1	2
386	мы это	1	2
387	и др	2	2
388	слова значение	1	2
389	смысла и	1	2
390	о предмете	1	2
391	что из	1	2
392	в одно	3	2
393	совершенно не	4	2
394	входить в	1	2
395	нами как	1	2
396	вместе с	1	2
397	и особенно	2	2
398	речь не	1	2
399	от ее	1	2
