N	3gram	Vygotskiy__4	Komedia
1	к тому же	1	10
2	едва ли не	1	5
3	в том что	31	5
4	вместе с тем	3	4
5	на этот раз	1	4
6	о том что	3	4
7	для того чтобы	5	4
8	по отношению к	1	3
9	в том числе	2	3
10	в связи с	3	3
11	в первую очередь	4	3
12	в то время	1	3
13	и на этот	1	2
14	сомневаться в том	1	2
15	одних и тех	1	2
16	в обоих случаях	3	2
17	чуть ли не	1	2
18	не говоря уже	1	2
19	в этом смысле	8	2
20	до сих пор	1	2
21	говоря уже о	1	2
22	в той же	1	2
23	в отличие от	2	2
24	бы то ни	1	2
25	и тех же	1	2
26	то время как	1	2
27	то ни было	1	2
28	с одной стороны	9	2
29	и в силу	1	2
30	во всяком случае	3	2
31	в этом же	1	2
32	после того как	1	2
33	к тому что	1	2
34	можно было бы	5	2
35	в поле зрения	1	2
36	друг с другом	7	2
37	что и в	1	2
38	речь идет о	3	2
39	я думаю что	1	1
40	гордится тем что	1	1
41	не в состоянии	1	1
42	в какой мере	1	1
43	мы имеем дело	1	1
44	потому что в	1	1
45	как и во	1	1
46	в самом деле	6	1
47	в том же	1	1
48	оно содержится в	1	1
49	с точки зрения	11	1
50	на первый план	4	1
51	только в том	2	1
52	и во всех	1	1
53	имеет в виду	1	1
54	том случае если	1	1
55	с самого начала	1	1
56	но и в	2	1
57	и та же	1	1
58	то что в	1	1
59	том числе и	2	1
60	точно так же	3	1
61	может быть даже	1	1
62	попадают в поле	1	1
63	в том случае	1	1
64	так как он	1	1
65	же что и	1	1
66	нечто такое что	1	1
67	в этой области	2	1
68	по этому вопросу	1	1
69	того обстоятельства что	2	1
70	на задний план	1	1
71	по сравнению с	3	1
72	имеем дело с	1	1
73	благодаря тому что	1	1
74	так и на	1	1
75	само по себе	1	1
76	одна и та	1	1
77	таким же образом	1	1
78	в целом ряде	2	1
79	с другой стороны	8	1
80	вместо того чтобы	1	1
81	не может быть	1	1
82	что он не	1	1
83	то обстоятельство что	3	1
84	эти три типа	1	1
85	в свою очередь	2	1
86	мы можем сказать	1	1
87	по своему происхождению	1	1
88	не только в	1	1
89	но все же	1	1
90	друг от друга	1	1
91	было бы достаточно	1	1
92	он имеет в	1	1
93	тем не менее	1	1
94	этого было бы	1	1
95	к выводу что	2	1
96	можем сказать что	1	1
97	как мы видели	2	1
