N	2gram	Tiupa_Hudo_1	StatiiOP
1	и в	19	25
2	в этом	11	24
3	в том	18	20
4	что он	3	19
5	может быть	14	19
6	тем что	1	19
7	что в	6	19
8	что это	1	16
9	том что	8	15
10	в этой	2	14
11	и пр	1	13
12	не только	16	12
13	в его	9	12
14	то что	4	12
15	в этих	3	11
16	так что	1	11
17	таким образом	3	10
18	прежде всего	4	10
19	и не	15	10
20	у него	1	9
21	но и	10	9
22	все это	2	8
23	о том	2	8
24	это было	1	8
25	в своих	1	8
26	из его	1	7
27	это не	2	7
28	было бы	1	7
29	в то	6	7
30	не может	7	7
31	точки зрения	10	7
32	что такое	1	7
33	место в	4	6
34	и на	2	6
35	как в	2	6
36	из этих	3	6
37	не в	7	6
38	в русской	3	6
39	между тем	4	6
40	пушкиным в	1	6
41	только в	5	6
42	в конце	1	6
43	в области	6	6
44	как бы	9	6
45	а в	12	6
46	отношения между	1	5
47	в году	2	5
48	то же	10	5
49	говорит что	2	5
50	но в	7	5
51	на то	1	5
52	он не	4	5
53	об этом	2	5
54	на почве	3	5
55	ни в	5	5
56	мы имеем	6	5
57	в котором	1	5
58	потому что	3	5
59	и это	2	5
60	так и	11	5
61	в них	2	5
62	с другой	7	5
63	а не	9	5
64	такого рода	10	5
65	того что	4	5
66	другой стороны	5	5
67	например в	3	4
68	в которой	2	4
69	из которых	1	4
70	в чем	2	4
71	в центре	1	4
72	не было	1	4
73	и к	3	4
74	то в	2	4
75	в целом	3	4
76	на его	1	4
77	состоит в	16	4
78	в каждом	1	4
79	лишь в	4	4
80	этом смысле	3	4
81	и тем	2	4
82	в жизни	2	4
83	как и	2	4
84	а как	1	4
85	у нас	1	4
86	по крайней	1	4
87	с точки	3	4
88	пушкина что	2	4
89	в каком	2	4
90	отличается от	2	4
91	если бы	3	4
92	можно сказать	5	4
93	а также	5	4
94	к нему	3	4
95	мы видим	1	4
96	всего в	1	4
97	в качестве	24	4
98	и др	2	4
99	отношение к	5	4
100	то время	1	4
101	крайней мере	1	4
102	в особенности	1	4
103	действующих лиц	1	4
104	он говорит	1	4
105	и для	2	4
106	сказать что	4	4
107	была бы	3	4
108	в своей	5	4
109	из этого	2	4
110	можно назвать	1	4
111	я и	7	3
112	говорить о	3	3
113	подчеркнуть что	1	3
114	с его	6	3
115	своего рода	5	3
116	все эти	2	3
117	карамзина и	1	3
118	на этом	1	3
119	в другом	3	3
120	нет в	1	3
121	в их	5	3
122	но он	3	3
123	и более	2	3
124	тому что	2	3
125	действующие лица	1	3
126	на язык	1	3
127	же время	5	3
128	связи с	1	3
129	и здесь	1	3
130	что все	1	3
131	нельзя не	1	3
132	со стороны	2	3
133	и что	3	3
134	по этому	1	3
135	и его	12	3
136	уже не	4	3
137	для него	4	3
138	так как	1	3
139	в системе	2	3
140	как раз	3	3
141	не является	4	3
142	к которому	4	3
143	что для	1	3
144	одной стороны	2	3
145	в рассказе	3	3
146	с которым	1	3
147	его как	1	3
148	в связи	1	3
149	каждая из	2	3
150	быть это	1	3
151	с этой	1	3
152	в мировой	1	3
153	в стихотворении	3	3
154	тем более	1	3
155	обращается к	1	3
156	все они	1	3
157	в какой	2	3
158	которой я	1	3
159	того времени	1	3
160	такое же	1	2
161	той же	1	2
162	в сущности	1	2
163	как я	1	2
164	того же	2	2
165	в каждой	1	2
166	думаю что	1	2
167	во всех	3	2
168	тем как	1	2
169	но как	2	2
170	нет не	1	2
171	если в	1	2
172	с которыми	1	2
173	вступают в	1	2
174	себе отчет	1	2
175	что они	1	2
176	в произведениях	1	2
177	в самом	5	2
178	во многих	1	2
179	в словаре	2	2
180	имеем в	3	2
181	в статье	1	2
182	с нашим	1	2
183	не как	2	2
184	чтобы в	1	2
185	и по	2	2
186	и может	1	2
187	а по	1	2
188	то есть	18	2
189	заключается в	2	2
190	отчет в	1	2
191	ее в	2	2
192	а с	2	2
193	он и	1	2
194	жизни но	2	2
195	с не	1	2
196	в такой	1	2
197	не столько	3	2
198	которые в	1	2
199	тем не	3	2
200	для этого	1	2
201	не была	1	2
202	это особенно	1	2
203	в отношении	3	2
204	не менее	3	2
205	дело не	2	2
206	на котором	1	2
207	одна из	2	2
208	не имеет	1	2
209	никогда не	2	2
210	слова как	5	2
211	этих двух	2	2
212	в русском	1	2
213	начиная с	2	2
214	могут быть	4	2
215	и такие	1	2
216	к тому	4	2
217	для того	2	2
218	на это	1	2
219	должен быть	1	2
220	как мы	1	2
221	с ее	5	2
222	в виду	5	2
223	говорит и	3	2
224	на основе	2	2
225	в драматическом	1	2
226	на нее	1	2
227	или в	2	2
228	времени и	2	2
229	нас к	1	2
230	до нас	1	2
231	произведения как	3	2
232	внимание на	1	2
233	с одной	2	2
234	что его	1	2
235	в форме	4	2
236	еще не	3	2
237	и ее	3	2
238	есть в	2	2
239	в поэзии	1	2
240	во втором	4	2
241	одно из	2	2
242	мы находим	1	2
243	вовсе не	2	2
244	при всей	1	2
245	должен был	1	2
246	или иной	7	2
247	слово в	1	2
248	себя и	2	2
249	что не	1	2
250	не на	3	2
251	любовь смерть	1	2
252	что из	1	2
253	вместе с	1	2
254	в одной	1	2
255	в рамках	8	2
256	но не	11	2
257	к такому	1	2
258	для искусства	2	2
259	этот язык	1	2
260	в европейской	1	2
261	быть не	1	2
262	в это	1	2
263	этого слова	2	2
264	является как	1	2
265	один из	2	2
266	в результате	1	2
267	этого термина	2	2
268	я думаю	2	2
269	одной из	2	2
270	в свою	3	2
271	быть назван	1	2
272	значения этого	1	1
273	ту же	1	1
274	за пределы	2	1
275	одним из	1	1
276	также и	1	1
277	начинается с	1	1
278	в элегии	1	1
279	и то	4	1
280	е годы	1	1
281	говорилось выше	1	1
282	как произведения	1	1
283	ты и	1	1
284	идет о	1	1
285	перед лицом	3	1
286	в первом	1	1
287	по преимуществу	2	1
288	свое место	1	1
289	соответствовало бы	1	1
290	отношения к	2	1
291	есть не	1	1
292	принадлежит только	2	1
293	как целому	1	1
294	вещами и	1	1
295	из своих	1	1
296	стиля в	1	1
297	этом не	1	1
298	от своих	1	1
299	ведет нас	1	1
300	совпадает с	2	1
301	дай мне	1	1
302	бог сойти	1	1
303	что можно	3	1
304	состоит как	1	1
305	пребывания в	1	1
306	проявляется в	1	1
307	во мне	2	1
308	между собой	2	1
309	является таким	1	1
310	тот или	2	1
311	или иначе	4	1
312	а тем	1	1
313	значении этого	4	1
314	и другие	2	1
315	к жизни	2	1
316	в сторону	2	1
317	со всеми	1	1
318	не все	2	1
319	и я	1	1
320	в истории	1	1
321	в своем	2	1
322	и где	1	1
323	и как	3	1
324	оказывается в	3	1
325	и внутреннюю	1	1
326	литературных произведениях	1	1
327	самом начале	1	1
328	более или	5	1
329	вещи но	1	1
330	для которого	2	1
331	всего лишь	4	1
332	из жизни	1	1
333	в литературном	1	1
334	так или	3	1
335	представляет собой	10	1
336	за это	1	1
337	бы не	1	1
338	то я	1	1
339	большей части	2	1
340	еще один	2	1
341	в известном	1	1
342	имеются две	1	1
343	говорят о	1	1
344	но на	1	1
345	всей его	2	1
346	что она	2	1
347	к искусству	1	1
348	в нем	5	1
349	том в	1	1
350	и больше	2	1
351	характеризуется тем	1	1
352	стороны а	1	1
353	в окружающей	1	1
354	свою собственную	1	1
355	он должен	3	1
356	данном отношении	1	1
357	все с	1	1
358	подход к	1	1
359	вещами в	1	1
360	а затем	1	1
361	также является	1	1
362	в литературных	1	1
363	самим собой	4	1
364	творчества он	1	1
365	делает его	2	1
366	чаще всего	1	1
367	на сцене	1	1
368	остаться самим	1	1
369	рядом с	1	1
370	на которую	1	1
371	соответствии с	1	1
372	и некоторые	2	1
373	и того	2	1
374	хх века	2	1
375	или менее	5	1
376	вещи в	1	1
377	с ума	1	1
378	не простым	1	1
379	не во	1	1
380	сам и	1	1
381	на фоне	1	1
382	от себя	3	1
383	это своеобразие	1	1
384	но во	2	1
385	друг другу	1	1
386	через посредство	1	1
387	не могли	1	1
388	том же	1	1
389	бы быть	1	1
390	по себе	2	1
391	даже в	3	1
392	и одной	1	1
393	может служить	2	1
394	принадлежат к	1	1
395	дело в	1	1
396	к изучению	1	1
397	которого он	1	1
398	иметь в	1	1
399	того чтобы	2	1
400	не могло	2	1
401	он мог	1	1
402	вытекает из	2	1
403	казалось бы	1	1
404	к вопросу	1	1
405	в самой	2	1
406	обратим внимание	1	1
407	к определенному	1	1
408	с этих	1	1
409	по своей	7	1
410	является также	1	1
411	сюжет в	1	1
412	своей цели	1	1
413	до того	1	1
414	перед ним	1	1
415	и со	1	1
416	том отношении	1	1
417	мы встречаем	1	1
418	по замечанию	1	1
419	все то	1	1
420	когда мы	1	1
421	героев и	1	1
422	же самое	1	1
423	они обращены	1	1
424	является одним	1	1
425	не случайно	3	1
426	той или	4	1
427	в поле	1	1
428	для себя	2	1
429	вещей в	1	1
430	и о	3	1
431	свою очередь	2	1
432	здесь не	2	1
433	в ее	5	1
434	к нам	1	1
435	только при	1	1
436	не лишено	1	1
437	в собственном	1	1
438	это была	1	1
439	в произведении	3	1
440	в пределах	3	1
441	так в	4	1
442	вопрос что	1	1
443	приводит к	5	1
444	с языком	3	1
445	как с	1	1
446	и сам	1	1
447	те же	1	1
448	здесь как	1	1
449	случаях обычно	1	1
450	разного рода	1	1
451	но у	1	1
452	о котором	1	1
453	с ним	2	1
454	означает что	1	1
455	не дай	1	1
456	в порядке	2	1
457	известной степени	3	1
458	тех кто	1	1
459	воли автора	1	1
460	и т.д	3	1
461	всеми теми	1	1
462	в новую	1	1
463	и который	2	1
464	может не	1	1
465	времени в	2	1
466	в значительной	1	1
467	как у	1	1
468	вопросу о	1	1
469	на отдельные	1	1
470	тем или	1	1
471	русской литературе	2	1
472	однако с	2	1
473	говорить об	1	1
474	эти два	1	1
475	произведения по	1	1
476	что и	2	1
477	иной мере	1	1
478	именно в	2	1
479	сойти с	1	1
480	также в	1	1
481	у одного	2	1
482	человека как	1	1
483	статье о	1	1
484	по содержанию	1	1
485	место однако	1	1
486	известном смысле	1	1
487	поле зрения	1	1
488	его в	2	1
489	внутреннее единство	1	1
490	он уже	1	1
491	который в	2	1
492	самые разнообразные	1	1
493	между этими	1	1
494	собою как	1	1
495	с нею	1	1
496	ничто не	1	1
497	точно и	1	1
498	раз в	1	1
499	действующего лица	1	1
500	которых можно	1	1
501	является не	1	1
502	то чему	1	1
503	не дает	1	1
504	я люблю	1	1
505	языка но	1	1
506	из них	1	1
507	что сама	2	1
508	в комедии	2	1
509	в известной	1	1
510	слова в	2	1
511	в одном	2	1
512	того или	3	1
513	во всей	3	1
514	отношении что	1	1
515	следует признать	1	1
516	представляют собой	1	1
517	как драматическое	1	1
518	мне бог	1	1
519	не остаться	1	1
520	в данный	2	1
521	таков что	1	1
522	связаны с	1	1
523	по своим	1	1
524	а именно	2	1
525	речи а	2	1
526	как художественное	2	1
527	еще и	1	1
528	было и	2	1
529	на которые	1	1
530	окружающей его	1	1
531	по большей	2	1
532	во внешней	1	1
533	а чем-то	1	1
534	говорит о	1	1
535	к более	2	1
536	и политического	1	1
537	отдает себе	1	1
538	не означает	1	1
539	означало бы	1	1
540	и объединяет	1	1
541	уже до	1	1
542	языка не	1	1
543	о чем	2	1
544	на время	2	1
545	речи и	3	1
546	как говорит	3	1
547	в одно	2	1
548	если не	1	1
549	вступает в	1	1
550	является его	1	1
551	в частности	13	1
552	я уже	1	1
553	как некоторая	1	1
554	произведение на	1	1
555	требует от	1	1
556	его личной	1	1
557	в данном	4	1
558	искусства но	3	1
559	в той	3	1
560	эстетическое отношение	10	1
561	тому как	1	1
562	в литературе	1	1
563	языку по	1	1
564	в заключительной	1	1
565	от жанра	1	1
566	должно быть	1	1
567	в контексте	3	1
568	в формах	2	1
569	иллюстрации к	1	1
570	личность как	1	1
571	о его	1	1
572	характерные для	1	1
573	но для	1	1
574	одновременно с	1	1
575	писал в	1	1
576	каждой из	1	1
577	однако и	1	1
578	тем и	1	1
579	но оказывается	1	1
580	в функции	1	1
581	котором он	1	1
582	к кому	1	1
583	или иным	3	1
584	совершенно иной	2	1
585	на границах	1	1
586	особого рода	5	1
587	собственно говоря	2	1
588	места в	1	1
589	бы в	1	1
590	собой лишь	1	1
591	на языке	2	1
592	поэт в	1	1
593	отношении к	2	1
594	персонажей то	1	1
595	пушкина я	1	1
596	о своем	1	1
597	но всякий	1	1
598	не знает	3	1
599	автора в	1	1
600	или иного	3	1
601	одновременно и	1	1
602	в малой	1	1
603	среди прочих	1	1
604	художественного творчества	4	1
605	жизни и	1	1
606	расположение их	1	1
607	поэтики в	1	1
608	но каждая	1	1
609	этой точки	1	1
610	приобретают в	1	1
611	которая не	1	1
612	так же	2	1
613	все что	1	1
614	они не	1	1
