N	4gram	Propp_Isto_1	Morfolog
1	в тех же формах	1	4
2	как мы увидим ниже	1	3
3	образом мы видим что	1	2
4	начинается с того что	2	2
5	в руки героя попадает	2	2
6	в то время как	3	2
7	и т д он	1	2
8	это не значит что	1	2
9	таким образом мы видим	1	2
10	ни одной из приведенных	1	2
11	и т д они	1	2
12	к ложным заключениям несмотря	1	1
13	придется поставить вопрос как	1	1
14	выше было указано что	1	1
15	мы видим что в	1	1
16	покидать высока терема и	1	1
17	работу аф надо было	1	1
18	отлучки представляет собой смерть	1	1
19	дальний путь покидать жену	1	1
20	отправку героя из дома	2	1
21	высока терема и пр	1	1
22	на коне или на	1	1
23	в основе очень многих	1	1
24	уже не может быть	1	1
25	береги братца не ходи	1	1
26	представляет собой смерть родителей	1	1
27	жену на чужих руках	1	1
28	на чужих руках уезжает	1	1
29	путь покидать жену на	1	1
30	руках уезжает он купец	1	1
31	не покидать высока терема	3	1
32	мы видим что сказка	1	1
33	за тридевять земель в	1	1
34	покидать жену на чужих	1	1
35	чего следует бегство и	1	1
36	в связи с изучением	1	1
37	не что иное как	1	1
38	братца не ходи со	1	1
39	и т д все	3	1
40	в тех сказках где	1	1
41	в тот момент когда	1	1
42	в иное царство и	1	1
43	встречных и т д	1	1
44	ехать в дальний путь	1	1
45	форму отлучки представляет собой	1	1
46	вход в иное царство	2	1
47	усиленную форму отлучки представляет	1	1
48	не ходи со двора	1	1
49	князю ехать в дальний	1	1
50	т д все эти	1	1
51	и т д иногда	1	1
52	после чего следует бегство	1	1
53	в иное царство или	1	1
54	в дальний путь покидать	1	1
55	герой берет с собой	1	1
56	чужих руках уезжает он	1	1
57	избушка на курьих ножках	3	1
58	тех сказках где нет	1	1
59	руки героя попадает волшебное	1	1
60	связь сказки с религией	1	1
61	ложным заключениям несмотря на	1	1
62	много князь ее уговаривал	1	1
63	на работу аф надо	1	1
64	что в руки героя	1	1
65	и т д то	1	1
66	случайных встречных и т	1	1
67	есть не что иное	1	1
